event_id,commence_time,home_team,away_team,has_odds
c93f72cb146ef69c7bd4a79f03481123,2026-02-20T00:00:00Z,Washington Wizards,Indiana Pacers,True
d647541d42648749f3bde601547fa1be,2026-02-20T00:10:00Z,Philadelphia 76ers,Atlanta Hawks,True
24a92d49df82923f29b3e9cda4d57446,2026-02-20T00:10:00Z,Cleveland Cavaliers,Brooklyn Nets,True
97031eee2ea39d890bf5046a1c57c7a7,2026-02-20T00:10:00Z,Charlotte Hornets,Houston Rockets,True
0ea61c4bb159036d242d6aa077216586,2026-02-20T00:40:00Z,New York Knicks,Detroit Pistons,True
537f72a12ccf54596ce42c638bacb485,2026-02-20T01:10:00Z,Chicago Bulls,Toronto Raptors,True
d34f8e76f10dd65a684c9bd6301e667e,2026-02-20T01:40:00Z,San Antonio Spurs,Phoenix Suns,True
7bb1dc8e7e0b6a77195533729951d187,2026-02-20T03:10:00Z,Golden State Warriors,Boston Celtics,True
fc4ef6fdb917bca80f99940665442e96,2026-02-20T03:10:00Z,Sacramento Kings,Orlando Magic,True
13c088a4f279e674bf80e4cb06d231a9,2026-02-20T03:40:00Z,Los Angeles Clippers,Denver Nuggets,True
