player,team,plays,ladders
Aaron Gordon,DEN,"[{'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': 120.0, 'edge': 0.2707041453555418, 'ev': 0.5955491197821919, 'ev_pct': 59.554911978219195, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 5.5, 'price': -136.0, 'edge': 0.2480196346561203, 'ev': 0.4303870130797382, 'ev_pct': 43.03870130797382, 'book': 'draftkings'}]",[]
Aaron Nesmith,IND,"[{'market': 'pa', 'side': 'UNDER', 'line': 16.5, 'price': -105.0, 'edge': 0.2964006934508418, 'ev': 0.5786870681659293, 'ev_pct': 57.86870681659293, 'book': 'fanatics'}, {'market': 'pr', 'side': 'UNDER', 'line': 16.5, 'price': 210.0, 'edge': 0.3538291386300888, 'ev': 1.0968703297532756, 'ev_pct': 109.68703297532755, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 17.5, 'price': 165.0, 'edge': 0.3421828687438876, 'ev': 0.9067846021713022, 'ev_pct': 90.67846021713022, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 18.5, 'price': 130.0, 'edge': 0.324898289509643, 'ev': 0.7472660658721789, 'ev_pct': 74.72660658721789, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 20.5, 'price': -108.0, 'edge': 0.3104413230566195, 'ev': 0.5978869925534895, 'ev_pct': 59.78869925534895, 'book': 'draftkings'}, {'market': 'pts', 'side': 'UNDER', 'line': 12.5, 'price': 175.0, 'edge': 0.3209774457034365, 'ev': 0.8826879756844506, 'ev_pct': 88.26879756844505, 'book': 'bovada'}, {'market': 'pts', 'side': 'UNDER', 'line': 13.5, 'price': 135.0, 'edge': 0.3048516106354738, 'ev': 0.7164012849933634, 'ev_pct': 71.64012849933634, 'book': 'bovada'}]",[]
Ace Bailey,UTA,"[{'market': 'pa', 'side': 'OVER', 'line': 7.5, 'price': 110.0, 'edge': 0.2970578677205604, 'ev': 0.6238215222131769, 'ev_pct': 62.38215222131769, 'book': 'fanatics'}, {'market': 'pr', 'side': 'OVER', 'line': 9.5, 'price': 105.0, 'edge': 0.3111041791395884, 'ev': 0.6377635672361563, 'ev_pct': 63.776356723615635, 'book': 'fanatics'}, {'market': 'pra', 'side': 'OVER', 'line': 10.5, 'price': -105.0, 'edge': 0.3014794466959039, 'ev': 0.5886027292634314, 'ev_pct': 58.860272926343136, 'book': 'fanatics'}, {'market': 'threes', 'side': 'OVER', 'line': 0.5, 'price': 110.0, 'edge': 0.3164740943572678, 'ev': 0.6645955981502624, 'ev_pct': 66.45955981502624, 'book': 'betmgm'}, {'market': 'threes', 'side': 'OVER', 'line': 0.5, 'price': 105.0, 'edge': 0.3048596924989635, 'ev': 0.6249623696228752, 'ev_pct': 62.49623696228752, 'book': 'fanatics'}, {'market': 'threes', 'side': 'OVER', 'line': 0.5, 'price': -105.0, 'edge': 0.2804694485965244, 'ev': 0.547583209164643, 'ev_pct': 54.7583209164643, 'book': 'betonlineag'}]",[]
Alperen Sengun,HOU,"[{'market': 'ra', 'side': 'UNDER', 'line': 14.5, 'price': 150.0, 'edge': 0.3557365035321801, 'ev': 0.8893412588304503, 'ev_pct': 88.93412588304503, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 13.5, 'price': 215.0, 'edge': 0.3513316232215768, 'ev': 1.106694613147967, 'ev_pct': 110.66946131479669, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 15.5, 'price': 105.0, 'edge': 0.3408154628888691, 'ev': 0.6986716989221817, 'ev_pct': 69.86716989221817, 'book': 'fanatics'}, {'market': 'ra', 'side': 'UNDER', 'line': 15.5, 'price': 105.0, 'edge': 0.3408154628888691, 'ev': 0.6986716989221817, 'ev_pct': 69.86716989221817, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 15.5, 'price': 100.0, 'edge': 0.3286203409376496, 'ev': 0.6572406818752992, 'ev_pct': 65.72406818752992, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 15.5, 'price': -105.0, 'edge': 0.31642521898643, 'ev': 0.6177825704020777, 'ev_pct': 61.77825704020778, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 15.5, 'price': -105.0, 'edge': 0.31642521898643, 'ev': 0.6177825704020777, 'ev_pct': 61.77825704020778, 'book': 'betmgm'}, {'market': 'ra', 'side': 'UNDER', 'line': 16.5, 'price': -135.0, 'edge': 0.3113918623020206, 'ev': 0.5420525010442582, 'ev_pct': 54.205250104425815, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 17.5, 'price': -190.0, 'edge': 0.2728026891665467, 'ev': 0.4163830518857817, 'ev_pct': 41.638305188578165, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 18.5, 'price': -275.0, 'edge': 0.2236723841813347, 'ev': 0.3050077966109109, 'ev_pct': 30.500779661091087, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': 170.0, 'edge': 0.3640251757986884, 'ev': 0.9828679746564586, 'ev_pct': 98.28679746564586, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': 105.0, 'edge': 0.3435404032882649, 'ev': 0.7042578267409432, 'ev_pct': 70.42578267409432, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': 105.0, 'edge': 0.3435404032882649, 'ev': 0.7042578267409432, 'ev_pct': 70.42578267409432, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': -104.0, 'edge': 0.321541359768418, 'ev': 0.6307157441611276, 'ev_pct': 63.07157441611276, 'book': 'betonlineag'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': -105.0, 'edge': 0.3191501593858259, 'ev': 0.6231026921342315, 'ev_pct': 62.310269213423155, 'book': 'fanatics'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': -106.0, 'edge': 0.3167821745409289, 'ev': 0.6156332825984091, 'ev_pct': 61.56332825984091, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': -112.0, 'edge': 0.3030433945445926, 'ev': 0.5736178539594075, 'ev_pct': 57.36178539594074, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 10.5, 'price': -150.0, 'edge': 0.3019647806795763, 'ev': 0.5032746344659604, 'ev_pct': 50.32746344659604, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': -113.0, 'edge': 0.3008288494121628, 'ev': 0.567049070130891, 'ev_pct': 56.7049070130891, 'book': 'betrivers'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': -135.0, 'edge': 0.2568771962306624, 'ev': 0.447156600845968, 'ev_pct': 44.7156600845968, 'book': 'betmgm'}, {'market': 'reb', 'side': 'UNDER', 'line': 11.5, 'price': -245.0, 'edge': 0.2378974382357959, 'ev': 0.33499843343408, 'ev_pct': 33.499843343407996, 'book': 'bovada'}]",[]
Amen Thompson,HOU,"[{'market': 'threes', 'side': 'OVER', 'line': 0.5, 'price': 230.0, 'edge': 0.4754525378942818, 'ev': 1.56899337505113, 'ev_pct': 156.899337505113, 'book': 'betmgm'}, {'market': 'threes', 'side': 'OVER', 'line': 0.5, 'price': 215.0, 'edge': 0.4610225234642674, 'ev': 1.4522209489124425, 'ev_pct': 145.22209489124424, 'book': 'betonlineag'}, {'market': 'threes', 'side': 'OVER', 'line': 0.5, 'price': 190.0, 'edge': 0.4336552547176883, 'ev': 1.257600238681296, 'ev_pct': 125.7600238681296, 'book': 'fanatics'}]",[]
Anthony Black,ORL,"[{'market': 'pts', 'side': 'OVER', 'line': 12.5, 'price': 200.0, 'edge': 0.331960833009969, 'ev': 0.9958824990299068, 'ev_pct': 99.58824990299068, 'book': 'bovada'}, {'market': 'pts', 'side': 'OVER', 'line': 11.5, 'price': 150.0, 'edge': 0.3123588126745836, 'ev': 0.7808970316864592, 'ev_pct': 78.08970316864591, 'book': 'bovada'}]",[]
Anthony Davis,DAL,"[{'market': 'pa', 'side': 'UNDER', 'line': 24.5, 'price': 200.0, 'edge': 0.3757661833835423, 'ev': 1.127298550150627, 'ev_pct': 112.7298550150627, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 25.5, 'price': 165.0, 'edge': 0.3735169097096147, 'ev': 0.9898198107304792, 'ev_pct': 98.98198107304792, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 26.5, 'price': 135.0, 'edge': 0.3636939881563862, 'ev': 0.8546808721675079, 'ev_pct': 85.46808721675079, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 27.5, 'price': 110.0, 'edge': 0.3476833353799829, 'ev': 0.7301350042979643, 'ev_pct': 73.01350042979642, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 29.5, 'price': -118.0, 'edge': 0.3403529297604343, 'ev': 0.6287876159980904, 'ev_pct': 62.87876159980904, 'book': 'betmgm'}, {'market': 'pa', 'side': 'UNDER', 'line': 28.5, 'price': -108.0, 'edge': 0.335449625266684, 'ev': 0.6460511301432433, 'ev_pct': 64.60511301432433, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 28.5, 'price': -109.0, 'edge': 0.3331492940189844, 'ev': 0.6387908481648416, 'ev_pct': 63.87908481648415, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 28.5, 'price': -110.0, 'edge': 0.3308708706879294, 'ev': 0.6316625713133198, 'ev_pct': 63.16625713133198, 'book': 'fanatics'}, {'market': 'pa', 'side': 'UNDER', 'line': 28.5, 'price': -110.0, 'edge': 0.3308708706879294, 'ev': 0.6316625713133198, 'ev_pct': 63.16625713133198, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 29.5, 'price': -130.0, 'edge': 0.3164199421258112, 'ev': 0.5598198976072045, 'ev_pct': 55.98198976072045, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 30.5, 'price': -160.0, 'edge': 0.2894671552649819, 'ev': 0.4703841273055956, 'ev_pct': 47.03841273055956, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 32.5, 'price': 205.0, 'edge': 0.4404160621240946, 'ev': 1.3432689894784884, 'ev_pct': 134.32689894784883, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 33.5, 'price': 170.0, 'edge': 0.4339091762193267, 'ev': 1.171554775792182, 'ev_pct': 117.1554775792182, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 34.5, 'price': 145.0, 'edge': 0.4284920541472681, 'ev': 1.049805532660807, 'ev_pct': 104.98055326608069, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 35.5, 'price': 120.0, 'edge': 0.4107882827231673, 'ev': 0.903734221990968, 'ev_pct': 90.3734221990968, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 36.5, 'price': 105.0, 'edge': 0.4025462991530882, 'ev': 0.8252199132638309, 'ev_pct': 82.52199132638309, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 37.5, 'price': -110.0, 'edge': 0.3880339673896691, 'ev': 0.7407921195620956, 'ev_pct': 74.07921195620956, 'book': 'betmgm'}, {'market': 'pr', 'side': 'UNDER', 'line': 37.5, 'price': -114.0, 'edge': 0.3791332108253612, 'ev': 0.7117062027774324, 'ev_pct': 71.17062027774324, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 37.5, 'price': -115.0, 'edge': 0.3769597702689604, 'ev': 0.704750874850665, 'ev_pct': 70.4750874850665, 'book': 'fanatics'}, {'market': 'pr', 'side': 'UNDER', 'line': 37.5, 'price': -115.0, 'edge': 0.3769597702689604, 'ev': 0.704750874850665, 'ev_pct': 70.4750874850665, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 37.5, 'price': -116.0, 'edge': 0.3748064541621558, 'ev': 0.697915466370911, 'ev_pct': 69.7915466370911, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 38.5, 'price': -135.0, 'edge': 0.3555588490795589, 'ev': 0.6189357743236767, 'ev_pct': 61.89357743236768, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 39.5, 'price': -160.0, 'edge': 0.3297926347722294, 'ev': 0.5359130315048729, 'ev_pct': 53.59130315048729, 'book': 'bovada'}, {'market': 'pra', 'side': 'UNDER', 'line': 36.5, 'price': 190.0, 'edge': 0.4462267833645366, 'ev': 1.294057671757156, 'ev_pct': 129.4057671757156, 'book': 'bovada'}, {'market': 'pra', 'side': 'UNDER', 'line': 37.5, 'price': 165.0, 'edge': 0.4441675143000788, 'ev': 1.1770439128952088, 'ev_pct': 117.70439128952088, 'book': 'bovada'}, {'market': 'pra', 'side': 'UNDER', 'line': 38.5, 'price': 140.0, 'edge': 0.4323692499394916, 'ev': 1.0376861998547795, 'ev_pct': 103.76861998547795, 'book': 'bovada'}, {'market': 'pra', 'side': 'UNDER', 'line': 39.5, 'price': 120.0, 'edge': 0.4190220964030269, 'ev': 0.9218486120866592, 'ev_pct': 92.18486120866592, 'book': 'bovada'}, {'market': 'pra', 'side': 'UNDER', 'line': 40.5, 'price': 105.0, 'edge': 0.407370326943247, 'ev': 0.8351091702336565, 'ev_pct': 83.51091702336565, 'book': 'bovada'}, {'market': 'pra', 'side': 'UNDER', 'line': 41.5, 'price': -110.0, 'edge': 0.3901645882807295, 'ev': 0.7448596685359382, 'ev_pct': 74.48596685359382, 'book': 'bovada'}, {'market': 'pra', 'side': 'UNDER', 'line': 40.5, 'price': -106.0, 'edge': 0.380612098195911, 'ev': 0.7396801153618648, 'ev_pct': 73.96801153618648, 'book': 'fanduel'}, {'market': 'pra', 'side': 'UNDER', 'line': 41.5, 'price': -115.0, 'edge': 0.3790903911600208, 'ev': 0.7087342095600389, 'ev_pct': 70.87342095600388, 'book': 'betmgm'}, {'market': 'pra', 'side': 'UNDER', 'line': 40.5, 'price': -107.0, 'edge': 0.3782669924316411, 'ev': 0.7317875461060719, 'ev_pct': 73.17875461060719, 'book': 'draftkings'}, {'market': 'pra', 'side': 'UNDER', 'line': 41.5, 'price': -118.0, 'edge': 0.3726897084205286, 'ev': 0.6885284443701291, 'ev_pct': 68.8528444370129, 'book': 'betonlineag'}, {'market': 'pra', 'side': 'UNDER', 'line': 40.5, 'price': -110.0, 'edge': 0.3713656811825037, 'ev': 0.7089708458938707, 'ev_pct': 70.89708458938708, 'book': 'fanatics'}, {'market': 'pra', 'side': 'UNDER', 'line': 41.5, 'price': -120.0, 'edge': 0.3685195666357079, 'ev': 0.6756192054987978, 'ev_pct': 67.56192054987979, 'book': 'betrivers'}, {'market': 'pra', 'side': 'UNDER', 'line': 42.5, 'price': -130.0, 'edge': 0.3649115151132579, 'ev': 0.6456126805849948, 'ev_pct': 64.56126805849948, 'book': 'bovada'}, {'market': 'pra', 'side': 'UNDER', 'line': 43.5, 'price': -150.0, 'edge': 0.34384132656395, 'ev': 0.5730688776065833, 'ev_pct': 57.306887760658334, 'book': 'bovada'}, {'market': 'pra', 'side': 'UNDER', 'line': 44.5, 'price': -180.0, 'edge': 0.3124808158462038, 'ev': 0.4860812690940949, 'ev_pct': 48.608126909409485, 'book': 'bovada'}, {'market': 'pts', 'side': 'UNDER', 'line': 21.5, 'price': 200.0, 'edge': 0.350538881587694, 'ev': 1.051616644763082, 'ev_pct': 105.16166447630819, 'book': 'bovada'}, {'market': 'pts', 'side': 'UNDER', 'line': 22.5, 'price': 160.0, 'edge': 0.3450786404818377, 'ev': 0.8972044652527782, 'ev_pct': 89.72044652527782, 'book': 'bovada'}, {'market': 'pts', 'side': 'UNDER', 'line': 23.5, 'price': 130.0, 'edge': 0.3371483868796409, 'ev': 0.7754412898231742, 'ev_pct': 77.54412898231742, 'book': 'bovada'}, {'market': 'pts', 'side': 'UNDER', 'line': 24.5, 'price': 105.0, 'edge': 0.3223736933510388, 'ev': 0.6608660713696296, 'ev_pct': 66.08660713696295, 'book': 'bovada'}, {'market': 'pts', 'side': 'UNDER', 'line': 25.5, 'price': -110.0, 'edge': 0.3203946405534762, 'ev': 0.611662495602091, 'ev_pct': 61.166249560209096, 'book': 'betmgm'}, {'market': 'pts', 'side': 'UNDER', 'line': 25.5, 'price': -115.0, 'edge': 0.3093204434327675, 'ev': 0.5782947420699566, 'ev_pct': 57.829474206995656, 'book': 'bovada'}, {'market': 'pts', 'side': 'UNDER', 'line': 25.5, 'price': -116.0, 'edge': 0.3071671273259629, 'ev': 0.5719663750207586, 'ev_pct': 57.196637502075866, 'book': 'betonlineag'}, {'market': 'pts', 'side': 'UNDER', 'line': 25.5, 'price': -117.0, 'edge': 0.3050336574505576, 'ev': 0.565746185186077, 'ev_pct': 56.5746185186077, 'book': 'draftkings'}, {'market': 'pts', 'side': 'UNDER', 'line': 25.5, 'price': -117.0, 'edge': 0.3050336574505576, 'ev': 0.565746185186077, 'ev_pct': 56.5746185186077, 'book': 'williamhill_us'}, {'market': 'pts', 'side': 'UNDER', 'line': 25.5, 'price': -117.0, 'edge': 0.3050336574505576, 'ev': 0.565746185186077, 'ev_pct': 56.5746185186077, 'book': 'betrivers'}, {'market': 'pts', 'side': 'UNDER', 'line': 25.5, 'price': -118.0, 'edge': 0.3029197606932753, 'ev': 0.5596314222977459, 'ev_pct': 55.96314222977459, 'book': 'fanduel'}, {'market': 'pts', 'side': 'UNDER', 'line': 26.5, 'price': -135.0, 'edge': 0.2994731456187297, 'ev': 0.5213051053363074, 'ev_pct': 52.13051053363073, 'book': 'bovada'}, {'market': 'pts', 'side': 'UNDER', 'line': 25.5, 'price': -120.0, 'edge': 0.2987496189084546, 'ev': 0.5477076346655001, 'ev_pct': 54.77076346655001, 'book': 'fanatics'}, {'market': 'ra', 'side': 'UNDER', 'line': 13.5, 'price': 180.0, 'edge': 0.3899604334805691, 'ev': 1.0918892137455936, 'ev_pct': 109.18892137455936, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 14.5, 'price': 125.0, 'edge': 0.3771545048218147, 'ev': 0.8485976358490829, 'ev_pct': 84.8597635849083, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 15.5, 'price': -115.0, 'edge': 0.3456281527745722, 'ev': 0.646174372578548, 'ev_pct': 64.6174372578548, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 15.5, 'price': -118.0, 'edge': 0.33922747003508, 'ev': 0.6267083768444698, 'ev_pct': 62.67083768444698, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 15.5, 'price': -118.0, 'edge': 0.33922747003508, 'ev': 0.6267083768444698, 'ev_pct': 62.67083768444698, 'book': 'betmgm'}, {'market': 'ra', 'side': 'UNDER', 'line': 15.5, 'price': -125.0, 'edge': 0.3249563181492492, 'ev': 0.5849213726686486, 'ev_pct': 58.492137266864866, 'book': 'fanatics'}, {'market': 'ra', 'side': 'UNDER', 'line': 15.5, 'price': -126.0, 'edge': 0.3229897498109995, 'ev': 0.5793308210895705, 'ev_pct': 57.933082108957045, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 16.5, 'price': -160.0, 'edge': 0.308775483524242, 'ev': 0.5017601607268933, 'ev_pct': 50.176016072689336, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 17.5, 'price': -230.0, 'edge': 0.2574873361571422, 'ev': 0.3694383518776389, 'ev_pct': 36.94383518776389, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 10.5, 'price': 160.0, 'edge': 0.3448431354631078, 'ev': 0.8965921522040803, 'ev_pct': 89.65921522040803, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 11.5, 'price': 105.0, 'edge': 0.3397404471845963, 'ev': 0.6964679167284223, 'ev_pct': 69.64679167284224, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 11.5, 'price': 101.0, 'edge': 0.3300328874224315, 'ev': 0.6633661037190873, 'ev_pct': 66.33661037190873, 'book': 'betonlineag'}, {'market': 'reb', 'side': 'UNDER', 'line': 11.5, 'price': 100.0, 'edge': 0.3275453252333767, 'ev': 0.6550906504667535, 'ev_pct': 65.50906504667535, 'book': 'fanatics'}, {'market': 'reb', 'side': 'UNDER', 'line': 11.5, 'price': -101.0, 'edge': 0.325057763044322, 'ev': 0.6468971323951359, 'ev_pct': 64.6897132395136, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 11.5, 'price': -103.0, 'edge': 0.3201561626718003, 'ev': 0.6309873885667523, 'ev_pct': 63.098738856675226, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 11.5, 'price': -106.0, 'edge': 0.3129822184372602, 'ev': 0.6082484622459964, 'ev_pct': 60.82484622459964, 'book': 'betrivers'}, {'market': 'reb', 'side': 'UNDER', 'line': 12.5, 'price': -144.0, 'edge': 0.3091836415157354, 'ev': 0.5238945036794405, 'ev_pct': 52.38945036794404, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 12.5, 'price': -145.0, 'edge': 0.3075108412480873, 'ev': 0.5195872834881476, 'ev_pct': 51.958728348814766, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 11.5, 'price': -110.0, 'edge': 0.3037358014238529, 'ev': 0.5798592572637192, 'ev_pct': 57.985925726371924, 'book': 'betmgm'}, {'market': 'reb', 'side': 'UNDER', 'line': 13.5, 'price': -220.0, 'edge': 0.2589293345401917, 'ev': 0.3766244866039152, 'ev_pct': 37.66244866039152, 'book': 'bovada'}]",[]
Austin Reaves,LAL,"[{'market': 'ast', 'side': 'UNDER', 'line': 7.5, 'price': -118.0, 'edge': 0.1952353967864722, 'ev': 0.3606891228767029, 'ev_pct': 36.068912287670294, 'book': 'betrivers'}, {'market': 'pa', 'side': 'UNDER', 'line': 37.5, 'price': -108.0, 'edge': 0.3236155230176967, 'ev': 0.6232595258118604, 'ev_pct': 62.32595258118604, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 37.5, 'price': -115.0, 'edge': 0.3079625713182334, 'ev': 0.5757561115949581, 'ev_pct': 57.57561115949581, 'book': 'betmgm'}, {'market': 'pa', 'side': 'UNDER', 'line': 37.5, 'price': -120.0, 'edge': 0.2973917467939205, 'ev': 0.545218202455521, 'ev_pct': 54.5218202455521, 'book': 'fanatics'}, {'market': 'pa', 'side': 'UNDER', 'line': 37.5, 'price': -125.0, 'edge': 0.2872907366929104, 'ev': 0.5171233260472388, 'ev_pct': 51.712332604723876, 'book': 'fanduel'}, {'market': 'threes', 'side': 'UNDER', 'line': 3.5, 'price': -128.0, 'edge': 0.2574755532666284, 'ev': 0.4586283292561818, 'ev_pct': 45.86283292561818, 'book': 'draftkings'}, {'market': 'threes', 'side': 'UNDER', 'line': 3.5, 'price': -130.0, 'edge': 0.2536616707342104, 'ev': 0.4487860328374491, 'ev_pct': 44.87860328374491, 'book': 'fanatics'}, {'market': 'threes', 'side': 'UNDER', 'line': 3.5, 'price': -130.0, 'edge': 0.2536616707342104, 'ev': 0.4487860328374491, 'ev_pct': 44.87860328374491, 'book': 'betrivers'}]",[]
Ben Saraf,BKN,"[{'market': 'pa', 'side': 'OVER', 'line': 8.5, 'price': 105.0, 'edge': 0.2921055655117235, 'ev': 0.5988164092990332, 'ev_pct': 59.88164092990333, 'book': 'fanatics'}, {'market': 'pr', 'side': 'OVER', 'line': 8.5, 'price': 105.0, 'edge': 0.3259561287554628, 'ev': 0.6682100639486989, 'ev_pct': 66.82100639486988, 'book': 'fanatics'}, {'market': 'pra', 'side': 'OVER', 'line': 11.5, 'price': 110.0, 'edge': 0.3128296061204506, 'ev': 0.6569421728529463, 'ev_pct': 65.69421728529463, 'book': 'fanatics'}, {'market': 'pts', 'side': 'OVER', 'line': 7.5, 'price': 215.0, 'edge': 0.4072210486777772, 'ev': 1.282746303334998, 'ev_pct': 128.2746303334998, 'book': 'bovada'}, {'market': 'pts', 'side': 'OVER', 'line': 6.5, 'price': 150.0, 'edge': 0.3673473266344141, 'ev': 0.9183683165860356, 'ev_pct': 91.83683165860356, 'book': 'bovada'}, {'market': 'pts', 'side': 'OVER', 'line': 5.5, 'price': 105.0, 'edge': 0.3182561547125011, 'ev': 0.6524251171606273, 'ev_pct': 65.24251171606274, 'book': 'bovada'}, {'market': 'pts', 'side': 'OVER', 'line': 5.5, 'price': 102.0, 'edge': 0.3110115278107865, 'ev': 0.6282432861777889, 'ev_pct': 62.82432861777889, 'book': 'fanduel'}, {'market': 'pts', 'side': 'OVER', 'line': 5.5, 'price': 100.0, 'edge': 0.3060610327612816, 'ev': 0.6121220655225632, 'ev_pct': 61.21220655225632, 'book': 'fanatics'}, {'market': 'threes', 'side': 'OVER', 'line': 0.5, 'price': 100.0, 'edge': 0.397658261023664, 'ev': 0.795316522047328, 'ev_pct': 79.5316522047328, 'book': 'fanatics'}, {'market': 'threes', 'side': 'OVER', 'line': 0.5, 'price': 100.0, 'edge': 0.397658261023664, 'ev': 0.795316522047328, 'ev_pct': 79.5316522047328, 'book': 'betmgm'}, {'market': 'threes', 'side': 'OVER', 'line': 0.5, 'price': -115.0, 'edge': 0.3627745400934314, 'ev': 0.6782306619138065, 'ev_pct': 67.82306619138066, 'book': 'betonlineag'}]",[]
Blake Wesley,POR,"[{'market': 'pr', 'side': 'OVER', 'line': 8.5, 'price': 105.0, 'edge': 0.3419939244213819, 'ev': 0.7010875450638329, 'ev_pct': 70.10875450638329, 'book': 'fanatics'}, {'market': 'pra', 'side': 'OVER', 'line': 11.5, 'price': 105.0, 'edge': 0.3233939207808378, 'ev': 0.6629575376007176, 'ev_pct': 66.29575376007176, 'book': 'fanatics'}, {'market': 'pra', 'side': 'OVER', 'line': 11.5, 'price': 100.0, 'edge': 0.3111987988296183, 'ev': 0.6223975976592366, 'ev_pct': 62.239759765923665, 'book': 'betmgm'}, {'market': 'reb', 'side': 'OVER', 'line': 1.5, 'price': -160.0, 'edge': 0.2527605999204323, 'ev': 0.4107359748707025, 'ev_pct': 41.07359748707025, 'book': 'betmgm'}, {'market': 'reb', 'side': 'OVER', 'line': 1.5, 'price': -165.0, 'edge': 0.2455037058710855, 'ev': 0.3942938306414403, 'ev_pct': 39.429383064144034, 'book': 'fanatics'}, {'market': 'threes', 'side': 'OVER', 'line': 0.5, 'price': 165.0, 'edge': 0.3112760462502669, 'ev': 0.8248815225632073, 'ev_pct': 82.48815225632073, 'book': 'betmgm'}, {'market': 'threes', 'side': 'OVER', 'line': 0.5, 'price': 140.0, 'edge': 0.271967870149638, 'ev': 0.6527228883591313, 'ev_pct': 65.27228883591313, 'book': 'fanatics'}]",[]
