market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ML,Dallas Mavericks,Dallas Mavericks,Charlotte Hornets,2026-01-29,0.5374660875541541,140.4114961230085,0.41595348647068936,,,,,,High
ATS,Dallas Mavericks,Dallas Mavericks,Charlotte Hornets,2026-01-29,1.6386017074130026,235.0,0.29850746268656714,9.579207420349121,3.5,6.079207420349121,-3.5,,High
TOTAL,Under,Dallas Mavericks,Charlotte Hornets,2026-01-29,0.27797260384236244,100.66093700281496,0.4983530999787824,-5.6021728515625,226.5,,,220.8978271484375,High
ML,Phoenix Suns,Phoenix Suns,Detroit Pistons,2026-01-29,0.10941549323520683,146.92278132765102,0.40498490848969615,,,,,,High
ATS,Phoenix Suns,Phoenix Suns,Detroit Pistons,2026-01-29,0.8918321147724099,240.0,0.29411764705882354,1.7028214931488037,4.0,-2.2971785068511963,-4.0,,Medium
TOTAL,Over,Phoenix Suns,Detroit Pistons,2026-01-29,0.5592764987022956,101.14390925070693,0.49715649045758287,12.097549438476562,214.5,,,226.59754943847656,High
ML,Chicago Bulls,Chicago Bulls,Miami Heat,2026-01-29,0.36430034945768597,123.76271461976768,0.44690197904475093,,,,,,High
ATS,Chicago Bulls,Chicago Bulls,Miami Heat,2026-01-29,0.34920370270582723,-115.0,0.5348837209302325,7.053613185882568,2.5,4.553613185882568,-2.5,,High
TOTAL,Under,Chicago Bulls,Miami Heat,2026-01-29,0.36520183800840367,101.08932461873638,0.49729144095341277,-7.434143066406278,238.0,,,230.56585693359372,High
ML,Milwaukee Bucks,Washington Wizards,Milwaukee Bucks,2026-01-29,0.38918291172992225,-118.53483828942008,0.542407056088863,,,,,,High
ATS,Milwaukee Bucks,Washington Wizards,Milwaukee Bucks,2026-01-29,0.25069996162877345,-180.0,0.6428571428571429,-10.27288055419922,-2.0,-12.27288055419922,-2.0,,High
TOTAL,Over,Washington Wizards,Milwaukee Bucks,2026-01-29,0.18032470910543807,-100.24772096710264,0.5006185362957098,3.677459716796875,222.5,,,226.17745971679688,Medium
ML,Sacramento Kings,Philadelphia 76ers,Sacramento Kings,2026-01-29,2.0683170789409733,374.449941836038,0.21077039152543164,,,,,,High
ATS,Sacramento Kings,Philadelphia 76ers,Sacramento Kings,2026-01-29,0.76389918637721,-110.0,0.5238095238095238,-17.18560218811035,10.5,-6.685602188110352,10.5,,High
TOTAL,Under,Philadelphia 76ers,Sacramento Kings,2026-01-29,0.3094641144062329,101.63817161457592,0.4959378435108328,-6.1397705078125,230.5,,,224.3602294921875,High
ML,Minnesota Timberwolves,Minnesota Timberwolves,Oklahoma City Thunder,2026-01-29,0.4614762362254068,202.3124085166517,0.3307836436177641,,,,,,High
ATS,Minnesota Timberwolves,Minnesota Timberwolves,Oklahoma City Thunder,2026-01-29,0.2963598807186092,-110.0,0.5238095238095238,5.580381393432617,6.5,-0.9196186065673828,-6.5,,High
TOTAL,Over,Minnesota Timberwolves,Oklahoma City Thunder,2026-01-29,0.02726005475401949,100.24772096710264,0.49938146370429026,0.5212554931640909,228.5,,,229.0212554931641,Low
ML,Atlanta Hawks,Atlanta Hawks,Houston Rockets,2026-01-29,0.559247055314125,197.80599840953892,0.3357890725306389,,,,,,High
ATS,Atlanta Hawks,Atlanta Hawks,Houston Rockets,2026-01-29,0.971313560048445,180.0,0.35714285714285715,6.4326887130737305,5.5,0.9326887130737304,-5.5,,High
TOTAL,Over,Atlanta Hawks,Houston Rockets,2026-01-29,0.4375271179899828,-100.28121905028796,0.5007020604618383,9.314666748046875,222.5,,,231.81466674804688,High
ML,Denver Nuggets,Denver Nuggets,Brooklyn Nets,2026-01-29,0.05251537135552348,-228.1359329114807,0.6952482493681165,,,,,,High
ATS,Denver Nuggets,Denver Nuggets,Brooklyn Nets,2026-01-29,0.18870450758574808,-110.0,0.5238095238095238,3.7495269775390625,-7.0,10.749526977539062,7.0,,High
TOTAL,Over,Denver Nuggets,Brooklyn Nets,2026-01-29,0.7486155772327286,101.7152654455104,0.49574830035366424,17.787704467773438,209.5,,,227.28770446777344,High
