player,team,plays,ladders
Aaron Holiday,HOU,"[{'market': 'pts', 'side': 'OVER', 'line': 9.5, 'price': 150.0, 'edge': 0.2497865510360384, 'ev': 0.6244663775900962, 'ev_pct': 62.44663775900962, 'book': 'bovada'}]",[]
Ace Bailey,UTA,"[{'market': 'reb', 'side': 'UNDER', 'line': 3.5, 'price': 125.0, 'edge': 0.1862463570937927, 'ev': 0.4190543034610337, 'ev_pct': 41.905430346103365, 'book': 'betmgm'}, {'market': 'reb', 'side': 'UNDER', 'line': 3.5, 'price': 122.0, 'edge': 0.1802403510877867, 'ev': 0.4001335794148866, 'ev_pct': 40.01335794148866, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 3.5, 'price': 120.0, 'edge': 0.1761453469927826, 'ev': 0.3875197633841218, 'ev_pct': 38.75197633841218, 'book': 'fanatics'}]",[]
Alperen Sengun,HOU,"[{'market': 'ra', 'side': 'UNDER', 'line': 17.5, 'price': -125.0, 'edge': 0.2756745099735669, 'ev': 0.4962141179524205, 'ev_pct': 49.62141179524205, 'book': 'betmgm'}, {'market': 'ra', 'side': 'UNDER', 'line': 16.5, 'price': -101.0, 'edge': 0.2564732552559465, 'ev': 0.5104071713509433, 'ev_pct': 51.040717135094326, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 15.5, 'price': 125.0, 'edge': 0.2280782954989596, 'ev': 0.5131761648726592, 'ev_pct': 51.317616487265916, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 16.5, 'price': -114.0, 'edge': 0.2262505370711696, 'ev': 0.4247159204669323, 'ev_pct': 42.47159204669323, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 16.5, 'price': -115.0, 'edge': 0.2240770965147688, 'ev': 0.4189267456580459, 'ev_pct': 41.89267456580459, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 17.5, 'price': -160.0, 'edge': 0.215845450144507, 'ev': 0.350748856484824, 'ev_pct': 35.0748856484824, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 10.5, 'price': -135.0, 'edge': 0.2420807147741872, 'ev': 0.4213997627550667, 'ev_pct': 42.13997627550667, 'book': 'betmgm'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': 105.0, 'edge': 0.2275026266519282, 'ev': 0.4663803846364528, 'ev_pct': 46.63803846364528, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': 170.0, 'edge': 0.2227674653253128, 'ev': 0.6014721563783446, 'ev_pct': 60.147215637834464, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 10.5, 'price': -150.0, 'edge': 0.2165487998805703, 'ev': 0.360914666467617, 'ev_pct': 36.0914666467617, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': -102.0, 'edge': 0.2103570096512037, 'ev': 0.4165893720543446, 'ev_pct': 41.65893720543446, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': -103.0, 'edge': 0.2079183421391323, 'ev': 0.4097808102353774, 'ev_pct': 40.97808102353774, 'book': 'betonlineag'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': -105.0, 'edge': 0.2031123827494891, 'ev': 0.3965527472728122, 'ev_pct': 39.65527472728122, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': -105.0, 'edge': 0.2031123827494891, 'ev': 0.3965527472728122, 'ev_pct': 39.65527472728122, 'book': 'fanatics'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': -106.0, 'edge': 0.2007443979045922, 'ev': 0.3901259053617546, 'ev_pct': 39.01259053617546, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': -114.0, 'edge': 0.1825972243268769, 'ev': 0.342770228122383, 'ev_pct': 34.2770228122383, 'book': 'betrivers'}, {'market': 'reb', 'side': 'UNDER', 'line': 11.5, 'price': -245.0, 'edge': 0.1815559214865052, 'ev': 0.2556603792360993, 'ev_pct': 25.56603792360993, 'book': 'bovada'}]",[]
Ayo Dosunmu,CHI,"[{'market': 'ast', 'side': 'UNDER', 'line': 2.5, 'price': 175.0, 'edge': 0.1258355090689605, 'ev': 0.3460476499396416, 'ev_pct': 34.60476499396416, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 5.5, 'price': 155.0, 'edge': 0.1469385395279709, 'ev': 0.3746932757963258, 'ev_pct': 37.469327579632576, 'book': 'bovada'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 105.0, 'edge': 0.2531797158998082, 'ev': 0.519018417594607, 'ev_pct': 51.9018417594607, 'book': 'betrivers'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 105.0, 'edge': 0.2531797158998082, 'ev': 0.519018417594607, 'ev_pct': 51.9018417594607, 'book': 'bovada'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 100.0, 'edge': 0.2409845939485887, 'ev': 0.4819691878971774, 'ev_pct': 48.19691878971774, 'book': 'betmgm'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 100.0, 'edge': 0.2409845939485887, 'ev': 0.4819691878971774, 'ev_pct': 48.19691878971774, 'book': 'fanatics'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -101.0, 'edge': 0.2384970317595339, 'ev': 0.4746327067689736, 'ev_pct': 47.46327067689736, 'book': 'betonlineag'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -102.0, 'edge': 0.2360340988990837, 'ev': 0.467440078211911, 'ev_pct': 46.744007821191104, 'book': 'draftkings'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -104.0, 'edge': 0.2311806723799613, 'ev': 0.4534697804376164, 'ev_pct': 45.34697804376164, 'book': 'fanduel'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -104.0, 'edge': 0.2311806723799613, 'ev': 0.4534697804376164, 'ev_pct': 45.34697804376164, 'book': 'williamhill_us'}]",[]
Ben Sheppard,IND,"[{'market': 'ast', 'side': 'OVER', 'line': 1.5, 'price': -150.0, 'edge': 0.1371196912885038, 'ev': 0.2285328188141731, 'ev_pct': 22.85328188141731, 'book': 'betmgm'}, {'market': 'ast', 'side': 'OVER', 'line': 1.5, 'price': -150.0, 'edge': 0.1371196912885038, 'ev': 0.2285328188141731, 'ev_pct': 22.85328188141731, 'book': 'fanatics'}, {'market': 'pa', 'side': 'OVER', 'line': 9.5, 'price': 105.0, 'edge': 0.2093737386115109, 'ev': 0.4292161641535975, 'ev_pct': 42.92161641535975, 'book': 'fanatics'}, {'market': 'pa', 'side': 'OVER', 'line': 8.5, 'price': -120.0, 'edge': 0.1943666166969888, 'ev': 0.3563387972778128, 'ev_pct': 35.633879727781284, 'book': 'betmgm'}, {'market': 'ra', 'side': 'OVER', 'line': 5.5, 'price': -105.0, 'edge': 0.1859670123711181, 'ev': 0.3630784527245639, 'ev_pct': 36.30784527245639, 'book': 'betmgm'}, {'market': 'ra', 'side': 'OVER', 'line': 5.5, 'price': -130.0, 'edge': 0.1329447430179898, 'ev': 0.235209929954905, 'ev_pct': 23.5209929954905, 'book': 'fanatics'}]",[]
Bobby Portis,MIL,"[{'market': 'ra', 'side': 'UNDER', 'line': 10.5, 'price': -115.0, 'edge': 0.2532720335062152, 'ev': 0.4735085843811848, 'ev_pct': 47.35085843811848, 'book': 'fanatics'}, {'market': 'ra', 'side': 'UNDER', 'line': 10.5, 'price': -118.0, 'edge': 0.2468713507667229, 'ev': 0.4560843598910643, 'ev_pct': 45.608435989106425, 'book': 'betmgm'}, {'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': -115.0, 'edge': 0.2377128838260656, 'ev': 0.4444197393269921, 'ev_pct': 44.441973932699206, 'book': 'fanatics'}, {'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': -115.0, 'edge': 0.2377128838260656, 'ev': 0.4444197393269921, 'ev_pct': 44.441973932699206, 'book': 'betmgm'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 110.0, 'edge': 0.1987116785425164, 'ev': 0.4172945249392846, 'ev_pct': 41.72945249392846, 'book': 'fanatics'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 110.0, 'edge': 0.1987116785425164, 'ev': 0.4172945249392846, 'ev_pct': 41.72945249392846, 'book': 'betmgm'}]",[]
Brandon Williams,DAL,"[{'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': 120.0, 'edge': 0.1272043652570327, 'ev': 0.279849603565472, 'ev_pct': 27.9849603565472, 'book': 'fanatics'}, {'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': 116.0, 'edge': 0.1187868568395243, 'ev': 0.2565796107733725, 'ev_pct': 25.657961077337248, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': 116.0, 'edge': 0.1187868568395243, 'ev': 0.2565796107733725, 'ev_pct': 25.657961077337248, 'book': 'betrivers'}, {'market': 'pa', 'side': 'UNDER', 'line': 17.5, 'price': 115.0, 'edge': 0.1945768463491508, 'ev': 0.4183402196506741, 'ev_pct': 41.83402196506741, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 18.5, 'price': -110.0, 'edge': 0.1809422909676827, 'ev': 0.3454352827564853, 'ev_pct': 34.54352827564853, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 18.5, 'price': -110.0, 'edge': 0.1809422909676827, 'ev': 0.3454352827564853, 'ev_pct': 34.54352827564853, 'book': 'fanatics'}, {'market': 'pa', 'side': 'UNDER', 'line': 18.5, 'price': -110.0, 'edge': 0.1809422909676827, 'ev': 0.3454352827564853, 'ev_pct': 34.54352827564853, 'book': 'bovada'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': 145.0, 'edge': 0.1790757320654381, 'ev': 0.4387355435603234, 'ev_pct': 43.87355435603234, 'book': 'bovada'}]",[]
Cameron Johnson,DEN,"[{'market': 'pa', 'side': 'UNDER', 'line': 16.5, 'price': -115.0, 'edge': 0.1968760329554658, 'ev': 0.368072583351523, 'ev_pct': 36.8072583351523, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 15.5, 'price': -105.0, 'edge': 0.1763224672878789, 'ev': 0.3442486266096684, 'ev_pct': 34.42486266096684, 'book': 'betmgm'}, {'market': 'pa', 'side': 'UNDER', 'line': 16.5, 'price': -125.0, 'edge': 0.1762041983301427, 'ev': 0.317167556994257, 'ev_pct': 31.716755699425704, 'book': 'fanatics'}, {'market': 'pr', 'side': 'UNDER', 'line': 16.5, 'price': 135.0, 'edge': 0.2525892978527965, 'ev': 0.5935848499540719, 'ev_pct': 59.35848499540719, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 17.5, 'price': 105.0, 'edge': 0.2333408190502367, 'ev': 0.4783486790529853, 'ev_pct': 47.83486790529853, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 17.5, 'price': -102.0, 'edge': 0.2161952020495122, 'ev': 0.4281512824902105, 'ev_pct': 42.81512824902105, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 18.5, 'price': -120.0, 'edge': 0.2157074272668246, 'ev': 0.3954636166558452, 'ev_pct': 39.54636166558452, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 17.5, 'price': -103.0, 'edge': 0.2137565345374408, 'ev': 0.4212871505932086, 'ev_pct': 42.12871505932086, 'book': 'draftkings'}, {'market': 'pra', 'side': 'UNDER', 'line': 20.5, 'price': -113.0, 'edge': 0.2004445928895012, 'ev': 0.377829188366936, 'ev_pct': 37.782918836693604, 'book': 'draftkings'}, {'market': 'pra', 'side': 'UNDER', 'line': 20.5, 'price': -115.0, 'edge': 0.1960773038841513, 'ev': 0.3665793072616741, 'ev_pct': 36.65793072616741, 'book': 'fanatics'}, {'market': 'pts', 'side': 'UNDER', 'line': 11.5, 'price': 180.0, 'edge': 0.2366611936477407, 'ev': 0.662651342213674, 'ev_pct': 66.2651342213674, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 6.5, 'price': -110.0, 'edge': 0.1316358869268785, 'ev': 0.2513048750422227, 'ev_pct': 25.13048750422227, 'book': 'betmgm'}, {'market': 'ra', 'side': 'UNDER', 'line': 6.5, 'price': -112.0, 'edge': 0.1271435239439495, 'ev': 0.2406645274653331, 'ev_pct': 24.066452746533308, 'book': 'draftkings'}]",[]
Collin Gillespie,PHX,"[{'market': 'ast', 'side': 'UNDER', 'line': 5.5, 'price': -111.0, 'edge': 0.1347846981849082, 'ev': 0.2562123542073481, 'ev_pct': 25.621235420734813, 'book': 'draftkings'}, {'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': 165.0, 'edge': 0.1285404184703057, 'ev': 0.3406321089463102, 'ev_pct': 34.06321089463102, 'book': 'bovada'}, {'market': 'ast', 'side': 'UNDER', 'line': 5.5, 'price': -114.0, 'edge': 0.1281407685219769, 'ev': 0.2405449514359917, 'ev_pct': 24.05449514359917, 'book': 'betrivers'}, {'market': 'ast', 'side': 'UNDER', 'line': 5.5, 'price': -118.0, 'edge': 0.1195666452260839, 'ev': 0.2208943106719177, 'ev_pct': 22.08943106719177, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 5.5, 'price': -118.0, 'edge': 0.1195666452260839, 'ev': 0.2208943106719177, 'ev_pct': 22.08943106719177, 'book': 'williamhill_us'}]",[]
Cooper Flagg,DAL,"[{'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 120.0, 'edge': 0.1840849447650617, 'ev': 0.4049868784831357, 'ev_pct': 40.49868784831357, 'book': 'betrivers'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 120.0, 'edge': 0.1840849447650617, 'ev': 0.4049868784831357, 'ev_pct': 40.49868784831357, 'book': 'bovada'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 118.0, 'edge': 0.1799148029802409, 'ev': 0.3922142704969253, 'ev_pct': 39.22142704969253, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 115.0, 'edge': 0.1735141202407488, 'ev': 0.3730553585176098, 'ev_pct': 37.30553585176098, 'book': 'betonlineag'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 112.0, 'edge': 0.166932286102969, 'ev': 0.3538964465382944, 'ev_pct': 35.389644653829436, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 111.0, 'edge': 0.1646967500214167, 'ev': 0.3475101425451893, 'ev_pct': 34.75101425451893, 'book': 'draftkings'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 110.0, 'edge': 0.16243992312004, 'ev': 0.3411238385520841, 'ev_pct': 34.112383855208414, 'book': 'fanatics'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 100.0, 'edge': 0.1386303993105162, 'ev': 0.2772607986210325, 'ev_pct': 27.726079862103248, 'book': 'betmgm'}, {'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': -180.0, 'edge': 0.1319584511075345, 'ev': 0.2052687017228316, 'ev_pct': 20.52687017228316, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 18.5, 'price': 135.0, 'edge': 0.2525407588962523, 'ev': 0.5934707834061931, 'ev_pct': 59.347078340619305, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 19.5, 'price': 105.0, 'edge': 0.2341998179243412, 'ev': 0.4801096267448994, 'ev_pct': 48.01096267448994, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 20.5, 'price': -115.0, 'edge': 0.2279039150238494, 'ev': 0.4260812324358923, 'ev_pct': 42.60812324358923, 'book': 'fanatics'}, {'market': 'pa', 'side': 'UNDER', 'line': 20.5, 'price': -120.0, 'edge': 0.2173330904995365, 'ev': 0.3984439992491503, 'ev_pct': 39.84439992491503, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 20.5, 'price': -122.0, 'edge': 0.2132380864045323, 'ev': 0.3880234031295589, 'ev_pct': 38.80234031295589, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 19.5, 'price': -105.0, 'edge': 0.2098095740219021, 'ev': 0.4096282159475232, 'ev_pct': 40.96282159475232, 'book': 'betmgm'}, {'market': 'pa', 'side': 'UNDER', 'line': 20.5, 'price': -125.0, 'edge': 0.2072320803985263, 'ev': 0.3730177447173475, 'ev_pct': 37.30177447173475, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 21.5, 'price': 130.0, 'edge': 0.2358756025274598, 'ev': 0.5425138858131576, 'ev_pct': 54.251388581315766, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 22.5, 'price': 105.0, 'edge': 0.2263378822332993, 'ev': 0.4639926585782635, 'ev_pct': 46.39926585782635, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 23.5, 'price': -120.0, 'edge': 0.2092361311978809, 'ev': 0.3835995738627817, 'ev_pct': 38.35995738627817, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 22.5, 'price': -105.0, 'edge': 0.2019476383308602, 'ev': 0.3942787224554891, 'ev_pct': 39.42787224554891, 'book': 'fanatics'}, {'market': 'pr', 'side': 'UNDER', 'line': 22.5, 'price': -106.0, 'edge': 0.1995796534859633, 'ev': 0.3878623454538532, 'ev_pct': 38.78623454538532, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 22.5, 'price': -109.0, 'edge': 0.1926116598036109, 'ev': 0.3693196045775658, 'ev_pct': 36.93196045775658, 'book': 'draftkings'}, {'market': 'pra', 'side': 'UNDER', 'line': 24.5, 'price': 150.0, 'edge': 0.2266710264457127, 'ev': 0.5666775661142818, 'ev_pct': 56.667756611428175, 'book': 'bovada'}, {'market': 'pra', 'side': 'UNDER', 'line': 25.5, 'price': 125.0, 'edge': 0.2234695562562325, 'ev': 0.5028065015765232, 'ev_pct': 50.28065015765232, 'book': 'bovada'}, {'market': 'pra', 'side': 'UNDER', 'line': 26.5, 'price': 105.0, 'edge': 0.2194117096972074, 'ev': 0.4497940048792753, 'ev_pct': 44.97940048792753, 'book': 'bovada'}, {'market': 'pra', 'side': 'UNDER', 'line': 27.5, 'price': -115.0, 'edge': 0.2093272807933494, 'ev': 0.3913510032223487, 'ev_pct': 39.13510032223487, 'book': 'bovada'}, {'market': 'pra', 'side': 'UNDER', 'line': 28.5, 'price': -135.0, 'edge': 0.2041378932203277, 'ev': 0.3553511474576075, 'ev_pct': 35.53511474576075, 'book': 'bovada'}, {'market': 'pra', 'side': 'UNDER', 'line': 26.5, 'price': -102.0, 'edge': 0.202266092696483, 'ev': 0.4005661835753878, 'ev_pct': 40.05661835753878, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': 135.0, 'edge': 0.1939147237880873, 'ev': 0.4556996009020052, 'ev_pct': 45.56996009020052, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 10.5, 'price': -112.0, 'edge': 0.1839930250354026, 'ev': 0.3482725116741549, 'ev_pct': 34.82725116741549, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 10.5, 'price': -115.0, 'edge': 0.1774111908976229, 'ev': 0.3316817916781645, 'ev_pct': 33.16817916781645, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 10.5, 'price': -120.0, 'edge': 0.16684036637331, 'ev': 0.305874005017735, 'ev_pct': 30.587400501773498, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 11.5, 'price': -170.0, 'edge': 0.1631704310926706, 'ev': 0.259153037617771, 'ev_pct': 25.915303761777096, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 10.5, 'price': -125.0, 'edge': 0.1567393562722998, 'ev': 0.2821308412901397, 'ev_pct': 28.21308412901397, 'book': 'fanatics'}, {'market': 'ra', 'side': 'UNDER', 'line': 10.5, 'price': -140.0, 'edge': 0.128961578494522, 'ev': 0.221076991704895, 'ev_pct': 22.1076991704895, 'book': 'betmgm'}]",[]
