market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ML,Sacramento Kings,Sacramento Kings,Denver Nuggets,2025-12-11,0.7520972892586655,353.8181818181818,0.2203525641025641,,,,,,High
ATS,Sacramento Kings,Sacramento Kings,Denver Nuggets,2025-12-11,0.4842747246611151,-110.0,0.5238095238095238,9.16441035270691,10.0,-0.8355896472930908,-10.0,,High
TOTAL,Under,Sacramento Kings,Denver Nuggets,2025-12-11,0.45507913578753423,-110.0,0.5238095238095238,-11.413543701171932,239.5,,,228.08645629882807,High
ML,Portland Trail Blazers,New Orleans Pelicans,Portland Trail Blazers,2025-12-11,0.09252371484778715,-180.1818181818182,0.6430889033095393,,,,,,High
ATS,Portland Trail Blazers,New Orleans Pelicans,Portland Trail Blazers,2025-12-11,0.06810680856027485,-110.0,0.5238095238095238,-1.7959489822387695,-4.5,-6.2959489822387695,-4.5,,Medium
TOTAL,Under,New Orleans Pelicans,Portland Trail Blazers,2025-12-11,0.5491534026113315,-110.0,0.5238095238095238,-14.132705688476562,240.5,,,226.36729431152344,High
ML,Los Angeles Clippers,Houston Rockets,Los Angeles Clippers,2025-12-11,1.769778771692509,316.45454545454544,0.24012224405151714,,,,,,High
ATS,Los Angeles Clippers,Houston Rockets,Los Angeles Clippers,2025-12-11,0.6583238154675365,-110.0,0.5238095238095238,-13.440151453018188,9.5,-3.940151453018189,9.5,,High
TOTAL,Over,Houston Rockets,Los Angeles Clippers,2025-12-11,0.37615820361710695,-110.0,0.5238095238095238,9.365646362304688,222.5,,,231.8656463623047,High
ML,Milwaukee Bucks,Milwaukee Bucks,Boston Celtics,2025-12-11,1.588294587868226,310.1818181818182,0.24379432624113476,,,,,,High
ATS,Milwaukee Bucks,Milwaukee Bucks,Boston Celtics,2025-12-11,0.5604243926771102,-110.0,0.5238095238095238,10.864433646202087,9.0,1.8644336462020876,-9.0,,High
TOTAL,Over,Milwaukee Bucks,Boston Celtics,2025-12-11,-0.013711295833769399,-110.0,0.5238095238095238,0.66705322265625,223.5,,,224.16705322265625,Low
