date,game_id,player_id,player_name,team_abbr,pts,reb,ast,threes,stl,blk,tov,pra
2026-02-22,0022500817,1629652,Luguentz Dort,OKC,12.0,3.0,2.0,2.0,2.0,0.0,2.0,17.0
2026-02-22,0022500817,1631096,Chet Holmgren,OKC,17.0,15.0,4.0,1.0,1.0,3.0,2.0,36.0
2026-02-22,0022500817,1628392,Isaiah Hartenstein,OKC,13.0,7.0,4.0,0.0,0.0,0.0,1.0,24.0
2026-02-22,0022500817,1630198,Isaiah Joe,OKC,22.0,2.0,3.0,6.0,5.0,0.0,3.0,27.0
2026-02-22,0022500817,1641717,Cason Wallace,OKC,20.0,4.0,10.0,4.0,3.0,0.0,1.0,34.0
2026-02-22,0022500817,1642272,Jared McCain,OKC,10.0,3.0,1.0,2.0,1.0,0.0,1.0,14.0
2026-02-22,0022500817,1631119,Jaylin Williams,OKC,10.0,3.0,0.0,3.0,0.0,1.0,1.0,13.0
2026-02-22,0022500817,1630598,Aaron Wiggins,OKC,7.0,3.0,4.0,1.0,0.0,0.0,1.0,14.0
2026-02-22,0022500817,1629026,Kenrich Williams,OKC,8.0,2.0,1.0,2.0,0.0,0.0,1.0,11.0
2026-02-22,0022500817,1642260,Nikola Topić,OKC,2.0,2.0,3.0,0.0,0.0,0.0,3.0,7.0
2026-02-22,0022500817,1629731,Dean Wade,CLE,0.0,3.0,1.0,0.0,0.0,1.0,1.0,4.0
2026-02-22,0022500817,1630596,Evan Mobley,CLE,15.0,2.0,1.0,1.0,1.0,0.0,1.0,18.0
2026-02-22,0022500817,1628386,Jarrett Allen,CLE,11.0,13.0,2.0,0.0,1.0,0.0,3.0,26.0
2026-02-22,0022500817,201935,James Harden,CLE,20.0,5.0,9.0,3.0,1.0,1.0,5.0,34.0
2026-02-22,0022500817,1628378,Donovan Mitchell,CLE,20.0,7.0,5.0,0.0,2.0,0.0,3.0,32.0
2026-02-22,0022500817,1630241,Sam Merrill,CLE,20.0,3.0,0.0,6.0,0.0,0.0,0.0,23.0
2026-02-22,0022500817,203471,Dennis Schröder,CLE,11.0,4.0,7.0,1.0,1.0,1.0,2.0,22.0
2026-02-22,0022500817,1642281,Jaylon Tyson,CLE,7.0,4.0,0.0,1.0,1.0,0.0,1.0,11.0
2026-02-22,0022500817,1631165,Keon Ellis,CLE,9.0,1.0,3.0,1.0,2.0,0.0,1.0,13.0
2026-02-22,0022500817,1641772,Nae'Qwan Tomlin,CLE,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
2026-02-22,0022500818,1630700,Dyson Daniels,ATL,7.0,10.0,8.0,0.0,3.0,0.0,0.0,25.0
2026-02-22,0022500818,1630552,Jalen Johnson,ATL,26.0,12.0,4.0,0.0,0.0,1.0,4.0,42.0
2026-02-22,0022500818,1630168,Onyeka Okongwu,ATL,13.0,11.0,1.0,1.0,0.0,2.0,2.0,25.0
2026-02-22,0022500818,1629638,Nickeil Alexander-Walker,ATL,17.0,3.0,6.0,3.0,2.0,0.0,1.0,26.0
2026-02-22,0022500818,203468,CJ McCollum,ATL,16.0,8.0,4.0,3.0,1.0,0.0,3.0,28.0
2026-02-22,0022500818,1629216,Gabe Vincent,ATL,3.0,1.0,3.0,1.0,1.0,0.0,1.0,7.0
2026-02-22,0022500818,1642258,Zaccharie Risacher,ATL,7.0,1.0,0.0,1.0,1.0,0.0,2.0,8.0
2026-02-22,0022500818,1629111,Jock Landale,ATL,17.0,6.0,1.0,3.0,1.0,1.0,1.0,24.0
2026-02-22,0022500818,1631243,Mouhamed Gueye,ATL,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2026-02-22,0022500818,1630557,Corey Kispert,ATL,9.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0
2026-02-22,0022500818,1629008,Michael Porter Jr.,BKN,18.0,7.0,6.0,1.0,0.0,0.0,0.0,31.0
2026-02-22,0022500818,1641730,Noah Clowney,BKN,12.0,5.0,1.0,2.0,2.0,0.0,0.0,18.0
2026-02-22,0022500818,1629651,Nic Claxton,BKN,15.0,8.0,5.0,0.0,1.0,0.0,1.0,28.0
2026-02-22,0022500818,1642856,Egor Dëmin,BKN,13.0,1.0,4.0,2.0,1.0,1.0,1.0,18.0
2026-02-22,0022500818,1642849,Nolan Traore,BKN,11.0,1.0,5.0,1.0,2.0,0.0,5.0,17.0
2026-02-22,0022500818,1630549,Day'Ron Sharpe,BKN,11.0,5.0,2.0,0.0,2.0,1.0,3.0,18.0
2026-02-22,0022500818,1642962,Drake Powell,BKN,7.0,1.0,1.0,1.0,0.0,0.0,0.0,9.0
2026-02-22,0022500818,1629611,Terance Mann,BKN,6.0,1.0,0.0,2.0,0.0,0.0,1.0,7.0
2026-02-22,0022500818,1642874,Danny Wolf,BKN,5.0,4.0,4.0,1.0,1.0,1.0,1.0,13.0
2026-02-22,0022500818,1630534,Ochai Agbaji,BKN,6.0,1.0,1.0,2.0,0.0,1.0,1.0,8.0
2026-02-22,0022500819,1631260,AJ Green,MIL,3.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0
2026-02-22,0022500819,1628398,Kyle Kuzma,MIL,3.0,4.0,1.0,0.0,0.0,0.0,1.0,8.0
2026-02-22,0022500819,1626167,Myles Turner,MIL,14.0,4.0,1.0,2.0,0.0,2.0,2.0,19.0
2026-02-22,0022500819,1629645,Kevin Porter Jr.,MIL,21.0,2.0,10.0,1.0,3.0,0.0,1.0,33.0
2026-02-22,0022500819,1631157,Ryan Rollins,MIL,21.0,9.0,1.0,4.0,1.0,1.0,5.0,31.0
2026-02-22,0022500819,1626171,Bobby Portis,MIL,6.0,7.0,1.0,0.0,0.0,0.0,0.0,14.0
2026-02-22,0022500819,1630560,Cam Thomas,MIL,15.0,3.0,1.0,1.0,0.0,0.0,2.0,19.0
2026-02-22,0022500819,1630579,Jericho Sims,MIL,4.0,7.0,2.0,0.0,0.0,1.0,2.0,13.0
2026-02-22,0022500819,1631172,Ousmane Dieng,MIL,0.0,5.0,0.0,0.0,0.0,0.0,3.0,5.0
2026-02-22,0022500819,203914,Gary Harris,MIL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2026-02-22,0022500819,1641748,Andre Jackson Jr.,MIL,2.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0
2026-02-22,0022500819,203648,Thanasis Antetokounmpo,MIL,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
2026-02-22,0022500819,1629628,RJ Barrett,TOR,7.0,6.0,3.0,0.0,2.0,0.0,1.0,16.0
2026-02-22,0022500819,1627742,Brandon Ingram,TOR,22.0,2.0,6.0,2.0,0.0,2.0,2.0,30.0
2026-02-22,0022500819,1627751,Jakob Poeltl,TOR,6.0,8.0,2.0,0.0,2.0,0.0,0.0,16.0
2026-02-22,0022500819,1642266,Ja'Kobe Walter,TOR,9.0,6.0,3.0,3.0,0.0,0.0,0.0,18.0
2026-02-22,0022500819,1630193,Immanuel Quickley,TOR,32.0,3.0,9.0,5.0,1.0,0.0,1.0,44.0
2026-02-22,0022500819,1642867,Collin Murray-Boyles,TOR,8.0,4.0,0.0,0.0,2.0,0.0,1.0,12.0
2026-02-22,0022500819,1642347,Jamal Shead,TOR,12.0,6.0,6.0,2.0,2.0,0.0,0.0,24.0
2026-02-22,0022500819,1641711,Gradey Dick,TOR,4.0,2.0,1.0,0.0,1.0,0.0,1.0,7.0
2026-02-22,0022500819,1630572,Sandro Mamukelashvili,TOR,15.0,4.0,4.0,3.0,1.0,0.0,0.0,23.0
2026-02-22,0022500819,1642419,Jamison Battle,TOR,5.0,3.0,0.0,1.0,0.0,0.0,0.0,8.0
2026-02-22,0022500819,1631218,Trayce Jackson-Davis,TOR,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0
2026-02-22,0022500820,1630541,Moses Moody,GSW,23.0,7.0,5.0,4.0,1.0,0.0,2.0,35.0
2026-02-22,0022500820,1630611,Gui Santos,GSW,17.0,5.0,7.0,2.0,1.0,0.0,2.0,29.0
2026-02-22,0022500820,201143,Al Horford,GSW,22.0,1.0,7.0,6.0,3.0,2.0,2.0,30.0
2026-02-22,0022500820,1629001,De'Anthony Melton,GSW,20.0,4.0,2.0,2.0,4.0,0.0,0.0,26.0
2026-02-22,0022500820,1630311,Pat Spencer,GSW,2.0,0.0,5.0,0.0,1.0,0.0,2.0,7.0
2026-02-22,0022500820,1627780,Gary Payton II,GSW,15.0,3.0,0.0,3.0,2.0,0.0,3.0,18.0
2026-02-22,0022500820,1641764,Brandin Podziemski,GSW,18.0,15.0,9.0,3.0,1.0,0.0,3.0,42.0
2026-02-22,0022500820,1642366,Quinten Post,GSW,0.0,7.0,4.0,0.0,0.0,0.0,1.0,11.0
2026-02-22,0022500820,1642954,Will Richard,GSW,11.0,2.0,3.0,1.0,1.0,0.0,0.0,16.0
2026-02-22,0022500820,1629661,Cameron Johnson,DEN,9.0,3.0,2.0,0.0,0.0,0.0,0.0,14.0
2026-02-22,0022500820,1631124,Julian Strawther,DEN,6.0,3.0,2.0,0.0,1.0,1.0,0.0,11.0
2026-02-22,0022500820,203999,Nikola Jokić,DEN,35.0,20.0,12.0,3.0,3.0,2.0,5.0,67.0
2026-02-22,0022500820,1631128,Christian Braun,DEN,18.0,5.0,2.0,1.0,2.0,0.0,3.0,25.0
2026-02-22,0022500820,1627750,Jamal Murray,DEN,21.0,2.0,2.0,1.0,1.0,0.0,5.0,25.0
2026-02-22,0022500820,203501,Tim Hardaway Jr.,DEN,8.0,1.0,0.0,1.0,1.0,0.0,2.0,9.0
2026-02-22,0022500820,1628971,Bruce Brown,DEN,12.0,5.0,2.0,2.0,3.0,0.0,2.0,19.0
2026-02-22,0022500820,1642461,Spencer Jones,DEN,2.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0
2026-02-22,0022500820,202685,Jonas Valančiūnas,DEN,6.0,3.0,2.0,0.0,1.0,0.0,0.0,11.0
2026-02-22,0022500821,1641716,Jarace Walker,IND,18.0,9.0,6.0,4.0,2.0,0.0,2.0,33.0
2026-02-22,0022500821,1627783,Pascal Siakam,IND,30.0,8.0,3.0,2.0,0.0,0.0,5.0,41.0
2026-02-22,0022500821,1630643,Jay Huff,IND,9.0,1.0,1.0,0.0,1.0,3.0,0.0,11.0
2026-02-22,0022500821,1642880,Kam Jones,IND,10.0,0.0,3.0,2.0,1.0,0.0,1.0,13.0
2026-02-22,0022500821,1629614,Andrew Nembhard,IND,22.0,1.0,11.0,3.0,1.0,0.0,1.0,34.0
2026-02-22,0022500821,1630695,Micah Potter,IND,2.0,6.0,5.0,0.0,2.0,0.0,4.0,13.0
2026-02-22,0022500821,1631245,Quenton Jackson,IND,11.0,4.0,6.0,3.0,0.0,0.0,1.0,21.0
2026-02-22,0022500821,1641738,Kobe Brown,IND,15.0,7.0,0.0,3.0,1.0,0.0,1.0,22.0
2026-02-22,0022500821,1641767,Ben Sheppard,IND,13.0,3.0,2.0,3.0,0.0,0.0,0.0,18.0
2026-02-22,0022500821,1629023,P.J. Washington,DAL,23.0,9.0,2.0,1.0,1.0,1.0,1.0,34.0
2026-02-22,0022500821,203114,Khris Middleton,DAL,25.0,7.0,7.0,3.0,1.0,0.0,2.0,39.0
2026-02-22,0022500821,1629655,Daniel Gafford,DAL,8.0,6.0,2.0,0.0,1.0,0.0,0.0,16.0
2026-02-22,0022500821,1631108,Max Christie,DAL,16.0,2.0,4.0,2.0,0.0,0.0,3.0,22.0
2026-02-22,0022500821,1630230,Naji Marshall,DAL,17.0,2.0,2.0,0.0,1.0,0.0,2.0,21.0
2026-02-22,0022500821,1630314,Brandon Williams,DAL,15.0,1.0,7.0,1.0,2.0,1.0,2.0,23.0
2026-02-22,0022500821,1628963,Marvin Bagley III,DAL,12.0,11.0,1.0,0.0,1.0,0.0,0.0,24.0
2026-02-22,0022500821,202691,Klay Thompson,DAL,9.0,3.0,0.0,3.0,1.0,0.0,0.0,12.0
2026-02-22,0022500821,1628997,Caleb Martin,DAL,7.0,4.0,1.0,1.0,1.0,0.0,1.0,12.0
2026-02-22,0022500821,1626145,Tyus Jones,DAL,2.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0
