event_id,commence_time,home_team,away_team,discovered_markets,fetched_any
b5dcac663f902f16c62d91c7552bd07a,2026-03-26T23:10:00Z,Charlotte Hornets,New York Knicks,player_assists;player_blocks;player_double_double;player_points;player_points_assists;player_points_rebounds;player_points_rebounds_assists;player_rebounds;player_rebounds_assists;player_steals;player_threes;player_triple_double,True
63f535c5a95e35b7644f7b6655c82b98,2026-03-26T23:10:00Z,Detroit Pistons,New Orleans Pelicans,player_assists;player_blocks;player_double_double;player_points;player_points_assists;player_points_rebounds;player_points_rebounds_assists;player_rebounds;player_rebounds_assists;player_steals;player_threes;player_triple_double,True
6c518123941e3d6b5ca85502a16136f5,2026-03-26T23:10:00Z,Orlando Magic,Sacramento Kings,player_assists;player_blocks;player_double_double;player_points;player_points_assists;player_points_rebounds;player_points_rebounds_assists;player_rebounds;player_rebounds_assists;player_steals;player_threes;player_triple_double,True
