date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2026-02-24,Atlanta Hawks,Washington Wizards,ATL,WAS,119,98,14.068197250366213,226.105100211932,21,217,-6.931802749633787,9.105100211932012
2026-02-24,Brooklyn Nets,Dallas Mavericks,BKN,DAL,114,123,-1.4693269729614258,221.6376461826671,-9,237,7.530673027038574,-15.362353817332888
2026-02-24,Chicago Bulls,Charlotte Hornets,CHI,CHA,99,131,14.06659984588623,222.56354498640812,-32,230,46.06659984588623,-7.436455013591882
2026-02-24,Cleveland Cavaliers,New York Knicks,CLE,NYK,109,94,-8.767807006835938,225.5281284400189,15,203,-23.767807006835938,22.52812844001889
2026-02-24,Indiana Pacers,Philadelphia 76ers,IND,PHI,114,135,-2.309605836868286,222.67534596876663,-21,249,18.690394163131714,-26.324654031233365
2026-02-24,Los Angeles Lakers,Orlando Magic,LAL,ORL,109,110,1.1869475841522217,220.91340855971623,-1,219,2.1869475841522217,1.9134085597162311
2026-02-24,Milwaukee Bucks,Miami Heat,MIL,MIA,128,117,6.285162925720215,231.61065633253617,11,245,-4.714837074279785,-13.389343667463834
2026-02-24,New Orleans Pelicans,Golden State Warriors,NOP,GSW,113,109,-6.335066795349121,215.98539485237808,4,222,-10.335066795349121,-6.014605147621921
2026-02-24,Phoenix Suns,Boston Celtics,PHX,BOS,81,97,5.739862442016602,223.55452860550653,-16,178,21.7398624420166,45.55452860550653
2026-02-24,Portland Trail Blazers,Minnesota Timberwolves,POR,MIN,121,124,11.10715103149414,226.4477878585069,-3,245,14.10715103149414,-18.5522121414931
2026-02-24,Toronto Raptors,Oklahoma City Thunder,TOR,OKC,107,116,-10.958088874816896,228.0382247157916,-9,223,-1.9580888748168963,5.038224715791614
