date,home_tri,away_tri,home_pts,visitor_pts
2026-01-26,ATL,IND,132,116
2026-01-26,CHA,PHI,130,93
2026-01-26,CLE,ORL,114,98
2026-01-26,BOS,POR,102,94
2026-01-26,CHI,LAL,118,129
2026-01-26,HOU,MEM,108,99
2026-01-26,MIN,GSW,108,83
