date,home_tri,away_tri,home_pts,visitor_pts
2026-01-07,CHA,TOR,96,97
2026-01-07,DET,CHI,108,93
2026-01-07,PHI,WAS,131,110
2026-01-07,BOS,DEN,110,114
2026-01-07,ATL,NOP,117,100
2026-01-07,BKN,ORL,103,104
2026-01-07,NYK,LAC,123,111
2026-01-07,MEM,PHX,98,117
2026-01-07,OKC,UTA,129,125
2026-01-07,SAS,LAL,107,91
2026-01-07,GSW,MIL,120,113
2026-01-07,POR,HOU,103,102
