date,game_id,home_team,visitor_team,commence_time,prob_home_tip,early_threes_expected,early_threes_prob_ge_1,first_basket_top5
2026-01-09,0022500535,Brooklyn Nets,Los Angeles Clippers,2026-01-10T00:40:00Z,0.6125643693219585,2.25046424872355,0.8946496955371763,LAC: James Harden (13.2%); LAC: Kawhi Leonard (12.5%); BKN: Michael Porter Jr. (11.7%); LAC: Ivica Zubac (11.0%); BKN: Nic Claxton (9.9%)
2026-01-09,0022500536,Memphis Grizzlies,Oklahoma City Thunder,2026-01-10T01:10:00Z,0.4897677039473961,2.224773255356796,0.8919080748786381,OKC: Shai Gilgeous-Alexander (12.8%); MEM: Jaren Jackson Jr. (11.0%); OKC: Jalen Williams (10.8%); OKC: Chet Holmgren (10.1%); MEM: Ja Morant (9.7%)
2026-01-09,0022500537,Denver Nuggets,Atlanta Hawks,2026-01-10T02:10:00Z,0.4598528887684303,2.1983259144931795,0.8890111923230861,ATL: Jalen Johnson (11.8%); DEN: Jamal Murray (11.8%); DEN: Nikola Jokić (11.3%); ATL: Dyson Daniels (11.2%); ATL: Nickeil Alexander-Walker (10.4%)
2026-01-09,0022500540,Portland Trail Blazers,Houston Rockets,2026-01-10T03:10:00Z,0.5047661307969702,2.1708154849617483,0.8859154552640852,HOU: Amen Thompson (11.9%); HOU: Kevin Durant (11.6%); POR: Deni Avdija (11.1%); HOU: Jabari Smith Jr. (10.7%); HOU: Alperen Sengun (10.7%)
2026-01-09,0022500533,Orlando Magic,Philadelphia 76ers,2026-01-10T00:10:00Z,0.4449898573094041,2.1419125805938526,0.8825699662962588,PHI: Tyrese Maxey (13.4%); PHI: VJ Edgecombe (11.3%); PHI: Kelly Oubre Jr. (10.2%); ORL: Desmond Bane (10.2%); ORL: Paolo Banchero (10.0%)
2026-01-09,0022500532,Boston Celtics,Toronto Raptors,2026-01-10T00:10:00Z,0.4598528887684303,2.2486689815741885,0.8944603937235783,TOR: Scottie Barnes (11.9%); BOS: Jaylen Brown (11.8%); BOS: Derrick White (11.8%); TOR: Brandon Ingram (11.6%); BOS: Payton Pritchard (11.3%)
2026-01-09,0022500541,Los Angeles Lakers,Milwaukee Bucks,2026-01-10T03:40:00Z,0.4747876764835215,2.1579201571778017,0.8844347712301097,LAL: Luka Dončić (12.4%); LAL: Austin Reaves (11.7%); MIL: Kevin Porter Jr. (11.1%); LAL: LeBron James (10.6%); LAL: Rui Hachimura (10.2%)
2026-01-09,0022500539,Golden State Warriors,Sacramento Kings,2026-01-10T03:10:00Z,0.4449898573094041,2.206038144617958,0.8898638712946056,SAC: Keegan Murray (12.9%); SAC: Domantas Sabonis (11.3%); SAC: DeMar DeRozan (11.3%); SAC: Zach LaVine (11.2%); GSW: Stephen Curry (10.7%)
2026-01-09,0022500538,Phoenix Suns,New York Knicks,2026-01-10T02:10:00Z,0.4747876764835215,2.2818322810429352,0.897903035105215,NYK: Jalen Brunson (11.9%); NYK: Mikal Bridges (11.7%); PHX: Devin Booker (11.2%); NYK: OG Anunoby (10.3%); NYK: Karl-Anthony Towns (10.3%)
2026-01-09,0022500534,Washington Wizards,New Orleans Pelicans,2026-01-10T00:10:00Z,0.4449898573094041,2.096976043025688,0.8771727083218402,NOP: Trey Murphy III (13.5%); WAS: Kyshawn George (11.2%); WAS: CJ McCollum (10.7%); NOP: Saddiq Bey (10.1%); NOP: Zion Williamson (9.5%)
