date,home_team,visitor_team,h1_total,q1_total,q2_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q1_spread,q1_home_spread_price,q1_away_spread_price,q2_spread,q2_home_spread_price,q2_away_spread_price
2026-04-08,Cleveland Cavaliers,Atlanta Hawks,122.0,61.5,60.5,-0.5,-115,-105,-0.5,-105,-115,-0.5,-105,-115
2026-04-08,Detroit Pistons,Milwaukee Bucks,113.5,57.5,56.5,-11.5,-105,-115,-6.0,-105,-115,-5.0,-115,-105
2026-04-08,Orlando Magic,Minnesota Timberwolves,111.0,56.0,55.0,-3.5,-110,-110,-2.0,-105,-115,-2.0,-105,-115
2026-04-08,Denver Nuggets,Memphis Grizzlies,125.5,62.5,62.5,-13.5,-110,-110,-7.0,-110,-110,-6.0,-110,-110
2026-04-08,San Antonio Spurs,Portland Trail Blazers,119.5,60.5,59.5,-1.5,-115,-105,-1.0,-105,-115,-1.0,-105,-115
2026-04-08,Phoenix Suns,Dallas Mavericks,118.5,60.0,59.0,-6.0,-115,-105,-3.0,-115,-105,-3.0,-110,-110
2026-04-08,Los Angeles Clippers,Oklahoma City Thunder,114.5,57.5,56.5,3.5,-105,-115,2.0,-115,-105,2.0,-115,-105
