date,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,edge,ev,bookmaker,bookmaker_title,commence_time
2025-10-16,1629027.0,Trae Young,ATL,ast,OVER,9.5,150,0.4,0.7026576416110739,0.3026576416110739,0.7566441040276848,bovada,Bovada,2025-10-16T23:30:00+00:00
2025-10-16,1629027.0,Trae Young,ATL,ast,OVER,7.5,-165,0.6226415094339622,0.9085796978448811,0.2859381884109189,0.45923406017511215,bovada,Bovada,2025-10-16T23:30:00+00:00
2025-10-16,1630166.0,Deni Avdija,POR,ast,OVER,5.5,525,0.16,0.39139356556568616,0.23139356556568616,1.4462097847855384,bovada,Bovada,2025-10-17T01:00:00+00:00
2025-10-16,1630166.0,Deni Avdija,POR,ast,OVER,3.5,105,0.4878048780487805,0.6999689605864705,0.21216408253769004,0.43493636920226453,bovada,Bovada,2025-10-17T01:00:00+00:00
2025-10-16,1629027.0,Trae Young,ATL,ast,OVER,11.5,385,0.20618556701030927,0.39437259803190083,0.18818703102159157,0.9127071004547191,bovada,Bovada,2025-10-16T23:30:00+00:00
2025-10-16,1630581.0,Josh Giddey,CHI,ast,OVER,7.5,110,0.47619047619047616,0.6627869533970249,0.1865964772065487,0.3918526021337523,bovada,Bovada,2025-10-17T00:00:00+00:00
2025-10-16,1629627.0,Zion Williamson,NOP,ast,OVER,5.5,180,0.35714285714285715,0.5319874964652467,0.17484463932238953,0.4895649901026907,bovada,Bovada,2025-10-16T23:00:00+00:00
2025-10-16,203944.0,Julius Randle,MIN,ast,OVER,3.5,150,0.4,0.5691228540811171,0.16912285408111705,0.42280713520279267,bovada,Bovada,2025-10-17T00:00:00+00:00
2025-10-16,1629027.0,Trae Young,ATL,ast,OVER,5.5,-500,0.8333333333333334,0.9834990263887775,0.15016569305544414,0.18019883166653303,bovada,Bovada,2025-10-16T23:30:00+00:00
2025-10-16,203944.0,Julius Randle,MIN,ast,OVER,5.5,750,0.11764705882352941,0.265703864819518,0.1480568059959886,1.2584828509659032,bovada,Bovada,2025-10-17T00:00:00+00:00
2025-10-16,1630581.0,Josh Giddey,CHI,ast,OVER,5.5,-300,0.75,0.8887829638099303,0.13878296380993027,0.18504395174657368,bovada,Bovada,2025-10-17T00:00:00+00:00
2025-10-16,1631094.0,Paolo Banchero,ORL,ast,OVER,5.5,400,0.2,0.31436923631461566,0.11436923631461565,0.5718461815730783,bovada,Bovada,2025-10-16T23:00:00+00:00
2025-10-16,1630532.0,Franz Wagner,ORL,ast,OVER,5.5,430,0.18867924528301888,0.29191108897334717,0.10323184369032828,0.5471287715587398,bovada,Bovada,2025-10-16T23:00:00+00:00
2025-10-16,1629627.0,Zion Williamson,NOP,ast,OVER,7.5,650,0.13333333333333333,0.2358446619414032,0.10251132860806986,0.7688349645605239,bovada,Bovada,2025-10-16T23:00:00+00:00
2025-10-16,1631094.0,Paolo Banchero,ORL,ast,OVER,3.5,-110,0.5238095238095238,0.624187264844299,0.10037774103477515,0.19163023288457082,bovada,Bovada,2025-10-16T23:00:00+00:00
2025-10-16,1629627.0,Zion Williamson,NOP,ast,OVER,3.5,-250,0.7142857142857143,0.8106426222065619,0.09635690792084761,0.1348996710891867,bovada,Bovada,2025-10-16T23:00:00+00:00
2025-10-16,1630166.0,Deni Avdija,POR,ast,OVER,7.5,1600,0.058823529411764705,0.14103323848877003,0.08220970907700532,1.3975650543090905,bovada,Bovada,2025-10-17T01:00:00+00:00
2025-10-16,203468.0,CJ McCollum,NOP,ast,OVER,5.5,310,0.24390243902439024,0.3121426024074717,0.06824016338308148,0.2797846698706341,bovada,Bovada,2025-10-16T23:00:00+00:00
2025-10-16,1630581.0,Josh Giddey,CHI,ast,OVER,9.5,250,0.2857142857142857,0.3520028675047362,0.0662885817904505,0.23201003626657668,bovada,Bovada,2025-10-17T00:00:00+00:00
2025-10-16,1630162.0,Anthony Edwards,MIN,ast,OVER,5.5,350,0.2222222222222222,0.27440957666246,0.05218735444023781,0.23484309498107014,bovada,Bovada,2025-10-17T00:00:00+00:00
2025-10-16,1629027.0,Trae Young,ATL,ast,OVER,13.5,950,0.09523809523809523,0.14277369875330215,0.047535603515206915,0.49912383690967244,bovada,Bovada,2025-10-16T23:30:00+00:00
2025-10-16,1630581.0,Josh Giddey,CHI,ast,OVER,3.5,-1600,0.9411764705882353,0.9783125202507305,0.037136049662495174,0.03945705276640111,bovada,Bovada,2025-10-17T00:00:00+00:00
2025-10-16,1631094.0,Paolo Banchero,ORL,ast,OVER,7.5,1250,0.07407407407407407,0.09965791575742666,0.025583841683352593,0.34538186272526006,bovada,Bovada,2025-10-16T23:00:00+00:00
2025-10-16,203468.0,CJ McCollum,NOP,ast,OVER,3.5,-150,0.6,0.6218008157591649,0.021800815759164927,0.03633469293194147,bovada,Bovada,2025-10-16T23:00:00+00:00
2025-10-16,203497.0,Rudy Gobert,MIN,pts,OVER,14.5,950,0.09523809523809523,0.6352789580598877,0.5400408628217924,5.6704290596288205,bovada,Bovada,2025-10-17T00:00:00+00:00
2025-10-16,203497.0,Rudy Gobert,MIN,pts,OVER,9.5,180,0.35714285714285715,0.8443587073826966,0.48721585023983943,1.3642043806715505,bovada,Bovada,2025-10-17T00:00:00+00:00
2025-10-16,1630166.0,Deni Avdija,POR,pts,OVER,19.5,180,0.35714285714285715,0.742727078682154,0.3855842215392969,1.0796358203100314,bovada,Bovada,2025-10-17T01:00:00+00:00
2025-10-16,1629027.0,Trae Young,ATL,pts,OVER,19.5,190,0.3448275862068966,0.7277149463183565,0.38288736011145996,1.110373344323234,bovada,Bovada,2025-10-16T23:30:00+00:00
2025-10-16,1630166.0,Deni Avdija,POR,pts,OVER,24.5,575,0.14814814814814814,0.4940596063545647,0.34591145820641656,2.334902342893312,bovada,Bovada,2025-10-17T01:00:00+00:00
2025-10-16,1629027.0,Trae Young,ATL,pts,OVER,24.5,650,0.13333333333333333,0.4757791459436036,0.3424458126102703,2.5683435945770268,bovada,Bovada,2025-10-16T23:30:00+00:00
2025-10-16,1630595.0,Cade Cunningham,DET,pts,OVER,24.5,155,0.39215686274509803,0.6987395553936101,0.30658269264851207,0.7817858662537057,bovada,Bovada,2025-10-16T23:00:00+00:00
2025-10-16,1631094.0,Paolo Banchero,ORL,pts,OVER,24.5,350,0.2222222222222222,0.4973607087209556,0.2751384864987334,1.2381231892443,bovada,Bovada,2025-10-16T23:00:00+00:00
2025-10-16,1630700.0,Dyson Daniels,ATL,pts,OVER,14.5,320,0.23809523809523808,0.5073950717074718,0.2692998336122337,1.1310593011713816,bovada,Bovada,2025-10-16T23:30:00+00:00
2025-10-16,1630166.0,Deni Avdija,POR,pts,OVER,14.5,-180,0.6428571428571429,0.906322206561595,0.2634650637044521,0.40983454354025894,bovada,Bovada,2025-10-17T01:00:00+00:00
2025-10-16,1630595.0,Cade Cunningham,DET,pts,OVER,29.5,440,0.18518518518518517,0.4420049459289145,0.2568197607437293,1.3868267080161383,bovada,Bovada,2025-10-16T23:00:00+00:00
2025-10-16,1629027.0,Trae Young,ATL,pts,OVER,14.5,-185,0.6491228070175439,0.8984170278180014,0.2492942208004575,0.3840478536655697,bovada,Bovada,2025-10-16T23:30:00+00:00
2025-10-16,1630595.0,Cade Cunningham,DET,pts,OVER,19.5,-175,0.6363636363636364,0.8824740179879116,0.24611038162427523,0.3867448854095753,bovada,Bovada,2025-10-16T23:00:00+00:00
2025-10-16,1629627.0,Zion Williamson,NOP,pts,OVER,19.5,110,0.47619047619047616,0.7014057768748185,0.22521530068434237,0.472952131437119,bovada,Bovada,2025-10-16T23:00:00+00:00
2025-10-16,1629627.0,Zion Williamson,NOP,pts,OVER,24.5,300,0.25,0.44503379195731807,0.19503379195731807,0.7801351678292724,bovada,Bovada,2025-10-16T23:00:00+00:00
2025-10-16,1631094.0,Paolo Banchero,ORL,pts,OVER,14.5,-250,0.7142857142857143,0.9076989355001204,0.19341322121440607,0.27077850970016853,bovada,Bovada,2025-10-16T23:00:00+00:00
2025-10-16,1641718.0,Keyonte George,UTA,pts,OVER,19.5,450,0.18181818181818182,0.36539379702134456,0.18357561520316273,1.009665883617395,bovada,Bovada,2025-10-17T01:00:00+00:00
2025-10-16,1641718.0,Keyonte George,UTA,pts,OVER,14.5,125,0.4444444444444444,0.626496594246032,0.18205214980158757,0.40961733705357195,bovada,Bovada,2025-10-17T01:00:00+00:00
2025-10-16,1630700.0,Dyson Daniels,ATL,pts,OVER,19.5,1100,0.08333333333333333,0.2584507887157933,0.17511745538245999,2.1014094645895196,bovada,Bovada,2025-10-16T23:30:00+00:00
2025-10-16,1629027.0,Trae Young,ATL,pts,OVER,29.5,1600,0.058823529411764705,0.23348536650734686,0.17466183709558214,2.969251230624897,bovada,Bovada,2025-10-16T23:30:00+00:00
2025-10-16,1630166.0,Deni Avdija,POR,pts,OVER,29.5,1200,0.07692307692307693,0.24775937430317696,0.17083629738010003,2.2208718659413007,bovada,Bovada,2025-10-17T01:00:00+00:00
2025-10-16,1630700.0,Dyson Daniels,ATL,pts,OVER,9.5,-140,0.5833333333333334,0.7533925337688684,0.17005920043553502,0.2915300578894887,bovada,Bovada,2025-10-16T23:30:00+00:00
2025-10-16,1630162.0,Anthony Edwards,MIN,pts,OVER,24.5,180,0.35714285714285715,0.526711508695695,0.1695686515528379,0.4747922243479462,bovada,Bovada,2025-10-17T00:00:00+00:00
2025-10-16,1630162.0,Anthony Edwards,MIN,pts,OVER,19.5,-150,0.6,0.7684258479983008,0.16842584799830085,0.28070974666383464,bovada,Bovada,2025-10-17T00:00:00+00:00
2025-10-16,1630532.0,Franz Wagner,ORL,pts,OVER,19.5,140,0.4166666666666667,0.5695824102941764,0.15291574362750976,0.3669977847060234,bovada,Bovada,2025-10-16T23:00:00+00:00
2025-10-16,1631094.0,Paolo Banchero,ORL,pts,OVER,29.5,900,0.1,0.2503838119853452,0.1503838119853452,1.5038381198534518,bovada,Bovada,2025-10-16T23:00:00+00:00
2025-10-16,1631101.0,Shaedon Sharpe,POR,pts,OVER,24.5,280,0.2631578947368421,0.3992666748328043,0.13610878009596222,0.5172133643646563,bovada,Bovada,2025-10-17T01:00:00+00:00
2025-10-16,1629627.0,Zion Williamson,NOP,pts,OVER,14.5,-300,0.75,0.883978879122745,0.13397887912274498,0.17863850549699328,bovada,Bovada,2025-10-16T23:00:00+00:00
2025-10-16,1630595.0,Cade Cunningham,DET,pts,OVER,34.5,1100,0.08333333333333333,0.2082367475730712,0.12490341423973787,1.4988409708768544,bovada,Bovada,2025-10-16T23:00:00+00:00
2025-10-16,1631101.0,Shaedon Sharpe,POR,pts,OVER,19.5,-120,0.5454545454545454,0.6596180651693333,0.11416351971478789,0.20929978614377776,bovada,Bovada,2025-10-17T01:00:00+00:00
2025-10-16,1630532.0,Franz Wagner,ORL,pts,OVER,14.5,-220,0.6875,0.8000998045921632,0.11259980459216323,0.16378153395223743,bovada,Bovada,2025-10-16T23:00:00+00:00
2025-10-16,1630532.0,Franz Wagner,ORL,pts,OVER,24.5,400,0.2,0.31158749746062775,0.11158749746062774,0.5579374873031387,bovada,Bovada,2025-10-16T23:00:00+00:00
2025-10-16,1630595.0,Cade Cunningham,DET,pts,OVER,14.5,-600,0.8571428571428571,0.9681384387489474,0.11099558160609035,0.12949484520710536,bovada,Bovada,2025-10-16T23:00:00+00:00
2025-10-16,1629627.0,Zion Williamson,NOP,pts,OVER,29.5,900,0.1,0.2104429194605244,0.1104429194605244,1.104429194605244,bovada,Bovada,2025-10-16T23:00:00+00:00
2025-10-16,1630166.0,Deni Avdija,POR,pts,OVER,9.5,-725,0.8787878787878788,0.9764338322161703,0.09764595342829152,0.11111436079771103,bovada,Bovada,2025-10-17T01:00:00+00:00
2025-10-16,1630581.0,Josh Giddey,CHI,pts,OVER,19.5,150,0.4,0.4967402783942243,0.09674027839422428,0.24185069598556075,bovada,Bovada,2025-10-17T00:00:00+00:00
2025-10-16,1630162.0,Anthony Edwards,MIN,pts,OVER,29.5,450,0.18181818181818182,0.2743661800383208,0.09254799822013898,0.5090139902107644,bovada,Bovada,2025-10-17T00:00:00+00:00
2025-10-16,1641718.0,Keyonte George,UTA,pts,OVER,9.5,-300,0.75,0.838730873215754,0.08873087321575401,0.11830783095433867,bovada,Bovada,2025-10-17T01:00:00+00:00
2025-10-16,1631101.0,Shaedon Sharpe,POR,pts,OVER,14.5,-340,0.7727272727272727,0.8595026789199092,0.08677540619263646,0.11229758448458832,bovada,Bovada,2025-10-17T01:00:00+00:00
2025-10-16,1630162.0,Anthony Edwards,MIN,pts,OVER,14.5,-500,0.8333333333333334,0.9192941256951067,0.08596079236177334,0.10315295083412807,bovada,Bovada,2025-10-17T00:00:00+00:00
2025-10-16,1629027.0,Trae Young,ATL,pts,OVER,9.5,-800,0.8888888888888888,0.9737645465600296,0.0848756576711408,0.09548511488003335,bovada,Bovada,2025-10-16T23:30:00+00:00
