date,game_id,home_team,visitor_team,commence_time,prob_home_tip,early_threes_expected,early_threes_prob_ge_1,first_basket_top5
2025-10-31,0022500026,Portland Trail Blazers,Denver Nuggets,2025-11-01T02:00:00Z,0.493563184232393,2.2566972971355024,0.895304306853742,DEN: Nikola Jokić (12.0%); DEN: Jamal Murray (11.6%); POR: Toumani Camara (10.9%); POR: Deni Avdija (10.8%); POR: Jrue Holiday (10.7%)
2025-10-31,0022500021,Philadelphia 76ers,Boston Celtics,2025-10-31T23:00:00Z,0.493563184232393,2.408632404441917,0.910061790399982,PHI: Tyrese Maxey (15.2%); PHI: VJ Edgecombe (13.6%); PHI: Kelly Oubre Jr. (12.7%); BOS: Derrick White (10.3%); BOS: Payton Pritchard (10.2%)
2025-10-31,0022500022,Cleveland Cavaliers,Toronto Raptors,2025-10-31T23:30:00Z,0.6441197877457046,2.2025502110209825,0.8894790530709791,CLE: Evan Mobley (12.1%); CLE: Donovan Mitchell (11.8%); TOR: Scottie Barnes (11.8%); TOR: Brandon Ingram (11.3%); TOR: Immanuel Quickley (11.3%)
2025-10-31,0022500024,Memphis Grizzlies,Los Angeles Lakers,2025-11-01T01:30:00Z,0.5384865481451964,2.105570355293484,0.8782238012414811,LAL: Austin Reaves (14.3%); LAL: Luka Dončić (14.1%); LAL: Rui Hachimura (12.9%); LAL: Deandre Ayton (12.0%); LAL: Jake LaRavia (8.8%)
2025-10-31,0022500025,Phoenix Suns,Utah Jazz,2025-11-01T02:00:00Z,0.4785759542897428,2.413481397228292,0.9104968444900376,UTA: Lauri Markkanen (13.6%); PHX: Devin Booker (12.5%); PHX: Grayson Allen (12.0%); UTA: Keyonte George (11.7%); PHX: Royce O'Neale (10.9%)
2025-10-31,0022500027,Los Angeles Clippers,New Orleans Pelicans,2025-11-01T02:30:00Z,0.6441197877457046,2.0789008949684216,0.8749324008891013,NOP: Trey Murphy III (14.0%); LAC: Kawhi Leonard (11.5%); NOP: Zion Williamson (11.5%); NOP: Jordan Poole (11.5%); LAC: James Harden (11.4%)
2025-10-31,0022500023,Chicago Bulls,New York Knicks,2025-11-01T00:00:00Z,0.4487435191656959,2.2566972971355024,0.895304306853742,NYK: Mikal Bridges (12.5%); NYK: Jalen Brunson (11.6%); NYK: OG Anunoby (11.5%); NYK: Karl-Anthony Towns (11.1%); CHI: Nikola Vučević (10.5%)
2025-10-31,0022500020,Indiana Pacers,Atlanta Hawks,2025-10-31T23:00:00Z,,,,
