date,game_id,home_team,visitor_team,commence_time,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,bookmaker,home_tri,away_tri,prob_home_tip,early_threes_expected,early_threes_prob_ge_1,first_basket_top5
2026-03-25,0022501062,Los Angeles Clippers,Toronto Raptors,2026-03-26T02:40:00Z,-160.1195737186913,160.11957371869133,-4.0,4.0,-110,-110,226.5,-100.0,-100.0,11,oddsapi_consensus,LAC,TOR,0.51499550161941,1.018106357062859,0.6387215748312682,TOR: Scottie Barnes (11.0%); TOR: Immanuel Quickley (10.8%); TOR: Brandon Ingram (10.5%); TOR: RJ Barrett (10.3%); LAC: Derrick Jones Jr. (10.1%)
2026-03-25,0022501054,Boston Celtics,Oklahoma City Thunder,2026-03-25T23:40:00Z,133.96670936646422,-133.96670936646422,2.5,-2.5,145,-190,218.0,-100.0,-100.0,11,oddsapi_consensus,BOS,OKC,0.4850044983805899,1.3193138768095511,0.7326813474151204,BOS: Jaylen Brown (11.4%); OKC: Shai Gilgeous-Alexander (11.3%); BOS: Derrick White (10.9%); BOS: Payton Pritchard (10.6%); OKC: Chet Holmgren (10.0%)
2026-03-25,0022501052,Indiana Pacers,Los Angeles Lakers,2026-03-25T23:10:00Z,427.9157824620536,-427.91578246205336,10.5,-10.5,-115,-105,239.0,-102.29357741749862,102.29357741749864,11,oddsapi_consensus,IND,LAL,0.51499550161941,1.1977750279534591,0.6981348933014124,LAL: Luka Doncic (12.4%); LAL: Austin Reaves (12.4%); LAL: LeBron James (11.4%); IND: Jarace Walker (10.8%); LAL: Marcus Smart (10.0%)
2026-03-25,0022501059,Denver Nuggets,Dallas Mavericks,2026-03-26T02:10:00Z,-562.1328938208475,562.1328938208478,-13.0,13.0,-105,-115,245.0,-100.0,-100.0,11,oddsapi_consensus,DEN,DAL,0.4700359482354282,1.0973816195268289,0.6662561910915683,DEN: Nikola Jokic (12.0%); DEN: Christian Braun (11.3%); DEN: Jamal Murray (11.1%); DAL: Cooper Flagg (10.9%); DEN: Cameron Johnson (10.2%)
2026-03-25,0022501051,Detroit Pistons,Atlanta Hawks,2026-03-25T23:10:00Z,-131.03424378130245,131.03424378130245,-2.5,2.5,-180,135,228.5,100.21672229205498,-100.21672229205494,10,oddsapi_consensus,DET,ATL,0.5,1.110085867008293,0.6704693359519467,ATL: Jalen Johnson (11.5%); DET: Cade Cunningham (11.1%); ATL: Nickeil Alexander-Walker (11.0%); ATL: Dyson Daniels (10.6%); DET: Tobias Harris (9.9%)
2026-03-25,0022501055,Cleveland Cavaliers,Miami Heat,2026-03-25T23:40:00Z,-140.02855437804493,140.02855437804493,-3.5,3.5,-230,170,243.0,-100.0,-100.0,11,oddsapi_consensus,CLE,MIA,0.4850044983805899,1.229777790277523,0.7076424648497488,CLE: James Harden (11.8%); CLE: Donovan Mitchell (11.4%); MIA: Bam Adebayo (11.1%); MIA: Pelle Larsson (10.6%); CLE: Jarrett Allen (9.9%)
2026-03-25,0022501056,Memphis Grizzlies,San Antonio Spurs,2026-03-26T00:10:00Z,889.7708769524106,-889.7708769524103,16.5,-16.5,-105,-115,234.0,100.28509928582628,-100.28509928582628,11,oddsapi_consensus,MEM,SAS,0.4850044983805899,1.2984271651799733,0.7270392221996859,MEM: Lawson Lovering (11.4%); SAS: Victor Wembanyama (10.6%); SAS: De'Aaron Fox (10.5%); MEM: Rayan Rupert (10.3%); SAS: Stephon Castle (10.2%)
2026-03-25,0022501058,Minnesota Timberwolves,Houston Rockets,2026-03-26T01:40:00Z,111.8617951963452,-111.8617951963452,1.5,-1.5,105,-135,224.0,-100.0,-100.0,11,oddsapi_consensus,MIN,HOU,0.5597136492671929,1.06553807492577,0.6554575847529924,HOU: Amen Thompson (11.5%); HOU: Kevin Durant (11.1%); MIN: Anthony Edwards (11.1%); HOU: Reed Sheppard (9.6%); HOU: Jabari Smith Jr. (9.6%)
2026-03-25,0022501061,Portland Trail Blazers,Milwaukee Bucks,2026-03-26T02:10:00Z,-515.0310742845843,515.0310742845845,-12.5,12.5,-115,-105,226.0,-100.0,-100.0,11,oddsapi_consensus,POR,MIL,0.5448788923735801,1.3327120482004469,0.7362390420171361,POR: Toumani Camara (11.7%); MIL: Ryan Rollins (11.6%); MIL: Kevin Porter Jr. (11.5%); POR: Jrue Holiday (10.8%); POR: Jerami Grant (10.1%)
2026-03-25,0022501057,Utah Jazz,Washington Wizards,2026-03-26T01:10:00Z,-170.75362216547018,170.75362216547015,-4.5,4.5,-320,230,240.5,-100.0,-100.0,11,oddsapi_consensus,UTA,WAS,0.5299640517645717,1.2354963601621305,0.7093095606009012,UTA: Andersson Garcia (11.0%); UTA: Kennedy Chandler (10.7%); UTA: Bez Mbeng (10.7%); UTA: Lauri Markkanen (10.4%); WAS: Kadary Richmond (9.8%)
2026-03-25,0022501053,Philadelphia 76ers,Chicago Bulls,2026-03-25T23:10:00Z,-205.2318986000848,205.2318986000849,-6.5,6.5,-115,-105,239.5,-100.0,-100.0,11,oddsapi_consensus,PHI,CHI,0.51499550161941,1.2403909783301847,0.7107289029039208,PHI: Tyrese Maxey (12.2%); PHI: VJ Edgecombe (11.4%); CHI: Josh Giddey (10.8%); CHI: Matas Buzelis (10.8%); PHI: Kelly Oubre Jr. (10.6%)
2026-03-25,0022501060,Golden State Warriors,Brooklyn Nets,2026-03-26T02:10:00Z,-456.0675938426734,456.06759384267326,-11.5,11.5,-110,-110,215.5,-100.16801633416532,100.16801633416532,11,oddsapi_consensus,GSW,BKN,,,,
