team,pace,off_rtg,def_rtg,efg_pct,tov_pct,orb_pct,ft_rate,fg3a_rate,fg3_pct,ts_pct,ast_per_100,games,source
ATL,103.89444444444445,113.75478988631016,112.08782977629087,0.5526714091114646,0.11707702142495965,0.23882896764245337,0.23581050401086182,0.42742545784767255,0.36862606232281564,0.5837488275657396,29.233671631577007,72,player_logs
BKN,99.14,106.92108631375065,117.05911105865637,0.5213464696222461,0.13868067858889713,0.24474187380489332,0.27454844006563633,0.45862068965509706,0.34228428213378365,0.5605302328851806,25.402840423209447,72,player_logs
BOS,97.25577464788732,117.07575030773496,110.23114574199028,0.5467318739325342,0.10380278237419768,0.29463130659757614,0.20400558919419282,0.4666977177456192,0.35961410512296754,0.577205819499728,25.03915528610449,71,player_logs
CHA,99.41694444444445,115.48181060814835,112.49585327041842,0.5519082770534707,0.12946979038222817,0.3026666666665658,0.2473692476833285,0.4796607507459589,0.38113948919437424,0.5890226628894767,26.339905581779178,72,player_logs
CHI,104.1256338028169,111.77990295581561,115.14293419631672,0.5502579334061981,0.12679262800251279,0.231012658227775,0.2401125527590683,0.44567766140371334,0.3640827779725135,0.5823686100632431,27.680383834652083,71,player_logs
CLE,102.30647887323944,116.41207697776271,111.98668757046622,0.5574076959027017,0.11731876656154641,0.2709595154605448,0.26063249727367804,0.44617541673150857,0.3596368715082543,0.5902766131105704,27.645628793345804,71,player_logs
DAL,104.3613888888889,108.80019554807814,114.21935662782725,0.5306233483599362,0.12524844164823498,0.23127137084232785,0.28353800715058547,0.35115809109274815,0.3448428508187938,0.5659548120670296,24.177821232906254,72,player_logs
DEN,101.23861111111111,119.32722383799054,114.97895505104634,0.5734589587990141,0.11109439261709912,0.2318350794186442,0.3002235707441232,0.40625998083672843,0.3922955974841225,0.6134683744286652,28.110080667284734,72,player_logs
DET,101.97830985915493,114.70745398754528,107.71706852227919,0.5403541764612849,0.1212811186628944,0.3094847390875256,0.29493809747683825,0.3463406989499535,0.3484162895926025,0.5776742663418509,26.5387518110217,71,player_logs
GSW,102.12055555555555,112.53905719330083,112.6170285770152,0.5489147286820854,0.13208007812498387,0.2592823712947709,0.23255813953484766,0.5024806201549609,0.35575439679100407,0.5825597749647973,28.44722184485417,72,player_logs
HOU,99.25774647887324,114.80950546211146,111.25673055599776,0.539461247636966,0.12886915165448187,0.34724486468850757,0.2611846250787238,0.3462507876495989,0.3626023657869142,0.5725875730481459,25.072526177413607,71,player_logs
IND,102.9425,108.62044734650048,116.88336180093364,0.5271493212668861,0.12093476911556032,0.21931160523904378,0.25854267436413503,0.4183179903260386,0.35098843715018613,0.5630365588505198,26.14836596360767,72,player_logs
LAC,98.76944444444445,115.58915183811935,113.73953394530838,0.5594224670337907,0.12657021749989356,0.23621227887608873,0.30061759305620084,0.4051076614921707,0.3654717758548144,0.6036760109914288,24.176339084090166,72,player_logs
LAL,100.1888888888889,116.45556951748134,114.39173570170848,0.5706620439160358,0.12537778138372885,0.24155934563165973,0.3159980188211464,0.4015189037476636,0.3564967105261692,0.6071753662764302,25.520700123429904,72,player_logs
MEM,103.77098591549296,110.86231358234448,115.02495631962118,0.5346865764503757,0.1271851953018146,0.25557299843006104,0.25758282781143915,0.42806035153205346,0.3542877906975457,0.5720460934050489,27.07591002133215,71,player_logs
MIA,105.86166666666666,113.48434852401971,111.00844703669775,0.5356188780052633,0.11280090052325101,0.2559716897669549,0.26877411694860953,0.40071237756004735,0.3570370370369048,0.5741993194281116,27.069420473081784,72,player_logs
MIL,99.64,111.40542224990631,116.57365976965747,0.5651135989462356,0.13026260942057494,0.2055981339552797,0.22555153111619597,0.4456700691471113,0.38751385297362856,0.5889797507787721,25.96390832601122,71,player_logs
MIN,102.91638888888889,115.51012000909073,110.82558745892614,0.5621847414879315,0.12514604445616156,0.26096847578802046,0.2917717528372806,0.41976670870106875,0.3721366879457859,0.5953811165560795,25.543943713882687,72,player_logs
NOP,101.59150684931507,112.48589370466243,115.74123960172571,0.5286394348893537,0.11729901242186687,0.2720024532351205,0.2827088452088018,0.36102579852574307,0.3475116971500011,0.5690354054334196,24.62189728996811,73,player_logs
NYK,98.7386301369863,117.56833459465042,110.2151727801853,0.5555897751770009,0.11551496522234592,0.2945638432363165,0.24083769633504143,0.43055127810279786,0.3741058655220407,0.5883327578332571,27.600943774202634,73,player_logs
OKC,101.9588888888889,116.60483386980786,105.2720366560952,0.5586583463337662,0.10776292157252695,0.22179114128670488,0.2636505460217997,0.423556942277625,0.3609576427254656,0.5975313129053484,25.11048065906144,72,player_logs
ORL,102.40450704225353,112.33552631577408,112.18090274709166,0.5297666296236656,0.1162992321030324,0.2491194364392414,0.3016351801872834,0.3873630735036692,0.3442622950818261,0.574351786965622,25.726425438592962,71,player_logs
PHI,102.70055555555557,112.73734177213662,112.9858838522782,0.5280215550422589,0.1154159829897818,0.2651421508033791,0.2777521170130442,0.39322555812157145,0.3465152701643123,0.5708789972505219,24.03220912085681,72,player_logs
PHX,99.45416666666667,112.88393949720997,111.56376348648116,0.5362162162161334,0.12067737595946912,0.2883302296709223,0.22347490347486895,0.45389961389954375,0.3633889077916423,0.5681498605111192,24.878888286663898,72,player_logs
POR,103.60328767123288,110.98398772584173,113.2716131256979,0.5315390447307761,0.14040901959690538,0.3108230328609253,0.28006065200905533,0.46777862016672206,0.3393841166935691,0.5683290854896156,24.213489958713925,73,player_logs
SAC,101.25917808219178,109.16485222970647,118.4306323311152,0.5225901284232519,0.12064775744298621,0.2518564356434864,0.2570013925421233,0.33560266130274863,0.33886583679099175,0.5589504353724465,25.193977336276447,73,player_logs
SAS,102.08833333333332,116.93357235876198,109.2285116443233,0.5565379246160141,0.11280149878859615,0.2591414944355297,0.27811385140371053,0.423452768729576,0.35897435897422747,0.5931519419783114,27.121941119093094,72,player_logs
TOR,100.84788732394365,113.1927963143776,111.39519937405882,0.5420174741857756,0.1164107727158172,0.25455136540954015,0.26211278792688447,0.3718824463859616,0.3485689876119827,0.5774106252670148,28.842663688394687,71,player_logs
UTA,104.64555555555556,112.06649773639032,119.6925874333922,0.5363902138789758,0.1295577192130731,0.264127764127683,0.28589013694410126,0.41360209262957165,0.3467261904760615,0.5778703536653642,27.963612845764377,72,player_logs
WAS,103.63774647887324,108.59103539402876,119.71980240524859,0.5335418295542559,0.1332835872185049,0.2436173485080764,0.2370602032837784,0.40641125879587076,0.3585994613311433,0.565558960300383,24.143424994966836,71,player_logs
