market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ML,Los Angeles Clippers,Memphis Grizzlies,Los Angeles Clippers,2025-12-05,0.21681128054246102,-130.45454545454547,0.5660749506903353,,,,,,High
ATS,Los Angeles Clippers,Memphis Grizzlies,Los Angeles Clippers,2025-12-05,,,,-3.418614387512207,-2.0,-5.418614387512207,-2.0,,High
TOTAL,Over,Memphis Grizzlies,Los Angeles Clippers,2025-12-05,,,,6.4665985107421875,224.0,,,230.4665985107422,High
ATS,Miami Heat,Orlando Magic,Miami Heat,2025-12-05,,,,-1.645737886428833,5.5,3.854262113571167,5.5,,Medium
TOTAL,Under,Orlando Magic,Miami Heat,2025-12-05,,,,-14.868927001953125,241.5,,,226.63107299804688,High
ML,Dallas Mavericks,Oklahoma City Thunder,Dallas Mavericks,2025-12-05,0.5297773631499798,691.7272727272727,0.12630612010563785,,,,,,High
ATS,Dallas Mavericks,Oklahoma City Thunder,Dallas Mavericks,2025-12-05,,,,-1.2679777145385742,15.0,13.732022285461426,15.0,,Low
TOTAL,Under,Oklahoma City Thunder,Dallas Mavericks,2025-12-05,,,,-1.5461883544921875,229.5,,,227.9538116455078,Low
ML,Phoenix Suns,Houston Rockets,Phoenix Suns,2025-12-05,0.5475821635818094,403.1818181818182,0.1987353206865402,,,,,,High
ATS,Phoenix Suns,Houston Rockets,Phoenix Suns,2025-12-05,,,,-5.351522445678711,11.0,5.648477554321289,11.0,,High
TOTAL,Over,Houston Rockets,Phoenix Suns,2025-12-05,,,,5.076202392578068,221.5,,,226.57620239257807,High
ML,Utah Jazz,New York Knicks,Utah Jazz,2025-12-05,1.1348338592024818,713.2727272727273,0.1229599821149117,,,,,,High
ATS,Utah Jazz,New York Knicks,Utah Jazz,2025-12-05,,,,-6.899808883666992,15.5,8.600191116333008,15.5,,High
TOTAL,Under,New York Knicks,Utah Jazz,2025-12-05,,,,-7.463470458984403,239.5,,,232.0365295410156,High
ML,Charlotte Hornets,Toronto Raptors,Charlotte Hornets,2025-12-05,0.022415903651646918,235.1818181818182,0.29834553837808514,,,,,,Medium
ATS,Charlotte Hornets,Toronto Raptors,Charlotte Hornets,2025-12-05,,,,-1.6911606788635254,7.5,5.808839321136475,7.5,,Medium
TOTAL,Under,Toronto Raptors,Charlotte Hornets,2025-12-05,,,,-5.864486694335909,229.5,,,223.6355133056641,High
ATS,Los Angeles Lakers,Boston Celtics,Los Angeles Lakers,2025-12-05,,,,-1.0986623764038086,6.5,5.401337623596191,6.5,,Low
TOTAL,Under,Boston Celtics,Los Angeles Lakers,2025-12-05,,,,-5.684143066406278,226.0,,,220.31585693359372,High
ML,Portland Trail Blazers,Detroit Pistons,Portland Trail Blazers,2025-12-05,0.25366894467993895,241.54545454545453,0.29278679797710944,,,,,,High
ATS,Portland Trail Blazers,Detroit Pistons,Portland Trail Blazers,2025-12-05,,,,-5.518976092338562,7.5,1.981023907661438,7.5,,High
TOTAL,Under,Detroit Pistons,Portland Trail Blazers,2025-12-05,,,,-7.2363739013671875,235.5,,,228.2636260986328,High
ATS,Indiana Pacers,Chicago Bulls,Indiana Pacers,2025-12-05,,,,-3.3622204065322876,4.5,1.1377795934677124,4.5,,High
TOTAL,Under,Chicago Bulls,Indiana Pacers,2025-12-05,,,,-8.941650390625,238.5,,,229.558349609375,High
ML,Cleveland Cavaliers,Cleveland Cavaliers,San Antonio Spurs,2025-12-05,0.17332277523642825,-176.45454545454547,0.6382768826044064,,,,,,High
ATS,Cleveland Cavaliers,Cleveland Cavaliers,San Antonio Spurs,2025-12-05,,,,4.885114669799805,-4.5,9.385114669799805,4.5,,High
TOTAL,Under,Cleveland Cavaliers,San Antonio Spurs,2025-12-05,,,,-8.902664184570312,238.5,,,229.5973358154297,High
ML,Milwaukee Bucks,Milwaukee Bucks,Philadelphia 76ers,2025-12-05,1.5269569883888687,-48.45454545454545,0.3263931414574403,,,,,,High
ATS,Milwaukee Bucks,Milwaukee Bucks,Philadelphia 76ers,2025-12-05,,,,16.256412506103516,1.0,15.256412506103516,-1.0,,High
TOTAL,Over,Milwaukee Bucks,Philadelphia 76ers,2025-12-05,,,,8.480987548828068,222.0,,,230.48098754882807,High
ML,Atlanta Hawks,Atlanta Hawks,Denver Nuggets,2025-12-05,0.8030466971289871,198.1818181818182,0.3353658536585366,,,,,,High
ATS,Atlanta Hawks,Atlanta Hawks,Denver Nuggets,2025-12-05,,,,6.280830502510071,6.0,0.2808305025100708,-6.0,,High
TOTAL,Under,Atlanta Hawks,Denver Nuggets,2025-12-05,,,,-5.262542724609347,238.5,,,233.23745727539065,High
