market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ML,Miami Heat,San Antonio Spurs,Miami Heat,2025-10-30,0.8592510981744969,192.8181818181818,0.34150884818379384,,,,,,High
ATS,Miami Heat,San Antonio Spurs,Miami Heat,2025-10-30,,,,-7.602403402328491,5.5,-2.102403402328491,5.5,,High
TOTAL,Over,San Antonio Spurs,Miami Heat,2025-10-30,,,,2.7505798339844034,229.0,,,231.7505798339844,Medium
ML,Milwaukee Bucks,Milwaukee Bucks,Golden State Warriors,2025-10-30,0.499727266709067,125.72727272727272,0.44301248489730166,,,,,,High
ATS,Milwaukee Bucks,Milwaukee Bucks,Golden State Warriors,2025-10-30,,,,6.897786140441895,3.0,3.8977861404418954,-3.0,,High
TOTAL,Under,Milwaukee Bucks,Golden State Warriors,2025-10-30,,,,-2.8360748291015625,231.5,,,228.66392517089844,Medium
ML,Orlando Magic,Charlotte Hornets,Orlando Magic,2025-10-30,0.2769830211127723,-150.0,0.6,,,,,,High
ATS,Orlando Magic,Charlotte Hornets,Orlando Magic,2025-10-30,,,,-7.613037109375,-3.0,-10.613037109375,-3.0,,High
TOTAL,Under,Charlotte Hornets,Orlando Magic,2025-10-30,,,,-19.08953857421875,240.5,,,221.41046142578125,High
ML,Washington Wizards,Oklahoma City Thunder,Washington Wizards,2025-10-30,0.18081665537207225,726.8181818181819,0.12094557449147883,,,,,,High
ATS,Oklahoma City Thunder,Oklahoma City Thunder,Washington Wizards,2025-10-30,,,,2.817031860351559,-15.5,18.31703186035156,15.5,,Medium
TOTAL,Under,Oklahoma City Thunder,Washington Wizards,2025-10-30,,,,-3.86614990234375,231.5,,,227.63385009765625,Medium
