date,home_team,visitor_team,h1_total,q1_total,q2_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q1_spread,q1_home_spread_price,q1_away_spread_price,q2_spread,q2_home_spread_price,q2_away_spread_price
2026-01-24,Charlotte Hornets,Washington Wizards,120.5,61.0,59.5,-7.0,-110,-110,-4.0,-110.0,-110,-3.0,-115,-105
2026-01-24,Philadelphia 76ers,New York Knicks,117.0,59.5,58.0,-0.5,-110,-110,-0.5,,-120,-0.5,-105,-115
2026-01-24,Minnesota Timberwolves,Golden State Warriors,115.5,58.0,57.0,-3.5,-110,-110,-2.0,-105.0,-115,-1.5,-115,-105
2026-01-24,Orlando Magic,Cleveland Cavaliers,110.5,55.5,54.5,-1.0,-110,-110,-0.5,-110.0,-110,-0.5,-110,-110
2026-01-24,Chicago Bulls,Boston Celtics,118.0,60.0,58.0,-0.5,-110,-110,-0.5,-110.0,-110,-0.5,-105,-115
2026-01-24,Dallas Mavericks,Los Angeles Lakers,119.5,61.0,59.0,1.5,-105,-115,1.0,-110.0,-110,1.0,-115,-105
2026-01-24,Utah Jazz,Miami Heat,126.0,64.0,62.5,3.5,-115,-105,2.0,-115.0,-105,1.5,-105,-115
