date,home_team,visitor_team,h1_total,q3_total,q4_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q3_spread,q3_away_spread_price,q4_spread,q4_home_spread_price,q4_away_spread_price,q1_total,q2_total,q1_spread,q1_home_spread_price,q1_away_spread_price,q2_spread,q2_home_spread_price,q2_away_spread_price
2026-05-12,San Antonio Spurs,Minnesota Timberwolves,106.5,57.5,54.5,-6.5,-110,-110,-2.5,-120,-2.5,-110,-110,,,,,,,,
