start,end,sort_by,top_n_per_day,top_n_per_game,min_ev,min_edge,bookmaker,dedupe_best_book,include_dd_td,include_stats,exclude_stats,bets_total,bets_graded,wins,losses,pushes,hit_rate,profit,roi_per_bet
2026-01-17,2026-01-23,edge,12,,,0.02,,True,False,"pts,reb,threes",,84,83,32,51,0,0.3855421686746988,1.5000000000000004,0.018072289156626512
2026-01-17,2026-01-23,edge,12,,,,,True,False,"pts,reb,threes",,84,83,32,51,0,0.3855421686746988,1.5000000000000004,0.018072289156626512
2026-01-17,2026-01-23,edge,12,,,0.04,,True,False,"pts,reb,threes",,84,83,32,51,0,0.3855421686746988,1.5000000000000004,0.018072289156626512
2026-01-17,2026-01-23,ev,12,,,0.04,,True,False,"pts,reb,threes",,84,81,30,51,0,0.37037037037037035,0.14000000000000012,0.0017283950617283967
2026-01-17,2026-01-23,ev,12,,,,,True,False,"pts,reb,threes",,84,81,30,51,0,0.37037037037037035,0.14000000000000012,0.0017283950617283967
2026-01-17,2026-01-23,ev,12,,,0.02,,True,False,"pts,reb,threes",,84,81,30,51,0,0.37037037037037035,0.14000000000000012,0.0017283950617283967
2026-01-17,2026-01-23,edge,12,,,0.02,,True,False,"reb,threes",,84,82,30,52,0,0.36585365853658536,-4.290000000000001,-0.05231707317073172
2026-01-17,2026-01-23,edge,12,,,0.04,,True,False,"reb,threes",,84,82,30,52,0,0.36585365853658536,-4.290000000000001,-0.05231707317073172
2026-01-17,2026-01-23,edge,12,,,,,True,False,"reb,threes",,84,82,30,52,0,0.36585365853658536,-4.290000000000001,-0.05231707317073172
2026-01-17,2026-01-23,edge,12,,,,,True,False,"pts,threes",,84,83,28,55,0,0.3373493975903614,-6.880000000000001,-0.08289156626506025
2026-01-17,2026-01-23,edge,12,,,0.04,,True,False,"pts,threes",,84,83,28,55,0,0.3373493975903614,-6.880000000000001,-0.08289156626506025
2026-01-17,2026-01-23,edge,12,,,0.02,,True,False,"pts,threes",,84,83,28,55,0,0.3373493975903614,-6.880000000000001,-0.08289156626506025
2026-01-17,2026-01-23,ev,12,,,0.04,,True,False,"reb,threes",,84,81,28,53,0,0.345679012345679,-7.499999999999999,-0.09259259259259259
2026-01-17,2026-01-23,ev,12,,,,,True,False,"reb,threes",,84,81,28,53,0,0.345679012345679,-7.499999999999999,-0.09259259259259259
2026-01-17,2026-01-23,ev,12,,,0.02,,True,False,"reb,threes",,84,81,28,53,0,0.345679012345679,-7.499999999999999,-0.09259259259259259
2026-01-17,2026-01-23,ev,12,,,0.02,,True,False,"pts,threes",,84,80,25,55,0,0.3125,-8.889999999999997,-0.11112499999999996
2026-01-17,2026-01-23,ev,12,,,,,True,False,"pts,threes",,84,80,25,55,0,0.3125,-8.889999999999997,-0.11112499999999996
2026-01-17,2026-01-23,ev,12,,,0.04,,True,False,"pts,threes",,84,80,25,55,0,0.3125,-8.889999999999997,-0.11112499999999996
2026-01-17,2026-01-23,edge,12,,,0.04,,True,False,,,84,82,27,55,0,0.32926829268292684,-9.51,-0.11597560975609755
2026-01-17,2026-01-23,edge,12,,,0.02,,True,False,,,84,82,27,55,0,0.32926829268292684,-9.51,-0.11597560975609755
2026-01-17,2026-01-23,edge,12,,,,,True,False,,,84,82,27,55,0,0.32926829268292684,-9.51,-0.11597560975609755
2026-01-17,2026-01-23,edge,12,,,0.02,,True,False,threes,,84,81,26,55,0,0.32098765432098764,-11.18,-0.1380246913580247
2026-01-17,2026-01-23,edge,12,,,0.04,,True,False,threes,,84,81,26,55,0,0.32098765432098764,-11.18,-0.1380246913580247
2026-01-17,2026-01-23,edge,12,,,,,True,False,threes,,84,81,26,55,0,0.32098765432098764,-11.18,-0.1380246913580247
2026-01-17,2026-01-23,ev,12,,,0.04,,True,False,,,84,83,26,57,0,0.3132530120481928,-11.8,-0.14216867469879518
2026-01-17,2026-01-23,ev,12,,,0.02,,True,False,,,84,83,26,57,0,0.3132530120481928,-11.8,-0.14216867469879518
2026-01-17,2026-01-23,ev,12,,,,,True,False,,,84,83,26,57,0,0.3132530120481928,-11.8,-0.14216867469879518
2026-01-17,2026-01-23,ev,12,,,0.04,,True,False,threes,,84,79,24,55,0,0.3037974683544304,-12.200000000000001,-0.15443037974683546
2026-01-17,2026-01-23,ev,12,,,,,True,False,threes,,84,79,24,55,0,0.3037974683544304,-12.200000000000001,-0.15443037974683546
2026-01-17,2026-01-23,ev,12,,,0.02,,True,False,threes,,84,79,24,55,0,0.3037974683544304,-12.200000000000001,-0.15443037974683546
