game_id,expected_threes_0_3,prob_ge_1
0022501037,1.268697063567849,0.7188022339907747
0022501038,1.0530765181919592,0.6511371863629158
0022501039,1.2255138814641902,0.7063932175333608
0022501040,1.1961489983200349,0.69764365241474
0022501041,1.2582874380085234,0.7158597821981725
0022501042,1.1931839428364408,0.6967458186626672
0022501043,1.1452946123879266,0.681869821108898
0022501044,1.2153277754720895,0.7033872240339236
0022501045,1.2756581015185637,0.7207528652259427
0022501046,1.1455697133937417,0.6819573270040593
