date,game_id,player_id,player_name,team_abbr,pts,reb,ast,threes,stl,blk,tov,pra
2026-03-10,0022500936,1626162,Kelly Oubre Jr.,PHI,30.0,12.0,1.0,1.0,2.0,1.0,3.0,43.0
2026-03-10,0022500936,1631230,Dominick Barlow,PHI,11.0,6.0,1.0,0.0,0.0,0.0,1.0,18.0
2026-03-10,0022500936,1641737,Adem Bona,PHI,4.0,3.0,1.0,0.0,1.0,0.0,0.0,8.0
2026-03-10,0022500936,1629656,Quentin Grimes,PHI,23.0,3.0,2.0,0.0,2.0,0.0,2.0,28.0
2026-03-10,0022500936,1642845,VJ Edgecombe,PHI,21.0,5.0,5.0,1.0,3.0,0.0,2.0,31.0
2026-03-10,0022500936,1630570,Trendon Watford,PHI,11.0,4.0,2.0,0.0,0.0,2.0,2.0,17.0
2026-03-10,0022500936,1631133,Jabari Walker,PHI,2.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0
2026-03-10,0022500936,1626166,Cameron Payne,PHI,32.0,3.0,10.0,8.0,3.0,2.0,0.0,45.0
2026-03-10,0022500936,1642348,Justin Edwards,PHI,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2026-03-10,0022500936,1631207,Dalen Terry,PHI,5.0,2.0,4.0,1.0,0.0,0.0,0.0,11.0
2026-03-10,0022500936,1642377,Jaylen Wells,MEM,11.0,3.0,0.0,3.0,0.0,0.0,0.0,14.0
2026-03-10,0022500936,1641707,Taylor Hendricks,MEM,8.0,5.0,2.0,1.0,0.0,1.0,0.0,15.0
2026-03-10,0022500936,1641765,Olivier-Maxence Prosper,MEM,11.0,6.0,0.0,1.0,2.0,1.0,2.0,17.0
2026-03-10,0022500936,1642907,Cedric Coward,MEM,13.0,16.0,3.0,2.0,1.0,1.0,4.0,32.0
2026-03-10,0022500936,1629660,Ty Jerome,MEM,26.0,2.0,8.0,4.0,0.0,0.0,4.0,36.0
2026-03-10,0022500936,1642942,Jahmai Mashack,MEM,7.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0
