date,game_id,home_team,visitor_team,tip_prob_home,tip_outcome_home,tip_brier,tip_logloss,first_basket_top1_name,first_basket_top1_prob,first_basket_actual_name,first_basket_hit_top1,first_basket_hit_top5,first_basket_prob_actual,early_threes_expected,early_threes_prob_ge_1,early_threes_actual,early_threes_error,early_threes_brier_ge1
2026-02-11,0022500775,CHA,ATL,0.5909287300525722,0.0,0.3491967640015457,0.893865883969636,Jalen Johnson,0.1260369815019829,Miller,False,False,0.0959175353680468,2.306174152548904,0.9003582626579026,8,5.693825847451096,0.00992847582055152
2026-02-11,0022500776,CLE,WAS,0.5468139881544657,1.0,0.20537756133246077,0.6036465926115904,James Harden,0.1200648512009125,Allen,False,False,,2.253767010902836,0.8949970685772939,4,1.7462329890971642,0.011025615607361523
2026-02-11,0022500777,ORL,MIL,0.561636414909373,1.0,0.1921626327335074,0.5769005870098023,Paolo Banchero,0.115362848335937,Sims,False,False,,2.151635336203851,0.8837061773135376,3,0.8483646637961488,0.013524253195030351
2026-02-11,0022500778,BOS,CHI,0.5763496460969313,1.0,0.17947962236219536,0.551040777977238,Derrick White,0.1195210134692631,Queta,False,False,0.0719225949154784,2.3379328467167726,0.9034730318240778,3,0.6620671532832274,0.0093174555852355
2026-02-11,0022500779,BKN,IND,0.5319080843382619,0.0,0.2829262101843995,0.7590906013620192,Pascal Siakam,0.123728671382353,Walker,False,False,,2.2443938080466204,0.8940082277373786,6,3.7556061919533796,0.011234255787371389
2026-02-11,0022500780,PHI,NYK,0.561636414909373,1.0,0.1921626327335074,0.5769005870098023,Tyrese Maxey,0.1283796607062214,Bona,False,False,,2.224758776560302,0.8919065098263216,4,1.7752412234396981,0.011684202617927113
2026-02-11,0022500781,TOR,DET,0.5763496460969313,1.0,0.17947962236219536,0.551040777977238,Cade Cunningham,0.1283321330441123,Reed,False,False,,2.058501582720651,0.8723549077195846,4,1.941498417279349,0.01629326958327577
2026-02-11,0022500782,HOU,LAC,0.5319080843382619,0.0,0.2829262101843995,0.7590906013620192,Amen Thompson,0.1256124009462189,Leonard,False,False,0.1019472060604499,2.0598030106025087,0.8725209205513651,3,0.9401969893974913,0.01625091569707137
2026-02-11,0022500783,MIN,POR,0.5763496460969313,1.0,0.17947962236219536,0.551040777977238,Anthony Edwards,0.1192726108982504,McDaniels,False,True,0.1009701184601695,2.3047263021357365,0.9002138918388682,7,4.6952736978642635,0.009957267381945085
2026-02-11,0022500784,NOP,MIA,0.5763496460969313,0.0,0.33217891455605797,0.8588468009713925,Trey Murphy III,0.130670301038838,Ware,False,False,,2.127618683293372,0.880879379703259,6,3.872381316706628,0.014189722179880338
2026-02-11,0022500785,PHX,OKC,0.561636414909373,1.0,0.1921626327335074,0.5769005870098023,Devin Booker,0.1223728116148162,O'Neale,False,True,0.0966152804205669,2.2533740529532533,0.8949557987325362,6,3.7466259470467467,0.01103428421991945
2026-02-11,0022500786,UTA,SAC,0.5763496460969313,1.0,0.17947962236219536,0.551040777977238,Keegan Murray,0.1267766562026953,Raynaud,False,False,,2.089537485633844,0.8762556438737334,1,-1.0895374856338438,0.015312665673104282
2026-02-11,0022500787,DEN,MEM,0.5019514958391789,1.0,0.24805231249683146,0.689251785792903,Jamal Murray,0.132031416163481,Murray,True,True,0.132031416163481,2.189888228922194,0.8880707416279523,5,2.810111771077806,0.012528158879716611
2026-02-11,0022500788,GSW,SAS,0.5319080843382619,0.0,0.2829262101843995,0.7590906013620192,De'Aaron Fox,0.1169362586632902,Moody,False,False,0.0770133807252058,2.336713848415904,0.903355293867278,5,2.663286151584096,0.009340199223480198
2026-02-11,0022500775,CHA,ATL,0.5909287300525722,0.0,0.3491967640015457,0.893865883969636,Jalen Johnson,0.1260369815019829,Miller,False,False,0.0959175353680468,2.306174152548904,0.9003582626579026,8,5.693825847451096,0.00992847582055152
2026-02-11,0022500776,CLE,WAS,0.5468139881544657,1.0,0.20537756133246077,0.6036465926115904,James Harden,0.1200648512009125,Allen,False,False,,2.253767010902836,0.8949970685772939,4,1.7462329890971642,0.011025615607361523
2026-02-11,0022500777,ORL,MIL,0.561636414909373,1.0,0.1921626327335074,0.5769005870098023,Paolo Banchero,0.115362848335937,Sims,False,False,,2.151635336203851,0.8837061773135376,3,0.8483646637961488,0.013524253195030351
2026-02-11,0022500778,BOS,CHI,0.5763496460969313,1.0,0.17947962236219536,0.551040777977238,Derrick White,0.1195210134692631,Queta,False,False,0.0719225949154784,2.3379328467167726,0.9034730318240778,3,0.6620671532832274,0.0093174555852355
2026-02-11,0022500779,BKN,IND,0.5319080843382619,0.0,0.2829262101843995,0.7590906013620192,Pascal Siakam,0.123728671382353,Walker,False,False,,2.2443938080466204,0.8940082277373786,6,3.7556061919533796,0.011234255787371389
2026-02-11,0022500780,PHI,NYK,0.561636414909373,1.0,0.1921626327335074,0.5769005870098023,Tyrese Maxey,0.1283796607062214,Bona,False,False,,2.224758776560302,0.8919065098263216,4,1.7752412234396981,0.011684202617927113
2026-02-11,0022500781,TOR,DET,0.5763496460969313,1.0,0.17947962236219536,0.551040777977238,Cade Cunningham,0.1283321330441123,Reed,False,False,,2.058501582720651,0.8723549077195846,4,1.941498417279349,0.01629326958327577
2026-02-11,0022500782,HOU,LAC,0.5319080843382619,0.0,0.2829262101843995,0.7590906013620192,Amen Thompson,0.1256124009462189,Leonard,False,False,0.1019472060604499,2.0598030106025087,0.8725209205513651,3,0.9401969893974913,0.01625091569707137
2026-02-11,0022500783,MIN,POR,0.5763496460969313,1.0,0.17947962236219536,0.551040777977238,Anthony Edwards,0.1192726108982504,McDaniels,False,True,0.1009701184601695,2.3047263021357365,0.9002138918388682,7,4.6952736978642635,0.009957267381945085
2026-02-11,0022500784,NOP,MIA,0.5763496460969313,0.0,0.33217891455605797,0.8588468009713925,Trey Murphy III,0.130670301038838,Ware,False,False,,2.127618683293372,0.880879379703259,6,3.872381316706628,0.014189722179880338
2026-02-11,0022500785,PHX,OKC,0.561636414909373,1.0,0.1921626327335074,0.5769005870098023,Devin Booker,0.1223728116148162,O'Neale,False,True,0.0966152804205669,2.2533740529532533,0.8949557987325362,6,3.7466259470467467,0.01103428421991945
2026-02-11,0022500786,UTA,SAC,0.5763496460969313,1.0,0.17947962236219536,0.551040777977238,Keegan Murray,0.1267766562026953,Raynaud,False,False,,2.089537485633844,0.8762556438737334,1,-1.0895374856338438,0.015312665673104282
2026-02-11,0022500787,DEN,MEM,0.5019514958391789,1.0,0.24805231249683146,0.689251785792903,Jamal Murray,0.132031416163481,Murray,True,True,0.132031416163481,2.189888228922194,0.8880707416279523,5,2.810111771077806,0.012528158879716611
2026-02-11,0022500788,GSW,SAS,0.5319080843382619,0.0,0.2829262101843995,0.7590906013620192,De'Aaron Fox,0.1169362586632902,Moody,False,False,0.0770133807252058,2.336713848415904,0.903355293867278,5,2.663286151584096,0.009340199223480198
