player,team,plays,ladders,model,_plays_list,top_play,top_play_explain,top_play_baseline,top_play_reasons,top_play_consensus,top_play_line_adv
Neemias Queta,BOS,[],[],"{'pts': 9.406085821261744, 'reb': 7.635489463806152, 'ast': 1.6452001333236694, 'threes': 0.1603127244198615, 'pra': 18.68677541839157}",[],,,,[],0.0,0.0
Nikola Jokić,DEN,[],[],"{'pts': 22.9665217766395, 'reb': 9.99561882019043, 'ast': 8.45096206665039, 'threes': 1.3547510224230148, 'pra': 41.41310266348032}",[],,,,[],0.0,0.0
Nikola Topić,OKC,[],[],"{'pts': 10.323808670043944, 'reb': 3.800395965576172, 'ast': 2.178065299987793, 'threes': 0.9873492121696472, 'pra': 16.30226993560791}",[],,,,[],0.0,0.0
Nikola Vučević,BOS,[],[],"{'pts': 14.671286654718374, 'reb': 7.576704025268555, 'ast': 2.37139892578125, 'threes': 1.0495442185618649, 'pra': 24.619389605768177}",[],,,,[],0.0,0.0
Nique Clifford,SAC,[],[],"{'pts': 10.892606735229492, 'reb': 3.1852792496703106, 'ast': 4.091943577771995, 'threes': 1.1098327723353618, 'pra': 18.1698295626718}",[],,,,[],0.0,0.0
Olivier-Maxence Prosper,MEM,[],[],"{'pts': 12.668169360690646, 'reb': 3.914059137331369, 'ast': 1.3710293203211696, 'threes': 1.114196783617923, 'pra': 17.953257818343186}",[],,,,[],0.0,0.0
Ousmane Dieng,MIL,[],[],"{'pts': 10.918457746505736, 'reb': 3.3628644943237305, 'ast': 2.390082836151123, 'threes': 1.896787328379495, 'pra': 16.67140507698059}",[],,,,[],0.0,0.0
Pat Spencer,GSW,[],[],"{'pts': 11.186642642431602, 'reb': 3.540588855743408, 'ast': 4.707030375866807, 'threes': 1.1694742660698128, 'pra': 19.434261874041816}",[],,,,[],0.0,0.0
Paul Reed,DET,[],[],"{'pts': 13.416762268066403, 'reb': 4.651444435119629, 'ast': 2.5263352394104004, 'threes': 1.6753312794062996, 'pra': 20.59454194259644}",[],,,,[],0.0,0.0
Payton Pritchard,BOS,[],[],"{'pts': 19.97342823202945, 'reb': 3.1258339881896973, 'ast': 4.829695701599121, 'threes': 2.829718081156413, 'pra': 27.928957921818267}",[],,,,[],0.0,0.0
Pete Nance,MIL,[],[],"{'pts': 9.076949668341529, 'reb': 3.548525810241699, 'ast': 1.5907875299453735, 'threes': 1.6497320861345404, 'pra': 14.2162630085286}",[],,,,[],0.0,0.0
Precious Achiuwa,SAC,[],[],"{'pts': 9.319757448906298, 'reb': 5.196779251098633, 'ast': 1.7156122050715612, 'threes': 0.4414626655442488, 'pra': 16.232148905076492}",[],,,,[],0.0,0.0
Quinten Post,GSW,[],[],"{'pts': 10.655153465270995, 'reb': 4.447466850280762, 'ast': 2.240013376117194, 'threes': 1.466921624431927, 'pra': 17.34263369166895}",[],,,,[],0.0,0.0
RJ Barrett,TOR,[],[],"{'pts': 16.591854095458984, 'reb': 4.881114959716797, 'ast': 3.130317687988281, 'threes': 1.767627477645874, 'pra': 24.603286743164062}",[],,,,[],0.0,0.0
Reed Sheppard,HOU,[],[],"{'pts': 12.516742502692846, 'reb': 3.948038002210151, 'ast': 2.5582120696155464, 'threes': 1.9750043698913908, 'pra': 19.022992574518543}",[],,,,[],0.0,0.0
Riley Minix,SAS,[],[],"{'pts': 11.6063871383667, 'reb': 4.110655784606934, 'ast': 2.247800350189209, 'threes': 1.1951169967651367, 'pra': 17.964843273162842}",[],,,,[],0.0,0.0
Ron Harper Jr.,BOS,[],[],"{'pts': 8.965553283691406, 'reb': 4.253979206085205, 'ast': 1.92930805683136, 'threes': 0.8466848731040955, 'pra': 15.148840546607971}",[],,,,[],0.0,0.0
Ronald Holland II,DET,[],[],"{'pts': 7.715184347970145, 'reb': 5.21961784362793, 'ast': 1.8029924631118768, 'threes': 0.2116512656211853, 'pra': 14.737794654709951}",[],,,,[],0.0,0.0
Ryan Rollins,MIL,[],[],"{'pts': 15.453738726102388, 'reb': 3.7680435180664062, 'ast': 4.123876094818115, 'threes': 1.2054549318647247, 'pra': 23.345658338986908}",[],,,,[],0.0,0.0
Sam Hauser,BOS,[],[],"{'pts': 7.155265045166016, 'reb': 3.921316146850586, 'ast': 0.8721290826797485, 'threes': 2.0431899001863267, 'pra': 11.94871027469635}",[],,,,[],0.0,0.0
Sam Merrill,CLE,[],[],"{'pts': 12.603401184082031, 'reb': 3.729125499725342, 'ast': 1.3986738920211792, 'threes': 2.880722522735596, 'pra': 17.731200575828552}",[],,,,[],0.0,0.0
Sandro Mamukelashvili,TOR,[],[],"{'pts': 10.002331947181176, 'reb': 4.284576416015625, 'ast': 2.456372737884521, 'threes': 0.7968204928136772, 'pra': 16.743281101081323}",[],,,,[],0.0,0.0
Scottie Barnes,TOR,[],[],"{'pts': 16.890759588556936, 'reb': 7.551989555358887, 'ast': 4.484816074371338, 'threes': 0.868566167578564, 'pra': 28.92756521828716}",[],,,,[],0.0,0.0
Scotty Pippen Jr.,MEM,[],[],"{'pts': 14.529844284057615, 'reb': 3.4644041061401367, 'ast': 4.06195592880249, 'threes': 1.5166049003601074, 'pra': 22.056204319000244}",[],,,,[],0.0,0.0
Spencer Jones,DEN,[],[],"{'pts': 4.644132614135742, 'reb': 4.117094039916992, 'ast': 1.256994366645813, 'threes': 0.0767185793752995, 'pra': 10.018221020698547}",[],,,,[],0.0,0.0
Stanley Umude,SAS,[],[],"{'pts': 10.526987075805664, 'reb': 3.771494865417481, 'ast': 2.1168837547302246, 'threes': 0.9398559927940368, 'pra': 16.41536569595337}",[],,,,[],0.0,0.0
Stephon Castle,SAS,[],[],"{'pts': 14.55522632598877, 'reb': 5.535224437713623, 'ast': 5.1221771240234375, 'threes': 0.7330982866377449, 'pra': 25.21262788772583}",[],,,,[],0.0,0.0
Tari Eason,HOU,[],[],"{'pts': 10.377692287366216, 'reb': 3.557161331176758, 'ast': 0.7532611595120347, 'threes': 2.0696692284118248, 'pra': 14.688114778055008}",[],,,,[],0.0,0.0
Taylor Hendricks,MEM,[],[],"{'pts': 10.938666820526125, 'reb': 4.710680961608887, 'ast': 1.607075810432434, 'threes': 1.5525270530155726, 'pra': 17.256423592567444}",[],,,,[],0.0,0.0
Thanasis Antetokounmpo,MIL,[],[],"{'pts': 8.568266868591309, 'reb': 4.354176998138428, 'ast': 2.1304335594177246, 'threes': 0.4849963401045118, 'pra': 15.05287742614746}",[],,,,[],0.0,0.0
Thomas Bryant,CLE,[],[],"{'pts': 8.423683357238769, 'reb': 4.610781192779541, 'ast': 2.613300323486328, 'threes': 0.6202733346447644, 'pra': 15.647764873504638}",[],,,,[],0.0,0.0
Tim Hardaway Jr.,DEN,[],[],"{'pts': 12.13314475622146, 'reb': 2.666002722877433, 'ast': 0.7343836143409118, 'threes': 2.1468586400140053, 'pra': 15.533531093439803}",[],,,,[],0.0,0.0
Tobias Harris,DET,[],[],"{'pts': 8.327974319458008, 'reb': 5.071160793304443, 'ast': 2.2109508514404297, 'threes': 0.0827307232788631, 'pra': 15.61008596420288}",[],,,,[],0.0,0.0
Tolu Smith,DET,[],[],"{'pts': 12.223621368408203, 'reb': 6.025546550750732, 'ast': 1.884339690208435, 'threes': 1.1918513774871826, 'pra': 20.13350760936737}",[],,,,[],0.0,0.0
Trayce Jackson-Davis,TOR,[],[],"{'pts': 11.390640258789062, 'reb': 5.137041091918945, 'ast': 2.1531381607055664, 'threes': 0.8603929877281189, 'pra': 18.68081951141357}",[],,,,[],0.0,0.0
Tristan Enaruna,CLE,[],[],"{'pts': 10.791214942932127, 'reb': 4.73238468170166, 'ast': 2.238603115081787, 'threes': 0.8858254551887512, 'pra': 17.762202739715576}",[],,,,[],0.0,0.0
Ty Jerome,MEM,[],[],"{'pts': 21.65772819519043, 'reb': 3.7650651931762695, 'ast': 5.243158340454102, 'threes': 2.6567420959472656, 'pra': 30.6659517288208}",[],,,,[],0.0,0.0
Tyrese Proctor,CLE,[],[],"{'pts': 9.503838266043994, 'reb': 3.674715995788574, 'ast': 2.8043360710144043, 'threes': 0.7254529299030601, 'pra': 15.982890332846972}",[],,,,[],0.0,0.0
Victor Wembanyama,SAS,[],[],"{'pts': 19.006008830029568, 'reb': 7.47454833984375, 'ast': 2.8874461167143206, 'threes': 1.4632045866074173, 'pra': 29.36800328658764}",[],,,,[],0.0,0.0
Walter Clayton Jr.,MEM,[],[],"{'pts': 10.71021791604849, 'reb': 3.2010064125061035, 'ast': 3.192371368408203, 'threes': 1.637717431353526, 'pra': 17.1035956969628}",[],,,,[],0.0,0.0
Wendell Moore Jr.,DET,[],[],"{'pts': 7.013795852661133, 'reb': 3.966482639312744, 'ast': 1.3210426568984983, 'threes': 0.4781565070152282, 'pra': 12.301321148872375}",[],,,,[],0.0,0.0
Will Richard,GSW,[],[],"{'pts': 5.871177864074707, 'reb': 4.045199871063232, 'ast': 2.027507781982422, 'threes': 0.23078006988656, 'pra': 11.94388551712036}",[],,,,[],0.0,0.0
Zeke Nnaji,DEN,[],[],"{'pts': 8.802190780639648, 'reb': 4.837024211883545, 'ast': 1.9292174577713013, 'threes': 0.5359731677954506, 'pra': 15.568432450294496}",[],,,,[],0.0,0.0
