date,game_id,player_id,player_name,team_abbr,pts,reb,ast,threes,stl,blk,tov,pra
2026-03-30,0022501091,1641796,Pelle Larsson,MIA,20.0,10.0,3.0,0.0,1.0,0.0,0.0,33.0
2026-03-30,0022501091,203952,Andrew Wiggins,MIA,14.0,8.0,0.0,2.0,3.0,2.0,2.0,22.0
2026-03-30,0022501091,1628389,Bam Adebayo,MIA,23.0,16.0,6.0,1.0,1.0,0.0,2.0,45.0
2026-03-30,0022501091,1629639,Tyler Herro,MIA,30.0,4.0,3.0,3.0,1.0,2.0,3.0,37.0
2026-03-30,0022501091,1630558,Davion Mitchell,MIA,9.0,4.0,5.0,1.0,0.0,0.0,3.0,18.0
2026-03-30,0022501091,1642276,Kel'el Ware,MIA,5.0,6.0,2.0,1.0,0.0,0.0,1.0,13.0
2026-03-30,0022501091,1631170,Jaime Jaquez Jr.,MIA,14.0,6.0,5.0,2.0,0.0,0.0,0.0,25.0
2026-03-30,0022501091,1630696,Dru Smith,MIA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-30,0022501091,1631323,Simone Fontecchio,MIA,3.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0
2026-03-30,0022501091,202331,Paul George,PHI,19.0,4.0,2.0,4.0,1.0,0.0,1.0,25.0
2026-03-30,0022501091,1631230,Dominick Barlow,PHI,4.0,4.0,0.0,0.0,0.0,1.0,0.0,8.0
2026-03-30,0022501091,203954,Joel Embiid,PHI,26.0,7.0,3.0,2.0,0.0,1.0,3.0,36.0
2026-03-30,0022501091,1642845,VJ Edgecombe,PHI,13.0,1.0,5.0,1.0,2.0,0.0,1.0,19.0
2026-03-30,0022501091,1630178,Tyrese Maxey,PHI,23.0,7.0,9.0,2.0,0.0,2.0,2.0,39.0
2026-03-30,0022501091,1629656,Quentin Grimes,PHI,11.0,5.0,4.0,2.0,0.0,0.0,1.0,20.0
2026-03-30,0022501091,1626162,Kelly Oubre Jr.,PHI,11.0,11.0,3.0,1.0,0.0,0.0,1.0,25.0
2026-03-30,0022501091,1641737,Adem Bona,PHI,2.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0
2026-03-30,0022501092,1630700,Dyson Daniels,ATL,18.0,5.0,5.0,2.0,2.0,0.0,1.0,28.0
2026-03-30,0022501092,1630552,Jalen Johnson,ATL,20.0,12.0,5.0,1.0,0.0,0.0,3.0,37.0
2026-03-30,0022501092,1630168,Onyeka Okongwu,ATL,20.0,10.0,3.0,4.0,3.0,1.0,2.0,33.0
