event_id,commence_time,home_team,away_team,has_odds
969b50e347f472c863d142252f2a47b1,2026-02-22T18:10:00Z,Oklahoma City Thunder,Cleveland Cavaliers,True
8cfa733d2c4b4d6bc9b588892a933983,2026-02-22T20:40:00Z,Atlanta Hawks,Brooklyn Nets,True
782bd538baddbe08fa942761254729cf,2026-02-22T20:40:00Z,Golden State Warriors,Denver Nuggets,True
7b90ac67ff251c150cfaec7dad0c57fb,2026-02-22T20:40:00Z,Milwaukee Bucks,Toronto Raptors,True
c58609240b6495b450250cabc147e1ac,2026-02-22T22:10:00Z,Indiana Pacers,Dallas Mavericks,True
a347a356427b6eb7be0785a1fe56c0ef,2026-02-22T23:10:00Z,Washington Wizards,Charlotte Hornets,True
17acdc05db1e8ba29fd2f420dcdf9bcc,2026-02-22T23:40:00Z,Los Angeles Lakers,Boston Celtics,True
439a6986fb7fa87228b403c29d22f4b6,2026-02-23T00:10:00Z,Minnesota Timberwolves,Philadelphia 76ers,True
ded265e6250d4401a3786f34c967bc8b,2026-02-23T01:10:00Z,Chicago Bulls,New York Knicks,True
14255f77d428aeeedddf9c964b461b3d,2026-02-23T01:10:00Z,Phoenix Suns,Portland Trail Blazers,True
e553a415ff6fd8af818c5f4bc50fe23d,2026-02-23T02:10:00Z,Los Angeles Clippers,Orlando Magic,True
