market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ML,Milwaukee Bucks,Milwaukee Bucks,Los Angeles Lakers,2025-11-15,0.25252617944939737,82.81818181818181,0.5469915464942815,,,,,,High
ATS,Milwaukee Bucks,Milwaukee Bucks,Los Angeles Lakers,2025-11-15,,,,6.686533451080322,1.5,5.186533451080322,-1.5,,High
ML,Charlotte Hornets,Charlotte Hornets,Oklahoma City Thunder,2025-11-15,0.5357052085313715,813.5454545454545,0.10946362822171361,,,,,,High
TOTAL,Over,Charlotte Hornets,Oklahoma City Thunder,2025-11-15,,,,1.7510986328125,226.0,,,227.7510986328125,Low
ML,Memphis Grizzlies,Cleveland Cavaliers,Memphis Grizzlies,2025-11-15,0.4705204541387602,402.45454545454544,0.1990229781074724,,,,,,High
ATS,Memphis Grizzlies,Cleveland Cavaliers,Memphis Grizzlies,2025-11-15,,,,-4.8984375,11.5,6.6015625,11.5,,High
TOTAL,Under,Cleveland Cavaliers,Memphis Grizzlies,2025-11-15,,,,-7.976654052734403,239.0,,,231.0233459472656,High
ML,Minnesota Timberwolves,Minnesota Timberwolves,Denver Nuggets,2025-11-15,0.1829446334749516,-131.45454545454547,0.5679497250589159,,,,,,High
ATS,Minnesota Timberwolves,Minnesota Timberwolves,Denver Nuggets,2025-11-15,,,,2.3584747314453125,-2.0,4.3584747314453125,2.0,,Medium
TOTAL,Under,Minnesota Timberwolves,Denver Nuggets,2025-11-15,,,,-5.2240142822265625,234.5,,,229.27598571777344,High
ML,Indiana Pacers,Indiana Pacers,Toronto Raptors,2025-11-15,1.5608030612128883,233.45454545454547,0.29989094874591055,,,,,,High
ATS,Indiana Pacers,Indiana Pacers,Toronto Raptors,2025-11-15,,,,17.2418155670166,6.5,10.741815567016602,-6.5,,High
TOTAL,Under,Indiana Pacers,Toronto Raptors,2025-11-15,,,,-3.6382598876953125,233.5,,,229.8617401123047,Medium
