date,game_id,home_team,visitor_team,commence_time,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,bookmaker,home_tri,away_tri,prob_home_tip,early_threes_expected,early_threes_prob_ge_1,first_basket_top5
2026-04-10,0022501171,Charlotte Hornets,Detroit Pistons,2026-04-10T23:10:00Z,-177.50992060405036,177.50992060405036,-5.5,5.5,-115,-105,225.5,-100.2890674683471,100.28906746834711,11,oddsapi_consensus,CHA,DET,0.5299640517645717,1.2302586226315018,0.7077830060204997,CHA: Brandon Miller (11.1%); CHA: Kon Knueppel (10.6%); DET: Jalen Duren (10.4%); CHA: Miles Bridges (10.2%); CHA: LaMelo Ball (10.2%)
2026-04-10,0022501182,Denver Nuggets,Oklahoma City Thunder,2026-04-11T01:10:00Z,-444.9044012299771,444.9044012299773,-11.5,11.5,-110,-110,231.5,-100.83296230041532,100.83296230041532,11,oddsapi_consensus,DEN,OKC,0.4700359482354282,1.2618963376874297,0.7168833676194681,DEN: Nikola Jokic (12.4%); DEN: Jamal Murray (12.1%); OKC: Shai Gilgeous-Alexander (11.1%); DEN: Christian Braun (10.9%); DEN: Cameron Johnson (10.1%)
2026-04-10,0022501185,Los Angeles Lakers,Phoenix Suns,2026-04-11T02:40:00Z,127.24307814978384,-127.24307814978384,2.5,-2.5,140,-185,218.5,-100.0,-100.0,11,oddsapi_consensus,LAL,PHX,0.4850044983805899,1.1173525821716188,0.6728552620035674,LAL: Austin Reaves (11.7%); LAL: LeBron James (10.8%); LAL: Luka Doncic (10.8%); PHX: Oso Ighodaro (10.0%); PHX: Dillon Brooks (10.0%)
2026-04-10,0022501178,Houston Rockets,Minnesota Timberwolves,2026-04-11T01:40:00Z,-381.16019869873065,381.1601986987304,-10.5,10.5,-110,-110,222.5,100.28906746834711,-100.2890674683471,11,oddsapi_consensus,HOU,MIN,0.440286350732807,1.12836772683359,0.6764390344959093,HOU: Amen Thompson (12.0%); HOU: Kevin Durant (11.1%); HOU: Jabari Smith Jr. (10.4%); MIN: Anthony Edwards (9.9%); MIN: Julius Randle (9.8%)
2026-04-10,0022501176,New York Knicks,Toronto Raptors,2026-04-10T23:40:00Z,-225.5344821393016,225.5344821393016,-6.5,6.5,-105,-115,219.5,-103.4735049005998,103.47350490059983,11,oddsapi_consensus,NYK,TOR,0.5,1.0507808285646776,0.6503353856296284,NYK: Jalen Brunson (11.9%); NYK: OG Anunoby (11.3%); TOR: RJ Barrett (10.3%); TOR: Scottie Barnes (10.2%); NYK: Josh Hart (10.0%)
2026-04-10,0022501175,Indiana Pacers,Philadelphia 76ers,2026-04-10T23:40:00Z,732.9060689146608,-732.9060689146602,15.0,-15.0,-105,-115,233.5,-100.24772096710264,100.24772096710264,11,oddsapi_consensus,IND,PHI,0.51499550161941,1.1536637471604885,0.6845211851640584,PHI: Tyrese Maxey (12.7%); PHI: VJ Edgecombe (11.6%); PHI: Joel Embiid (11.5%); PHI: Paul George (10.8%); PHI: Quentin Grimes (10.3%)
2026-04-10,0022501180,San Antonio Spurs,Dallas Mavericks,2026-04-11T00:10:00Z,-980.6183907477456,980.6183907477453,-17.5,17.5,-110,-110,235.5,-100.87051142546248,100.87051142546244,11,oddsapi_consensus,SAS,DAL,0.5448788923735801,1.1790330506645257,0.6924239947290304,DAL: Cooper Flagg (11.8%); SAS: Stephon Castle (10.8%); SAS: De'Aaron Fox (10.3%); DAL: P.J. Washington (10.0%); DAL: Naji Marshall (10.0%)
2026-04-10,0022501173,Atlanta Hawks,Cleveland Cavaliers,2026-04-10T23:10:00Z,-294.63417274165465,294.63417274165465,-8.5,8.5,-110,-110,233.5,-100.1995934664867,100.1995934664867,11,oddsapi_consensus,ATL,CLE,0.5,1.2759267350559962,0.720827870296685,ATL: Jalen Johnson (11.4%); CLE: James Harden (11.0%); ATL: Nickeil Alexander-Walker (10.8%); CLE: Donovan Mitchell (10.5%); ATL: Dyson Daniels (10.4%)
2026-04-10,0022501174,Boston Celtics,New Orleans Pelicans,2026-04-10T23:40:00Z,-907.6239151334212,907.6239151334212,-16.5,16.5,-110,-110,224.0,-100.0,-100.0,11,oddsapi_consensus,BOS,NOP,0.4850044983805899,1.1611892632419385,0.6868864151079012,NOP: Trey Murphy III (11.7%); BOS: Jaylen Brown (11.6%); BOS: Derrick White (10.8%); BOS: Jayson Tatum (10.8%); BOS: Payton Pritchard (10.6%)
2026-04-10,0022501183,Portland Trail Blazers,Los Angeles Clippers,2026-04-11T02:10:00Z,-111.09267175018196,111.092671750182,-1.5,1.5,-135,105,224.5,100.11572734637194,-100.11572734637194,11,oddsapi_consensus,POR,LAC,0.51499550161941,1.2158920343048458,0.703554543202572,POR: Toumani Camara (11.1%); LAC: Kawhi Leonard (10.7%); POR: Deni Avdija (10.6%); POR: Jrue Holiday (10.5%); LAC: Darius Garland (10.0%)
