market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ATS,Brooklyn Nets,Brooklyn Nets,Sacramento Kings,2026-03-29,-0.0056211146539730805,-110.0,0.5238095238095238,0.6278999144304787,1.0,-0.3721000855695213,-1.0,,Low
TOTAL,Over,Brooklyn Nets,Sacramento Kings,2026-03-29,0.441165161141132,-100.0,0.5,9.35316866591711,221.5,,,230.8531686659171,High
ML,Charlotte Hornets,Charlotte Hornets,Boston Celtics,2026-03-29,0.06113045127618877,-100.63976392740412,0.5015943099086669,,,,,,High
ATS,Charlotte Hornets,Charlotte Hornets,Boston Celtics,2026-03-29,0.21275346875149626,-110.0,0.5238095238095238,4.149546657645493,-1.0,5.149546657645493,1.0,,High
TOTAL,Over,Charlotte Hornets,Boston Celtics,2026-03-29,0.6280756828031739,-100.0,0.5,14.285994003819212,215.5,,,229.7859940038192,High
ATS,Golden State Warriors,Denver Nuggets,Golden State Warriors,2026-03-29,0.5952714540057557,-105.0,0.5121951219512195,-10.851981676862792,12.0,1.1480183231372076,12.0,,High
TOTAL,Under,Denver Nuggets,Golden State Warriors,2026-03-29,0.6657943228977942,101.87716790460422,0.4953507176564631,-14.962891501211516,239.0,,,224.03710849878848,High
ATS,Indiana Pacers,Indiana Pacers,Miami Heat,2026-03-29,0.7602266574263803,-115.0,0.5348837209302325,18.811594688822694,9.5,9.311594688822694,-9.5,,High
TOTAL,Under,Indiana Pacers,Miami Heat,2026-03-29,0.7844498992517397,-100.0,0.5,-19.815163303193174,245.5,,,225.68483669680683,High
ATS,Milwaukee Bucks,Milwaukee Bucks,Los Angeles Clippers,2026-03-29,0.3773786034617306,-105.0,0.5121951219512195,6.482962385821233,14.0,-7.517037614178767,-14.0,,High
TOTAL,Over,Milwaukee Bucks,Los Angeles Clippers,2026-03-29,0.28147793225409223,-102.75862000955576,0.5068027194341373,6.141656745178096,222.0,,,228.1416567451781,High
ATS,Houston Rockets,New Orleans Pelicans,Houston Rockets,2026-03-29,-0.008550548301855698,-105.0,0.5121951219512195,-0.23510386953554985,-5.5,-5.73510386953555,-5.5,,Low
TOTAL,Under,New Orleans Pelicans,Houston Rockets,2026-03-29,0.1927526112765232,-100.0,0.5,-3.9036577069669534,225.0,,,221.09634229303305,Medium
ATS,Oklahoma City Thunder,Oklahoma City Thunder,New York Knicks,2026-03-29,0.09717162319209394,-110.0,0.5238095238095238,2.2605089854008025,-8.5,10.760508985400802,8.5,,Medium
TOTAL,Under,Oklahoma City Thunder,New York Knicks,2026-03-29,0.2531544246015476,-100.0,0.5,-5.164824032521608,224.0,,,218.8351759674784,High
ATS,Washington Wizards,Portland Trail Blazers,Washington Wizards,2026-03-29,0.9367469111270644,-105.0,0.5121951219512195,-28.902784042691074,15.5,-13.402784042691072,15.5,,High
TOTAL,Under,Portland Trail Blazers,Washington Wizards,2026-03-29,0.8601777137213555,-100.0,0.5,-23.623250229697305,239.0,,,215.3767497703027,High
ML,Orlando Magic,Toronto Raptors,Orlando Magic,2026-03-29,0.09274758985393017,124.06117149138409,0.4463066908665402,,,,,,High
ATS,Orlando Magic,Toronto Raptors,Orlando Magic,2026-03-29,0.44122433322657995,-105.0,0.5121951219512195,-7.65323183781663,2.5,-5.15323183781663,2.5,,High
TOTAL,Under,Toronto Raptors,Orlando Magic,2026-03-29,0.10746177331243145,101.96270805580316,0.49514091468990196,-1.9438845590526341,225.5,,,223.55611544094737,Low
