market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ATS,Brooklyn Nets,Atlanta Hawks,Brooklyn Nets,2026-03-12,-0.06073245628827667,-120.0,0.5454545454545454,-0.3708721073350052,8.5,8.129127892664995,8.5,,Low
TOTAL,Over,Atlanta Hawks,Brooklyn Nets,2026-03-12,0.5894627359577453,104.14936018460249,0.48983744014468034,12.27841195500585,211.5,,,223.77841195500585,High
ATS,Philadelphia 76ers,Detroit Pistons,Philadelphia 76ers,2026-03-12,0.9078845623821519,-110.0,0.5238095238095238,-38.68893035828574,34.5,-4.188930358285738,34.5,,High
TOTAL,Under,Detroit Pistons,Philadelphia 76ers,2026-03-12,0.5017003309956792,100.25606235949822,0.49936066265240314,-10.786301810983502,238.5,,,227.7136981890165,High
ATS,Indiana Pacers,Indiana Pacers,Phoenix Suns,2026-03-12,0.6162000266733149,-120.0,0.5454545454545454,14.19407595194653,9.5,4.69407595194653,-9.5,,High
TOTAL,Under,Indiana Pacers,Phoenix Suns,2026-03-12,0.6628891775569746,101.77788313381537,0.49559445488721804,-14.898811093707764,237.0,,,222.10118890629224,High
ATS,Chicago Bulls,Los Angeles Lakers,Chicago Bulls,2026-03-12,0.5629447178699057,-110.0,0.5238095238095238,-10.924396076563939,11.5,0.5756039234360606,11.5,,High
TOTAL,Under,Los Angeles Lakers,Chicago Bulls,2026-03-12,0.5598324478647357,-103.93855122102389,0.5096562204581795,-13.181076688047114,239.5,,,226.3189233119529,High
ATS,Miami Heat,Miami Heat,Milwaukee Bucks,2026-03-12,0.1326785581914437,-115.0,0.5348837209302325,3.222266909001462,-9.5,12.722266909001462,9.5,,High
TOTAL,Over,Miami Heat,Milwaukee Bucks,2026-03-12,0.02137473851895444,101.78341312227477,0.4955808728411337,0.24761600506420223,217.5,,,217.7476160050642,Low
ATS,Boston Celtics,Oklahoma City Thunder,Boston Celtics,2026-03-12,0.5860000072137292,-105.0,0.5121951219512195,-10.638692631916488,8.5,-2.1386926319164883,8.5,,High
TOTAL,Over,Oklahoma City Thunder,Boston Celtics,2026-03-12,0.6508049056931207,-100.06568399298726,0.5001641560703373,14.995280103453325,216.5,,,231.49528010345333,High
ATS,Orlando Magic,Orlando Magic,Washington Wizards,2026-03-12,0.15657515440453584,-125.0,0.5555555555555556,4.383133487657821,-6.5,10.88313348765782,6.5,,High
TOTAL,Under,Orlando Magic,Washington Wizards,2026-03-12,0.1136440115703502,101.12424714804642,0.4972050929612209,-2.1606237527436463,230.5,,,228.33937624725635,Medium
ML,San Antonio Spurs,San Antonio Spurs,Denver Nuggets,2026-03-12,0.040839583471985685,-152.34157419789923,0.6037117533333018,,,,,,High
ATS,San Antonio Spurs,San Antonio Spurs,Denver Nuggets,2026-03-12,0.2726520730825286,-115.0,0.5348837209302325,5.636586755094337,-3.5,9.136586755094337,3.5,,High
TOTAL,Under,San Antonio Spurs,Denver Nuggets,2026-03-12,0.5985176990889614,-100.0,0.5,-13.423629589695878,242.0,,,228.57637041030412,High
