date,game_id,home,away,side,team,n_sims,player_id,player_name,split_type,split,n,pts_p10,pts_p50,pts_p90,reb_p10,reb_p50,reb_p90,ast_p10,ast_p50,ast_p90,threes_p10,threes_p50,threes_p90,pra_p10,pra_p50,pra_p90
2026-05-13,,CON,LVA,home,CON,2000,4684384,Aneesah Morrow,scenario,close,365,7.0,13.0,20.0,4.0,8.0,11.0,0.0,1.0,2.0,0.0,1.0,2.0,15.0,22.0,30.0
2026-05-13,,CON,LVA,home,CON,2000,4684384,Aneesah Morrow,scenario,medium,424,6.0,13.0,20.0,5.0,8.0,11.0,0.0,1.0,2.0,0.0,1.0,2.0,14.0,21.0,29.0
2026-05-13,,CON,LVA,home,CON,2000,4684384,Aneesah Morrow,scenario,blowout,1211,5.0,10.0,17.0,4.0,7.0,10.0,0.0,1.0,2.0,0.0,0.0,2.0,12.0,18.0,26.0
2026-05-13,,CON,LVA,home,CON,2000,3922628,Kennedy Burke,scenario,close,365,5.0,10.0,16.0,2.0,4.0,6.0,1.0,2.0,4.0,0.0,1.0,3.0,11.0,16.0,22.0
2026-05-13,,CON,LVA,home,CON,2000,3922628,Kennedy Burke,scenario,medium,424,4.0,10.0,17.0,1.0,3.0,6.0,0.0,2.0,4.0,0.0,1.0,3.0,9.0,16.0,24.0
2026-05-13,,CON,LVA,home,CON,2000,3922628,Kennedy Burke,scenario,blowout,1211,3.0,8.0,14.0,1.0,3.0,5.0,0.0,2.0,4.0,0.0,1.0,2.0,7.0,13.0,20.0
2026-05-13,,CON,LVA,home,CON,2000,4433514,Saniya Rivers,scenario,close,365,5.0,10.0,17.0,2.0,4.0,6.0,1.0,3.0,5.0,0.0,2.0,3.0,11.0,17.0,25.0
2026-05-13,,CON,LVA,home,CON,2000,4433514,Saniya Rivers,scenario,medium,424,4.0,9.0,16.0,1.3000000000000043,3.5,6.0,1.0,3.0,5.0,0.0,1.0,3.0,10.0,16.0,24.0
2026-05-13,,CON,LVA,home,CON,2000,4433514,Saniya Rivers,scenario,blowout,1211,3.0,8.0,14.0,1.0,3.0,6.0,1.0,2.0,5.0,0.0,1.0,3.0,8.0,14.0,21.0
2026-05-13,,CON,LVA,home,CON,2000,2490553,Brittney Griner,scenario,close,365,4.0,9.0,16.0,1.0,3.0,6.0,0.0,1.0,3.0,0.0,1.0,2.0,9.0,14.0,21.0
2026-05-13,,CON,LVA,home,CON,2000,2490553,Brittney Griner,scenario,medium,424,4.0,8.0,14.0,1.0,4.0,6.0,0.0,1.0,3.0,0.0,1.0,2.0,8.0,13.0,19.69999999999999
2026-05-13,,CON,LVA,home,CON,2000,2490553,Brittney Griner,scenario,blowout,1211,3.0,8.0,14.0,1.0,3.0,6.0,0.0,1.0,2.0,0.0,1.0,2.0,7.0,13.0,19.0
2026-05-13,,CON,LVA,home,CON,2000,4433635,Diamond Miller,scenario,close,365,2.0,7.0,12.0,1.0,3.0,5.0,0.0,1.0,3.0,0.0,1.0,2.0,7.0,11.0,18.0
2026-05-13,,CON,LVA,home,CON,2000,4433635,Diamond Miller,scenario,medium,424,2.0,7.0,13.0,1.0,3.0,5.0,0.0,1.0,3.0,0.0,1.0,2.0,6.0,11.0,17.0
2026-05-13,,CON,LVA,home,CON,2000,4433635,Diamond Miller,scenario,blowout,1211,2.0,6.0,11.0,1.0,3.0,5.0,0.0,1.0,3.0,0.0,0.0,2.0,5.0,10.0,16.0
2026-05-13,,CON,LVA,home,CON,2000,4898898,Gianna Kneepkens,scenario,close,365,2.0,6.0,12.0,1.0,3.0,5.0,0.0,1.0,2.0,0.0,1.0,2.0,5.0,10.0,16.0
2026-05-13,,CON,LVA,home,CON,2000,4898898,Gianna Kneepkens,scenario,medium,424,2.0,6.0,11.699999999999989,1.0,2.0,5.0,0.0,1.0,3.0,0.0,1.0,2.0,5.0,10.0,15.0
