date,game_id,home,away,side,team,n_sims,player_id,player_name,split_type,split,n,pts_p10,pts_p50,pts_p90,reb_p10,reb_p50,reb_p90,ast_p10,ast_p50,ast_p90,threes_p10,threes_p50,threes_p90,pra_p10,pra_p50,pra_p90
2026-05-21,,MIN,TOR,home,MIN,2000,2529205,Kayla McBride,scenario,close,296,7.0,14.0,21.0,3.0,5.0,8.0,1.0,2.0,4.0,0.0,1.0,3.0,14.0,21.0,29.0
2026-05-21,,MIN,TOR,home,MIN,2000,2529205,Kayla McBride,scenario,medium,398,8.0,14.0,22.0,2.0,5.0,8.0,1.0,2.0,4.0,0.0,1.0,3.0,15.0,22.0,30.0
2026-05-21,,MIN,TOR,home,MIN,2000,2529205,Kayla McBride,scenario,blowout,1306,8.0,15.0,23.0,3.0,5.0,8.0,1.0,2.0,5.0,0.0,1.0,3.0,15.0,23.0,31.5
2026-05-21,,MIN,TOR,home,MIN,2000,4433791,Olivia Miles,scenario,close,296,6.0,11.5,18.0,4.0,7.0,11.0,1.0,3.0,5.0,0.0,1.0,2.0,15.0,22.0,29.0
2026-05-21,,MIN,TOR,home,MIN,2000,4433791,Olivia Miles,scenario,medium,398,6.0,12.0,19.0,4.0,7.0,11.0,1.0,3.0,5.0,0.0,1.0,2.0,16.0,22.0,31.0
2026-05-21,,MIN,TOR,home,MIN,2000,4433791,Olivia Miles,scenario,blowout,1306,6.0,13.0,20.0,4.0,7.0,11.0,1.0,3.0,5.0,0.0,1.0,2.0,16.0,24.0,31.0
2026-05-21,,MIN,TOR,home,MIN,2000,2987891,Courtney Williams,scenario,close,296,6.5,12.0,18.0,4.0,7.0,10.0,2.0,4.0,6.0,0.0,1.0,2.0,16.0,22.0,29.5
2026-05-21,,MIN,TOR,home,MIN,2000,2987891,Courtney Williams,scenario,medium,398,6.0,12.0,19.0,4.0,7.0,10.0,2.0,4.0,7.0,0.0,1.0,2.0,15.0,23.0,30.0
2026-05-21,,MIN,TOR,home,MIN,2000,2987891,Courtney Williams,scenario,blowout,1306,7.0,12.0,20.0,4.0,7.0,10.0,2.0,4.0,7.0,0.0,1.0,2.0,17.0,24.0,32.0
2026-05-21,,MIN,TOR,home,MIN,2000,3917450,Napheesa Collier,scenario,close,296,4.0,9.0,15.0,2.0,5.0,8.0,0.0,1.0,3.0,0.0,0.0,2.0,9.0,15.0,22.0
2026-05-21,,MIN,TOR,home,MIN,2000,3917450,Napheesa Collier,scenario,medium,398,4.0,9.0,16.0,2.0,5.0,8.0,0.0,1.0,3.0,0.0,1.0,2.0,9.0,15.0,23.0
2026-05-21,,MIN,TOR,home,MIN,2000,3917450,Napheesa Collier,scenario,blowout,1306,4.0,10.0,17.0,3.0,5.0,9.0,0.0,1.0,3.0,0.0,1.0,2.0,10.0,17.0,25.0
2026-05-21,,MIN,TOR,home,MIN,2000,4873358,Antonia Delaere,scenario,close,296,2.5,7.0,14.0,2.0,4.0,7.0,1.0,2.0,4.0,0.0,1.0,2.0,8.0,14.0,21.0
2026-05-21,,MIN,TOR,home,MIN,2000,4873358,Antonia Delaere,scenario,medium,398,2.0,8.0,14.0,2.0,4.0,7.0,1.0,2.0,4.0,0.0,1.0,2.0,8.0,14.0,21.0
2026-05-21,,MIN,TOR,home,MIN,2000,4873358,Antonia Delaere,scenario,blowout,1306,3.0,8.0,14.0,2.0,4.0,7.0,1.0,2.0,5.0,0.0,1.0,2.0,9.0,14.0,22.0
2026-05-21,,MIN,TOR,home,MIN,2000,5345322,Emma Cechova,scenario,close,296,2.0,7.0,12.0,3.0,6.0,9.0,0.0,1.0,2.0,0.0,0.0,1.0,8.0,13.0,20.0
2026-05-21,,MIN,TOR,home,MIN,2000,5345322,Emma Cechova,scenario,medium,398,3.0,7.0,12.0,3.0,6.0,9.0,0.0,1.0,2.0,0.0,0.0,1.0,9.0,14.0,20.0
2026-05-21,,MIN,TOR,home,MIN,2000,5345322,Emma Cechova,scenario,blowout,1306,3.0,8.0,14.0,3.0,6.0,10.0,0.0,1.0,2.0,0.0,0.0,1.0,10.0,16.0,22.0
2026-05-21,,MIN,TOR,home,MIN,2000,5345478,Eliska Hamzova,scenario,close,296,2.0,7.0,12.0,1.0,3.0,6.0,0.0,1.0,3.0,0.0,0.0,1.0,6.5,12.0,18.0
2026-05-21,,MIN,TOR,home,MIN,2000,5345478,Eliska Hamzova,scenario,medium,398,2.0,6.0,11.0,1.0,3.0,6.0,0.0,2.0,3.0,0.0,0.0,1.0,7.0,12.0,18.0
2026-05-21,,MIN,TOR,home,MIN,2000,5345478,Eliska Hamzova,scenario,blowout,1306,3.0,8.0,13.0,1.0,4.0,6.0,0.0,2.0,4.0,0.0,0.0,1.0,8.0,13.5,20.0
2026-05-21,,MIN,TOR,home,MIN,2000,2529130,Natasha Howard,scenario,close,296,2.0,6.0,11.0,3.0,6.0,9.0,0.0,2.0,4.0,0.0,0.0,1.0,9.0,14.0,20.0
2026-05-21,,MIN,TOR,home,MIN,2000,2529130,Natasha Howard,scenario,medium,398,2.0,7.0,12.0,3.0,6.0,9.0,0.0,2.0,4.0,0.0,0.0,1.0,10.0,15.0,22.0
2026-05-21,,MIN,TOR,home,MIN,2000,2529130,Natasha Howard,scenario,blowout,1306,2.0,7.0,12.0,3.0,6.0,9.0,1.0,2.0,4.0,0.0,0.0,1.0,10.0,15.5,22.0
2026-05-21,,MIN,TOR,home,MIN,2000,3054590,Nia Coffey,scenario,close,296,2.0,5.0,9.5,1.0,4.0,7.0,0.0,1.0,2.0,0.0,0.0,1.0,5.0,10.0,15.0
2026-05-21,,MIN,TOR,home,MIN,2000,3054590,Nia Coffey,scenario,medium,398,2.0,6.0,11.0,1.0,4.0,6.0,0.0,1.0,2.0,0.0,0.0,1.0,5.0,10.0,16.0
2026-05-21,,MIN,TOR,home,MIN,2000,3054590,Nia Coffey,scenario,blowout,1306,2.0,6.0,12.0,2.0,4.0,7.0,0.0,1.0,2.0,0.0,0.0,2.0,6.0,12.0,18.0
2026-05-21,,MIN,TOR,home,MIN,2000,4596309,Liatu King,scenario,close,296,0.5,4.0,9.0,1.0,4.0,7.0,0.0,1.0,2.0,0.0,0.0,1.0,5.0,9.0,14.0
2026-05-21,,MIN,TOR,home,MIN,2000,4596309,Liatu King,scenario,medium,398,0.0,4.0,9.0,2.0,4.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,9.0,14.0
2026-05-21,,MIN,TOR,home,MIN,2000,4596309,Liatu King,scenario,blowout,1306,2.0,5.0,10.0,2.0,4.0,7.0,0.0,1.0,2.0,0.0,0.0,1.0,6.0,11.0,16.0
2026-05-21,,MIN,TOR,home,MIN,2000,5278237,Anastasiia Olairi Kosu,scenario,close,296,0.0,2.0,6.0,1.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,6.0,10.0
2026-05-21,,MIN,TOR,home,MIN,2000,5278237,Anastasiia Olairi Kosu,scenario,medium,398,0.0,2.0,7.0,1.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,5.0,10.0
2026-05-21,,MIN,TOR,home,MIN,2000,5278237,Anastasiia Olairi Kosu,scenario,blowout,1306,0.0,3.0,7.0,1.0,3.0,5.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,7.0,12.0
2026-05-21,,MIN,TOR,away,TOR,2000,3904576,Marina Mabrey,scenario,close,296,6.0,12.0,18.0,2.0,5.0,8.0,1.0,2.0,5.0,0.0,2.0,3.0,12.0,19.0,28.0
2026-05-21,,MIN,TOR,away,TOR,2000,3904576,Marina Mabrey,scenario,medium,398,5.0,11.0,17.30000000000001,2.0,5.0,7.0,0.0,2.0,4.0,0.0,1.0,3.0,12.0,18.0,25.0
2026-05-21,,MIN,TOR,away,TOR,2000,3904576,Marina Mabrey,scenario,blowout,1306,4.0,9.0,16.0,2.0,4.0,7.0,0.0,2.0,4.0,0.0,1.0,3.0,9.0,16.0,23.0
2026-05-21,,MIN,TOR,away,TOR,2000,4565505,Kiki Rice,scenario,close,296,4.0,10.0,16.0,1.0,3.0,6.0,0.0,2.0,4.0,0.0,1.0,3.0,10.0,16.0,23.0
2026-05-21,,MIN,TOR,away,TOR,2000,4565505,Kiki Rice,scenario,medium,398,4.0,10.0,17.0,1.0,3.0,5.0,0.0,2.0,4.0,0.0,1.0,3.0,8.0,15.0,23.0
2026-05-21,,MIN,TOR,away,TOR,2000,4565505,Kiki Rice,scenario,blowout,1306,3.0,8.0,15.0,1.0,3.0,5.0,0.0,1.0,3.0,0.0,1.0,3.0,7.0,13.0,20.0
2026-05-21,,MIN,TOR,away,TOR,2000,2988756,Brittney Sykes,scenario,close,296,4.5,11.0,18.0,2.0,5.0,8.0,0.0,2.0,4.0,0.0,1.0,2.5,11.0,18.0,26.0
