date,game_id,player_id,player_name,team_abbr,pts,reb,ast,threes,pra
2025-12-20,0022500386,1629661,Cameron Johnson,DEN,6.0,4.0,3.0,1.0,13.0
2025-12-20,0022500386,1642461,Spencer Jones,DEN,9.0,4.0,2.0,1.0,15.0
2025-12-20,0022500386,203999,Nikola Jokić,DEN,25.0,7.0,5.0,1.0,37.0
2025-12-20,0022500386,203501,Tim Hardaway Jr.,DEN,8.0,2.0,0.0,2.0,10.0
2025-12-20,0022500386,1627750,Jamal Murray,DEN,16.0,4.0,7.0,3.0,27.0
2025-12-20,0022500386,1628971,Bruce Brown,DEN,12.0,12.0,1.0,0.0,25.0
2025-12-20,0022500386,1629618,Jalen Pickett,DEN,10.0,4.0,1.0,0.0,15.0
2025-12-20,0022500386,202685,Jonas Valančiūnas,DEN,10.0,1.0,1.0,0.0,12.0
2025-12-20,0022500386,1630192,Zeke Nnaji,DEN,1.0,0.0,0.0,0.0,1.0
2025-12-20,0022500386,1631124,Julian Strawther,DEN,2.0,0.0,1.0,0.0,3.0
2025-12-20,0022500386,1641816,Hunter Tyson,DEN,2.0,1.0,0.0,0.0,3.0
2025-12-20,0022500386,201142,Kevin Durant,HOU,31.0,6.0,5.0,5.0,42.0
2025-12-20,0022500386,1631095,Jabari Smith Jr.,HOU,22.0,10.0,2.0,5.0,34.0
2025-12-20,0022500386,1630578,Alperen Sengun,HOU,8.0,6.0,4.0,0.0,18.0
2025-12-20,0022500386,1629006,Josh Okogie,HOU,9.0,3.0,1.0,3.0,13.0
2025-12-20,0022500386,1641708,Amen Thompson,HOU,16.0,4.0,6.0,0.0,26.0
2025-12-20,0022500386,203500,Steven Adams,HOU,1.0,12.0,0.0,0.0,13.0
2025-12-20,0022500386,1642263,Reed Sheppard,HOU,28.0,2.0,6.0,6.0,36.0
2025-12-20,0022500386,1628988,Aaron Holiday,HOU,0.0,4.0,0.0,0.0,4.0
2025-12-20,0022500387,1629656,Quentin Grimes,PHI,6.0,2.0,7.0,0.0,15.0
2025-12-20,0022500387,1631230,Dominick Barlow,PHI,21.0,4.0,2.0,1.0,27.0
2025-12-20,0022500387,203083,Andre Drummond,PHI,6.0,12.0,3.0,1.0,21.0
2025-12-20,0022500387,1642845,VJ Edgecombe,PHI,26.0,6.0,4.0,3.0,36.0
2025-12-20,0022500387,1630178,Tyrese Maxey,PHI,38.0,2.0,4.0,5.0,44.0
2025-12-20,0022500387,1642272,Jared McCain,PHI,12.0,5.0,5.0,1.0,22.0
2025-12-20,0022500387,1641737,Adem Bona,PHI,10.0,8.0,0.0,1.0,18.0
2025-12-20,0022500387,1631133,Jabari Walker,PHI,2.0,8.0,0.0,0.0,10.0
2025-12-20,0022500387,1642348,Justin Edwards,PHI,0.0,0.0,2.0,0.0,2.0
2025-12-20,0022500387,1642843,Cooper Flagg,DAL,24.0,4.0,3.0,0.0,31.0
2025-12-20,0022500387,1629023,P.J. Washington,DAL,15.0,8.0,2.0,1.0,25.0
2025-12-20,0022500387,203076,Anthony Davis,DAL,24.0,15.0,2.0,0.0,41.0
2025-12-20,0022500387,1630230,Naji Marshall,DAL,22.0,9.0,4.0,0.0,35.0
2025-12-20,0022500387,1642948,Ryan Nembhard,DAL,7.0,0.0,5.0,1.0,12.0
2025-12-20,0022500387,1631108,Max Christie,DAL,0.0,0.0,1.0,0.0,1.0
2025-12-20,0022500387,1630314,Brandon Williams,DAL,10.0,2.0,5.0,0.0,17.0
2025-12-20,0022500387,202691,Klay Thompson,DAL,10.0,1.0,1.0,1.0,12.0
2025-12-20,0022500387,1629655,Daniel Gafford,DAL,2.0,4.0,0.0,0.0,6.0
2025-12-20,0022500387,1626156,D'Angelo Russell,DAL,0.0,1.0,1.0,0.0,2.0
2025-12-20,0022500388,1627742,Brandon Ingram,TOR,24.0,4.0,7.0,3.0,35.0
