date,game_id,home_team,visitor_team,tip_prob_home,tip_outcome_home,tip_brier,tip_logloss,first_basket_top1_name,first_basket_top1_prob,first_basket_actual_name,first_basket_hit_top1,first_basket_hit_top5,first_basket_prob_actual,early_threes_expected,early_threes_prob_ge_1,early_threes_actual,early_threes_error,early_threes_brier_ge1
2026-01-23,0022500635,DET,HOU,0.5297880954651782,1.0,0.22109923516626434,0.6352781722622697,Amen Thompson,0.1308245849410768,Durant,False,True,0.128269469763278,2.01890941067717,0.8671997833681455,2,-0.01890941067716989,0.01763589753746748
2026-01-23,0022500636,ATL,PHX,0.5297880954651782,0.0,0.28067542609662083,0.7545718251727977,Jalen Johnson,0.1222973444668716,Booker,False,True,0.1144007980087093,2.2889534266180918,0.8986274998839276,6,3.7110465733819082,0.010276383779783089
2026-01-23,0022500637,BKN,BOS,0.5148190718184149,1.0,0.23540053307114442,0.6639397569020723,Jaylen Brown,0.1292419312534043,Hauser,False,False,,2.348224865618435,0.9044613943577288,8,5.651775134381565,0.009127625168069422
2026-01-23,0022500638,CLE,SAC,0.4998234132349738,1.0,0.2501766179479118,0.6935004164704567,Keegan Murray,0.1246576892693841,Mitchell,False,True,0.1136015281874817,2.164151905744543,0.8851527053629656,4,1.8358480942554571,0.013189901085445781
2026-01-23,0022500639,MEM,NOP,0.5595395737956889,1.0,0.19400538705208342,0.5806410230867884,Trey Murphy III,0.1408558669908234,Coward,False,False,0.0867106267693796,2.128058506626931,0.8809317602116442,7,4.871941493373069,0.014177245726297394
2026-01-23,0022500640,MIL,DEN,0.5297880954651782,1.0,0.22109923516626434,0.6352781722622697,Jamal Murray,0.1237628849662458,Turner,False,False,0.0846897165243208,2.1726850615862165,0.8861285458055207,5,2.8273149384137835,0.012966708080365399
2026-01-23,0022500641,OKC,IND,0.5297880954651782,1.0,0.22109923516626434,0.6352781722622697,Pascal Siakam,0.120746780665485,Holmgren,False,False,0.093707817772642,2.194398970415913,0.8885744885877596,3,0.805601029584087,0.012415644593479325
2026-01-23,0022500642,POR,TOR,0.5595395737956889,0.0,0.31308453464346114,0.8199346759973165,Deni Avdija,0.1183462844174928,Mamukelashvili,False,False,,2.2250296029363774,0.891935780430738,7,4.774970397063623,0.011677875551113678
2026-01-23,0022500635,DET,HOU,0.5297880954651782,1.0,0.22109923516626434,0.6352781722622697,Amen Thompson,0.1308245849410768,Durant,False,True,0.128269469763278,2.01890941067717,0.8671997833681455,2,-0.01890941067716989,0.01763589753746748
2026-01-23,0022500636,ATL,PHX,0.5297880954651782,0.0,0.28067542609662083,0.7545718251727977,Jalen Johnson,0.1222973444668716,Booker,False,True,0.1144007980087093,2.2889534266180918,0.8986274998839276,6,3.7110465733819082,0.010276383779783089
2026-01-23,0022500637,BKN,BOS,0.5148190718184149,1.0,0.23540053307114442,0.6639397569020723,Jaylen Brown,0.1292419312534043,Hauser,False,False,,2.348224865618435,0.9044613943577288,8,5.651775134381565,0.009127625168069422
2026-01-23,0022500638,CLE,SAC,0.4998234132349738,1.0,0.2501766179479118,0.6935004164704567,Keegan Murray,0.1246576892693841,Mitchell,False,True,0.1136015281874817,2.164151905744543,0.8851527053629656,4,1.8358480942554571,0.013189901085445781
2026-01-23,0022500639,MEM,NOP,0.5595395737956889,1.0,0.19400538705208342,0.5806410230867884,Trey Murphy III,0.1408558669908234,Coward,False,False,0.0867106267693796,2.128058506626931,0.8809317602116442,7,4.871941493373069,0.014177245726297394
2026-01-23,0022500640,MIL,DEN,0.5297880954651782,1.0,0.22109923516626434,0.6352781722622697,Jamal Murray,0.1237628849662458,Turner,False,False,0.0846897165243208,2.1726850615862165,0.8861285458055207,5,2.8273149384137835,0.012966708080365399
2026-01-23,0022500641,OKC,IND,0.5297880954651782,1.0,0.22109923516626434,0.6352781722622697,Pascal Siakam,0.120746780665485,Holmgren,False,False,0.093707817772642,2.194398970415913,0.8885744885877596,3,0.805601029584087,0.012415644593479325
2026-01-23,0022500642,POR,TOR,0.5595395737956889,0.0,0.31308453464346114,0.8199346759973165,Deni Avdija,0.1183462844174928,Mamukelashvili,False,False,,2.2250296029363774,0.891935780430738,7,4.774970397063623,0.011677875551113678
