date,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,edge,ev,bookmaker,bookmaker_title,commence_time
2025-10-05,1628983.0,Shai Gilgeous-Alexander,OKC,ast,OVER,5.5,300,0.25,0.7835054237592037,0.5335054237592037,2.134021695036815,bovada,Bovada,2025-10-05T21:00:00+00:00
2025-10-05,1628983.0,Shai Gilgeous-Alexander,OKC,ast,OVER,7.5,1000,0.09090909090909091,0.49365183850851757,0.40274274759942663,4.430170223593693,bovada,Bovada,2025-10-05T21:00:00+00:00
2025-10-05,1630163.0,LaMelo Ball,CHA,ast,OVER,5.5,120,0.45454545454545453,0.8520388742764657,0.3974934197310112,0.8744855234082245,bovada,Bovada,2025-10-05T21:00:00+00:00
2025-10-05,1630163.0,LaMelo Ball,CHA,ast,OVER,7.5,350,0.2222222222222222,0.5968561588252429,0.3746339366030207,1.6858527147135933,bovada,Bovada,2025-10-05T21:00:00+00:00
2025-10-05,1628983.0,Shai Gilgeous-Alexander,OKC,ast,OVER,3.5,-140,0.5833333333333334,0.9434130214778873,0.36007968814455393,0.6172794653906639,bovada,Bovada,2025-10-05T21:00:00+00:00
2025-10-05,1630163.0,LaMelo Ball,CHA,ast,OVER,3.5,-310,0.7560975609756098,0.9674970794487113,0.21139951847310157,0.2795929115289408,bovada,Bovada,2025-10-05T21:00:00+00:00
2025-10-05,203110.0,Draymond Green,GSW,ast,OVER,5.5,430,0.18867924528301888,0.39764822196637517,0.2089689766833563,1.1075355764217885,bovada,Bovada,2025-10-06T00:30:00+00:00
2025-10-05,1630163.0,LaMelo Ball,CHA,ast,OVER,9.5,900,0.1,0.289521871457058,0.18952187145705798,1.89521871457058,bovada,Bovada,2025-10-05T21:00:00+00:00
2025-10-05,1628983.0,Shai Gilgeous-Alexander,OKC,ast,OVER,9.5,2500,0.038461538461538464,0.20727490451260522,0.16881336605106675,4.389147517327736,bovada,Bovada,2025-10-05T21:00:00+00:00
2025-10-05,203110.0,Draymond Green,GSW,ast,OVER,7.5,1200,0.07692307692307693,0.14469991917563396,0.06777684225255703,0.8810989492832415,bovada,Bovada,2025-10-06T00:30:00+00:00
2025-10-05,1630163.0,LaMelo Ball,CHA,ast,OVER,11.5,2000,0.047619047619047616,0.08774350281131538,0.04012445519226776,0.8426135590376229,bovada,Bovada,2025-10-05T21:00:00+00:00
2025-10-05,202710.0,Jimmy Butler III,GSW,pts,OVER,14.5,300,0.25,0.8358944296528781,0.5858944296528781,2.3435777186115123,bovada,Bovada,2025-10-06T00:30:00+00:00
2025-10-05,201939.0,Stephen Curry,GSW,pts,OVER,19.5,430,0.18867924528301888,0.7499393658434149,0.561260120560396,2.974678638970099,bovada,Bovada,2025-10-06T00:30:00+00:00
2025-10-05,202710.0,Jimmy Butler III,GSW,pts,OVER,19.5,950,0.09523809523809523,0.6221212572639699,0.5268831620258747,5.532273201271685,bovada,Bovada,2025-10-06T00:30:00+00:00
2025-10-05,1628983.0,Shai Gilgeous-Alexander,OKC,pts,OVER,24.5,320,0.23809523809523808,0.7557964006187347,0.5177011625234966,2.1743448825986857,bovada,Bovada,2025-10-05T21:00:00+00:00
2025-10-05,201939.0,Stephen Curry,GSW,pts,OVER,14.5,140,0.4166666666666667,0.91003419267997,0.4933675260133033,1.184082062431928,bovada,Bovada,2025-10-06T00:30:00+00:00
2025-10-05,1628983.0,Shai Gilgeous-Alexander,OKC,pts,OVER,19.5,125,0.4444444444444444,0.9130076525593038,0.4685632081148594,1.0542672182584336,bovada,Bovada,2025-10-05T21:00:00+00:00
2025-10-05,201939.0,Stephen Curry,GSW,pts,OVER,24.5,1200,0.07692307692307693,0.5030448129362353,0.42612173601315834,5.539582568171058,bovada,Bovada,2025-10-06T00:30:00+00:00
2025-10-05,1628983.0,Shai Gilgeous-Alexander,OKC,pts,OVER,29.5,800,0.1111111111111111,0.5104422160290909,0.3993311049179798,3.593979944261818,bovada,Bovada,2025-10-05T21:00:00+00:00
2025-10-05,202710.0,Jimmy Butler III,GSW,pts,OVER,9.5,-125,0.5555555555555556,0.9499521731221678,0.39439661756661226,0.7099139116199021,bovada,Bovada,2025-10-06T00:30:00+00:00
2025-10-05,1641764.0,Brandin Podziemski,GSW,pts,OVER,14.5,250,0.2857142857142857,0.6470280397149417,0.361313754000656,1.264598139002296,bovada,Bovada,2025-10-06T00:30:00+00:00
2025-10-05,202710.0,Jimmy Butler III,GSW,pts,OVER,24.5,2400,0.04,0.3610663552059533,0.32106635520595334,8.026658880148833,bovada,Bovada,2025-10-06T00:30:00+00:00
2025-10-05,1628983.0,Shai Gilgeous-Alexander,OKC,pts,OVER,14.5,-215,0.6825396825396826,0.978626713233411,0.29608703069372844,0.43380192869081147,bovada,Bovada,2025-10-05T21:00:00+00:00
2025-10-05,1641764.0,Brandin Podziemski,GSW,pts,OVER,9.5,-130,0.5652173913043478,0.8517516959951408,0.286534304690793,0.5069453082990952,bovada,Bovada,2025-10-06T00:30:00+00:00
2025-10-05,1641764.0,Brandin Podziemski,GSW,pts,OVER,19.5,900,0.1,0.38615387649311195,0.28615387649311197,2.8615387649311197,bovada,Bovada,2025-10-06T00:30:00+00:00
2025-10-05,201939.0,Stephen Curry,GSW,pts,OVER,9.5,-250,0.7142857142857143,0.9776588095880083,0.263373095302294,0.3687223334232117,bovada,Bovada,2025-10-06T00:30:00+00:00
2025-10-05,1630163.0,LaMelo Ball,CHA,pts,OVER,19.5,215,0.31746031746031744,0.5777705852537187,0.2603102677934013,0.8199773435492139,bovada,Bovada,2025-10-05T21:00:00+00:00
2025-10-05,1631096.0,Chet Holmgren,OKC,pts,OVER,14.5,275,0.26666666666666666,0.5224324594970378,0.2557657928303711,0.9591217231138915,bovada,Bovada,2025-10-05T21:00:00+00:00
2025-10-05,203110.0,Draymond Green,GSW,pts,OVER,9.5,250,0.2857142857142857,0.5408950231575425,0.25518073744325676,0.8931325810513986,bovada,Bovada,2025-10-06T00:30:00+00:00
2025-10-05,1630163.0,LaMelo Ball,CHA,pts,OVER,14.5,-130,0.5652173913043478,0.8058927830044031,0.24067539170005536,0.42581030839240563,bovada,Bovada,2025-10-05T21:00:00+00:00
2025-10-05,1641706.0,Brandon Miller,CHA,pts,OVER,14.5,115,0.46511627906976744,0.7038766094065604,0.23876033033679295,0.5133347102241047,bovada,Bovada,2025-10-05T21:00:00+00:00
2025-10-05,201939.0,Stephen Curry,GSW,pts,OVER,29.5,2700,0.03571428571428571,0.2549368464028272,0.2192225606885415,6.138231699279162,bovada,Bovada,2025-10-06T00:30:00+00:00
2025-10-05,1641706.0,Brandon Miller,CHA,pts,OVER,19.5,320,0.23809523809523808,0.4478545604380776,0.2097593223428395,0.880989153839926,bovada,Bovada,2025-10-05T21:00:00+00:00
2025-10-05,203110.0,Draymond Green,GSW,pts,OVER,14.5,1200,0.07692307692307693,0.28638460162286106,0.20946152469978413,2.7229998210971935,bovada,Bovada,2025-10-06T00:30:00+00:00
