game_id,expected_threes_0_3,prob_ge_1
0022500338,1.2290901766396376,0.7074413666904459
0022500339,1.1055506766964058,0.6689714576626897
0022500340,1.1568222875565874,0.6855160657324902
0022500341,1.3156642264266576,0.7317039452892498
0022500342,1.1894048198390474,0.6955976155781092
0022500343,1.3030667640737474,0.7283027174004579
0022500344,1.1723269737527888,0.6903544348234514
0022500345,1.2064628681725755,0.7007460898627893
0022500346,1.1392317037204587,0.679935168003676
0022500347,1.1974960090896531,0.6980506554908962
0022500348,1.217330311517639,0.7039806074752049
0022500349,1.1674019020350286,0.6888256466022868
