date,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,model_prob_raw,edge,ev,bookmaker,bookmaker_title,commence_time,home_team,away_team
2026-01-21,1628983.0,Shai Gilgeous-Alexander,OKC,ast,UNDER,10.5,128,0.43859649122807015,0.5998958054045659,0.9994790270228293,0.16129931417649573,0.36776243632241024,fanduel,FanDuel,2026-01-22T02:47:00Z,Milwaukee Bucks,Oklahoma City Thunder
2026-01-21,1642349.0,Ajay Mitchell,OKC,ast,UNDER,3.5,154,0.3937007874015748,0.5272785777791831,0.6363928888959152,0.13357779037760825,0.339287587559125,fanduel,FanDuel,2026-01-22T02:47:00Z,Milwaukee Bucks,Oklahoma City Thunder
2026-01-21,201942.0,DeMar DeRozan,SAC,ast,OVER,3.5,140,0.4166666666666667,0.5537078001275407,0.7685390006377035,0.13704113346087404,0.3288987203060977,fanduel,FanDuel,2026-01-22T03:12:00Z,Sacramento Kings,Toronto Raptors
2026-01-21,1631157.0,Ryan Rollins,MIL,ast,UNDER,4.5,144,0.4098360655737705,0.5415168975004659,0.7075844875023298,0.13168083192669544,0.32130122990113685,fanduel,FanDuel,2026-01-22T02:47:00Z,Milwaukee Bucks,Oklahoma City Thunder
2026-01-21,201942.0,DeMar DeRozan,SAC,ast,OVER,3.5,135,0.425531914893617,0.5537078001275407,0.7685390006377035,0.1281758852339237,0.30121333029972075,fanatics,Fanatics,2026-01-22T03:12:00Z,Sacramento Kings,Toronto Raptors
2026-01-21,1626171.0,Bobby Portis,MIL,ast,UNDER,2.5,114,0.4672897196261682,0.5931926899881571,0.9659634499407854,0.1259029703619889,0.26943235657465614,draftkings,DraftKings,2026-01-22T02:47:00Z,Milwaukee Bucks,Oklahoma City Thunder
2026-01-21,203507.0,Giannis Antetokounmpo,MIL,ast,UNDER,4.5,124,0.44642857142857145,0.5665127743798629,0.8325638718993148,0.12008420295129146,0.26898861461089296,draftkings,DraftKings,2026-01-22T02:47:00Z,Milwaukee Bucks,Oklahoma City Thunder
2026-01-21,1628983.0,Shai Gilgeous-Alexander,OKC,ast,UNDER,10.5,111,0.47393364928909953,0.5998958054045659,0.9994790270228293,0.12596215611546635,0.26578014940363404,williamhill_us,Caesars,2026-01-22T02:47:00Z,Milwaukee Bucks,Oklahoma City Thunder
2026-01-21,1628983.0,Shai Gilgeous-Alexander,OKC,ast,UNDER,10.5,110,0.47619047619047616,0.5998958054045659,0.9994790270228293,0.12370532921408972,0.25978119134958844,draftkings,DraftKings,2026-01-22T02:47:00Z,Milwaukee Bucks,Oklahoma City Thunder
2026-01-21,1631157.0,Ryan Rollins,MIL,ast,UNDER,4.5,129,0.4366812227074236,0.5415168975004659,0.7075844875023298,0.10483567479304234,0.24007369527606703,williamhill_us,Caesars,2026-01-22T02:47:00Z,Milwaukee Bucks,Oklahoma City Thunder
2026-01-21,1631157.0,Ryan Rollins,MIL,ast,UNDER,4.5,124,0.44642857142857145,0.5415168975004659,0.7075844875023298,0.09508832607189449,0.2129978504010437,draftkings,DraftKings,2026-01-22T02:47:00Z,Milwaukee Bucks,Oklahoma City Thunder
2026-01-21,201942.0,DeMar DeRozan,SAC,ast,UNDER,2.5,145,0.40816326530612246,0.42393702990872517,0.11968514954362575,0.015773764602602713,0.03864572327637661,draftkings,DraftKings,2026-01-22T03:12:00Z,Sacramento Kings,Toronto Raptors
2026-01-21,1630567.0,Scottie Barnes,TOR,ast,UNDER,6.5,-130,0.5652173913043478,0.5714409407019947,0.8572047035099732,0.00622354939764691,0.011010895088144457,draftkings,DraftKings,2026-01-22T03:12:00Z,Sacramento Kings,Toronto Raptors
2026-01-21,1630567.0,Scottie Barnes,TOR,ast,UNDER,6.5,-132,0.5689655172413793,0.5714409407019947,0.8572047035099732,0.002475423460615356,0.004350744264111861,williamhill_us,Caesars,2026-01-22T03:12:00Z,Sacramento Kings,Toronto Raptors
2026-01-21,1631157.0,Ryan Rollins,MIL,dd,YES,,2800,0.034482758620689655,0.40424731070991937,0.021236553549596773,0.3697645520892297,10.723172010587662,fanatics,Fanatics,2026-01-22T02:47:00Z,Milwaukee Bucks,Oklahoma City Thunder
2026-01-21,1631157.0,Ryan Rollins,MIL,dd,YES,,2500,0.038461538461538464,0.40424731070991937,0.021236553549596773,0.36578577224838094,9.510430078457905,fanduel,FanDuel,2026-01-22T02:47:00Z,Milwaukee Bucks,Oklahoma City Thunder
2026-01-21,1642347.0,Jamal Shead,TOR,dd,YES,,2000,0.047619047619047616,0.40196938248379077,0.009846912418953998,0.35435033486474316,7.441357032159606,fanduel,FanDuel,2026-01-22T03:12:00Z,Sacramento Kings,Toronto Raptors
2026-01-21,1642347.0,Jamal Shead,TOR,dd,YES,,1900,0.05,0.40196938248379077,0.009846912418953998,0.3519693824837908,7.039387649675815,fanatics,Fanatics,2026-01-22T03:12:00Z,Sacramento Kings,Toronto Raptors
