date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2026-02-22,Atlanta Hawks,Brooklyn Nets,ATL,BKN,115,104,5.369860649108887,236.63925120827395,11,219,-5.630139350891113,17.639251208273947
2026-02-22,Chicago Bulls,New York Knicks,CHI,NYK,99,105,1.4268388748168943,226.1640117251983,-6,204,7.4268388748168945,22.164011725198293
2026-02-22,Golden State Warriors,Denver Nuggets,GSW,DEN,128,117,2.472585916519165,232.10078160146583,11,245,-8.527414083480835,-12.899218398534174
2026-02-22,Indiana Pacers,Dallas Mavericks,IND,DAL,130,134,9.616636276245115,231.4731883304707,-4,264,13.616636276245115,-32.52681166952931
2026-02-22,Los Angeles Clippers,Orlando Magic,LAC,ORL,109,111,6.877169609069824,230.38030103640853,-2,220,8.877169609069824,10.380301036408525
2026-02-22,Los Angeles Lakers,Boston Celtics,LAL,BOS,89,111,-1.0967013835906982,231.40057177146275,-22,200,20.9032986164093,31.40057177146275
2026-02-22,Los Angeles Lakers,Boston Celtics,LAL,BOS,89,111,-1.0967013835906982,231.40057177146275,-22,200,20.9032986164093,31.40057177146275
2026-02-22,Los Angeles Lakers,Boston Celtics,LAL,BOS,89,111,-1.0967013835906982,231.40057177146275,-22,200,20.9032986164093,31.40057177146275
2026-02-22,Milwaukee Bucks,Toronto Raptors,MIL,TOR,94,122,9.156311988830566,234.84082037752324,-28,216,37.156311988830566,18.840820377523244
2026-02-22,Minnesota Timberwolves,Philadelphia 76ers,MIN,PHI,108,135,4.660545349121094,230.88805964206156,-27,243,31.660545349121094,-12.111940357938437
2026-02-22,Oklahoma City Thunder,Cleveland Cavaliers,OKC,CLE,121,113,-1.9558751583099363,228.7261465370053,8,234,-9.955875158309937,-5.273853462994708
2026-02-22,Phoenix Suns,Portland Trail Blazers,PHX,POR,77,92,11.732783317565918,235.97780442767677,-15,169,26.732783317565918,66.97780442767677
2026-02-22,Washington Wizards,Charlotte Hornets,WAS,CHA,112,129,-1.4362335205078125,224.52975814137795,-17,241,15.563766479492188,-16.470241858622046
