date,home_team,visitor_team,h1_total,q1_total,q2_total,q3_total,q4_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q1_spread,q1_home_spread_price,q1_away_spread_price,q2_spread,q2_home_spread_price,q2_away_spread_price,q3_spread,q3_home_spread_price,q3_away_spread_price,q4_spread,q4_home_spread_price,q4_away_spread_price
2026-02-06,Boston Celtics,Miami Heat,117.0,59.0,58.0,56.5,53.5,-3.0,-115.0,-105,-1.5,-115,-105.0,-1.5,-110,-110.0,-1.5,-110.0,-110.0,-1.5,-105.0,-115.0
2026-02-06,Detroit Pistons,New York Knicks,114.5,58.0,57.0,54.5,52.5,0.5,-110.0,-110,0.5,-115,-105.0,0.5,-115,-105.0,1.5,-140.0,120.0,1.5,-140.0,120.0
2026-02-06,Milwaukee Bucks,Indiana Pacers,108.5,54.5,53.5,58.5,55.5,-0.5,,-120,0.5,-120,,0.5,-120,,-1.5,115.0,-135.0,1.5,-140.0,120.0
2026-02-06,Minnesota Timberwolves,New Orleans Pelicans,121.0,61.0,59.5,59.5,56.5,-5.5,-115.0,-105,-3.0,-105,-115.0,-3.0,-105,-115.0,-2.5,-110.0,-110.0,-2.5,,-120.0
2026-02-06,Sacramento Kings,Los Angeles Clippers,108.0,54.5,53.0,58.5,56.0,2.0,-110.0,-110,1.0,-110,-110.0,1.0,-110,-110.0,1.5,-140.0,120.0,1.5,-120.0,
2026-02-06,Portland Trail Blazers,Memphis Grizzlies,119.5,60.5,59.0,,,-4.5,-110.0,-110,-2.5,-105,-115.0,-2.5,-105,-115.0,,,,,,
