date,game_id,home_team,visitor_team,commence_time,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,bookmaker,home_tri,away_tri,prob_home_tip,early_threes_expected,early_threes_prob_ge_1,first_basket_top5
2026-03-23,0022501042,Chicago Bulls,Houston Rockets,2026-03-24T00:10:00Z,299.6984807580648,-299.6984807580648,8.5,-8.5,-115,-105,229.5,-100.43391477913738,100.43391477913738,11,oddsapi_consensus,CHI,HOU,0.5,1.1931839428364408,0.6967458186626672,HOU: Amen Thompson (12.3%); HOU: Kevin Durant (11.9%); CHI: Matas Buzelis (10.7%); CHI: Josh Giddey (10.6%); HOU: Reed Sheppard (10.2%)
2026-03-23,0022501043,Utah Jazz,Toronto Raptors,2026-03-24T01:10:00Z,549.925766021569,-549.9257660215694,12.5,-12.5,-110,-110,231.0,-101.77291284499452,101.7729128449945,11,oddsapi_consensus,UTA,TOR,0.5299640517645717,1.1452946123879266,0.681869821108898,UTA: Kennedy Chandler (11.3%); TOR: Brandon Ingram (10.5%); TOR: Scottie Barnes (10.3%); UTA: Andersson Garcia (10.3%); UTA: Bez Mbeng (10.2%)
2026-03-23,0022501045,Portland Trail Blazers,Brooklyn Nets,2026-03-24T02:10:00Z,-685.2656976338588,685.2656976338594,-14.5,14.5,-110,-110,219.0,-100.30343120000973,100.30343120000973,11,oddsapi_consensus,POR,BKN,0.5448788923735801,1.2756581015185635,0.7207528652259427,POR: Toumani Camara (12.1%); BKN: Michael Porter Jr. (11.4%); POR: Jrue Holiday (11.2%); POR: Jerami Grant (11.1%); BKN: Egor Demin (9.7%)
2026-03-23,0022501040,Philadelphia 76ers,Oklahoma City Thunder,2026-03-23T23:10:00Z,703.8969271582023,-703.896927158202,15.0,-15.0,-110,-110,224.5,-100.9387118343934,100.9387118343934,11,oddsapi_consensus,PHI,OKC,,,,
2026-03-23,0022501037,Atlanta Hawks,Memphis Grizzlies,2026-03-23T23:40:00Z,-657.3097945428711,657.3097945428715,-14.0,14.0,-105,-115,239.5,-100.0,-100.0,11,oddsapi_consensus,ATL,MEM,0.440286350732807,1.268697063567849,0.7188022339907747,ATL: Jalen Johnson (11.5%); ATL: Nickeil Alexander-Walker (11.1%); MEM: Lawson Lovering (11.0%); ATL: Dyson Daniels (10.8%); MEM: Rayan Rupert (9.9%)
2026-03-23,0022501046,Los Angeles Clippers,Milwaukee Bucks,2026-03-24T02:40:00Z,-597.3343375796401,597.3343375796396,-13.5,13.5,-115,-105,222.5,-100.43093432132724,100.43093432132724,11,oddsapi_consensus,LAC,MIL,0.5299640517645717,1.1455697133937417,0.6819573270040593,MIL: Ryan Rollins (11.2%); MIL: Kevin Porter Jr. (11.1%); LAC: Derrick Jones Jr. (10.9%); LAC: Kawhi Leonard (10.8%); LAC: Bennedict Mathurin (10.5%)
2026-03-23,0022501038,Detroit Pistons,Los Angeles Lakers,2026-03-23T23:10:00Z,127.73222524894464,-127.7322252489447,2.5,-2.5,135,-180,226.5,100.7902978535788,-100.7902978535788,11,oddsapi_consensus,DET,LAL,0.4850044983805899,1.0530765181919592,0.6511371863629158,LAL: Luka Doncic (12.2%); LAL: Austin Reaves (12.1%); LAL: LeBron James (11.1%); DET: Cade Cunningham (10.8%); LAL: Marcus Smart (9.9%)
2026-03-23,0022501041,Miami Heat,San Antonio Spurs,2026-03-23T23:10:00Z,183.5537128710221,-183.5537128710221,5.0,-5.0,-110,-110,240.5,100.31382584044302,-100.31382584044306,11,oddsapi_consensus,MIA,SAS,0.440286350732807,1.2582874380085234,0.7158597821981725,MIA: Bam Adebayo (11.4%); MIA: Pelle Larsson (11.0%); SAS: Victor Wembanyama (10.6%); SAS: De'Aaron Fox (10.4%); SAS: Stephon Castle (10.3%)
2026-03-23,0022501044,Dallas Mavericks,Golden State Warriors,2026-03-24T01:40:00Z,115.89808492623575,-115.89808492623574,2.0,-2.0,-105,-115,231.0,-100.0,-100.0,11,oddsapi_consensus,DAL,GSW,0.4850044983805899,1.2153277754720897,0.7033872240339236,GSW: Brandin Podziemski (12.1%); GSW: Gui Santos (11.9%); DAL: Cooper Flagg (11.8%); DAL: Max Christie (10.7%); DAL: P.J. Washington (10.3%)
2026-03-23,0022501039,Orlando Magic,Indiana Pacers,2026-03-23T23:10:00Z,-581.3103070854808,581.3103070854806,-13.5,13.5,-110,-110,233.0,-100.1819174094961,100.1819174094961,11,oddsapi_consensus,ORL,IND,0.4700359482354282,1.2255138814641902,0.7063932175333608,ORL: Paolo Banchero (12.2%); ORL: Desmond Bane (12.0%); IND: Jarace Walker (11.0%); ORL: Wendell Carter Jr. (10.2%); ORL: Tristan da Silva (10.2%)
