event_id,commence_time,home_team,away_team,has_odds
072f959e31211e7c805451ce92a5f4e5,2025-10-23T23:40:00Z,Indiana Pacers,Oklahoma City Thunder,True
94f35a6d58c57801c32a564d04e32270,2025-10-24T02:10:00Z,Golden State Warriors,Denver Nuggets,True
