date,home_team,visitor_team,h1_total,q1_total,q2_total,q3_total,q4_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q1_spread,q1_home_spread_price,q1_away_spread_price,q2_spread,q2_home_spread_price,q2_away_spread_price,q3_spread,q3_home_spread_price,q4_spread,q4_home_spread_price,q4_away_spread_price,q3_away_spread_price
2026-03-11,Orlando Magic,Cleveland Cavaliers,110.5,55.5,54.5,59.0,56.5,2.0,-115,-105,1.0,-110.0,-110,1.0,-110.0,-110,1.5,-120.0,1.5,-135,115.0,
2026-03-11,New Orleans Pelicans,Toronto Raptors,114.0,57.5,56.5,61.5,58.5,0.5,-110,-110,0.5,-115.0,-105,0.5,-115.0,-105,1.5,-140.0,1.5,-135,115.0,120.0
2026-03-11,Utah Jazz,New York Knicks,118.0,59.5,58.5,56.5,55.5,8.5,-110,-110,4.5,-110.0,-110,4.0,-105.0,-115,4.5,-120.0,2.5,-105,-115.0,
2026-03-11,Sacramento Kings,Charlotte Hornets,108.0,54.5,53.5,59.5,56.5,7.5,-110,-110,4.0,-110.0,-110,3.5,-105.0,-115,3.5,,2.5,-110,-110.0,-120.0
2026-03-11,Denver Nuggets,Houston Rockets,111.5,56.5,55.5,60.5,57.5,-3.5,-110,-110,-2.0,-105.0,-115,-1.5,-115.0,-105,-1.5,-110.0,-1.5,-105,-115.0,-110.0
2026-03-11,Los Angeles Clippers,Minnesota Timberwolves,110.0,55.5,54.5,59.5,57.5,-0.5,-115,-105,-0.5,-105.0,-115,-0.5,-105.0,-115,-1.5,110.0,1.5,-145,125.0,-130.0
