date,home_tri,away_tri,home_pts,visitor_pts
2025-11-05,CLE,PHI,132,121
2025-11-05,DET,UTA,114,103
2025-11-05,IND,BKN,103,112
2025-11-05,BOS,WAS,136,107
2025-11-05,NYK,MIN,137,114
2025-11-05,MEM,HOU,109,124
2025-11-05,DAL,NOP,99,101
2025-11-05,DEN,MIA,122,112
2025-11-05,LAL,SAS,118,116
2025-11-05,POR,OKC,121,119
2025-11-05,SAC,GSW,121,116
