market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ML,Brooklyn Nets,Brooklyn Nets,Boston Celtics,2025-11-18,0.2069215087252222,406.6,0.1973943939992104,,,,,,High
TOTAL,Under,Brooklyn Nets,Boston Celtics,2025-11-18,,,,-3.3368682861328125,223.5,,,220.1631317138672,Medium
ML,Atlanta Hawks,Atlanta Hawks,Detroit Pistons,2025-11-18,0.19360250128979783,-111.42857142857144,0.5270270270270271,,,,,,High
TOTAL,Over,Atlanta Hawks,Detroit Pistons,2025-11-18,,,,6.234893798828068,228.5,,,234.73489379882807,High
ML,Orlando Magic,Orlando Magic,Golden State Warriors,2025-11-18,0.45376550812413285,133.5,0.4282655246252677,,,,,,High
ATS,Orlando Magic,Orlando Magic,Golden State Warriors,2025-11-18,,,,4.857304096221924,3.5,1.3573040962219238,-3.5,,High
TOTAL,Under,Orlando Magic,Golden State Warriors,2025-11-18,,,,-2.6697540283203125,223.5,,,220.8302459716797,Medium
ML,Memphis Grizzlies,San Antonio Spurs,Memphis Grizzlies,2025-11-18,0.8277587914521898,194.5,0.3395585738539898,,,,,,High
ATS,Memphis Grizzlies,San Antonio Spurs,Memphis Grizzlies,2025-11-18,,,,-7.238969564437866,6.0,-1.2389695644378662,6.0,,High
TOTAL,Under,San Antonio Spurs,Memphis Grizzlies,2025-11-18,,,,-2.6527557373046875,232.5,,,229.8472442626953,Medium
ML,Utah Jazz,Los Angeles Lakers,Utah Jazz,2025-11-18,0.37706323470049075,474.5,0.17406440382941687,,,,,,High
ATS,Utah Jazz,Los Angeles Lakers,Utah Jazz,2025-11-18,,,,-2.310824394226074,12.5,10.189175605773926,12.5,,Medium
TOTAL,Under,Los Angeles Lakers,Utah Jazz,2025-11-18,,,,-3.0513763427734375,237.5,,,234.44862365722656,Medium
ML,Portland Trail Blazers,Portland Trail Blazers,Phoenix Suns,2025-11-18,0.17060526782257818,-138.8,0.5812395309882747,,,,,,High
ATS,Portland Trail Blazers,Portland Trail Blazers,Phoenix Suns,2025-11-18,,,,2.3907151222229004,-2.5,4.8907151222229,2.5,,Medium
TOTAL,Under,Portland Trail Blazers,Phoenix Suns,2025-11-18,,,,-14.447799682617188,236.5,,,222.0522003173828,High
