player_id,player_name,stat,n,bias,adj,date,window_days
1630172,Patrick Williams,ast,19,-0.40626700000000016,-0.2858915925925927,2025-11-12,30
1629675,Naz Reid,ast,18,-0.34004845000000006,-0.23541815769230773,2025-11-12,30
1630581,Josh Giddey,ast,17,1.8,1.2240000000000002,2025-11-12,30
1628392,Isaiah Hartenstein,ast,14,-0.99341535,-0.6321734045454546,2025-11-12,30
1628991,Jaren Jackson Jr.,ast,14,-0.7878828,-0.5013799636363636,2025-11-12,30
1630583,Santi Aldama,ast,14,-0.75218545,-0.4786634681818182,2025-11-12,30
1642377,Jaylen Wells,ast,14,-0.1316227000000001,-0.08375990000000005,2025-11-12,30
1627759,Jaylen Brown,ast,13,0.19610210000000006,0.12139653809523814,2025-11-12,30
1628401,Derrick White,ast,13,0.1679719999999998,0.10398266666666654,2025-11-12,30
1629060,Rui Hachimura,ast,13,-0.47494839999999994,-0.29401567619047614,2025-11-12,30
1629628,RJ Barrett,ast,13,0.3479266000000001,0.2153831333333334,2025-11-12,30
1629674,Neemias Queta,ast,13,-0.39265020000000006,-0.24306917142857148,2025-11-12,30
1630193,Immanuel Quickley,ast,13,1.695614,1.0496658095238096,2025-11-12,30
1630202,Payton Pritchard,ast,13,-0.05851459999999964,-0.03622332380952359,2025-11-12,30
1630228,Jonathan Kuminga,ast,13,0.9110513,0.5639841380952382,2025-11-12,30
1630567,Scottie Barnes,ast,13,0.1684215,0.10426092857142857,2025-11-12,30
1641764,Brandin Podziemski,ast,13,-0.7271626000000002,-0.4501482761904763,2025-11-12,30
1642347,Jamal Shead,ast,13,-0.36778900000000014,-0.22767890476190486,2025-11-12,30
203484,Kentavious Caldwell-Pope,ast,12,0.6631039000000001,0.39786234000000004,2025-11-12,30
203497,Rudy Gobert,ast,12,-0.4348835000000001,-0.26093010000000005,2025-11-12,30
203897,Zach LaVine,ast,12,0.16565620000000014,0.09939372000000009,2025-11-12,30
203924,Jerami Grant,ast,12,-0.22874264999999994,-0.13724558999999995,2025-11-12,30
1626162,Kelly Oubre Jr.,ast,12,-0.47168769999999993,-0.28301261999999994,2025-11-12,30
1626171,Bobby Portis,ast,12,-1.21969345,-0.73181607,2025-11-12,30
1627741,Buddy Hield,ast,12,-0.15422154999999993,-0.09253292999999996,2025-11-12,30
1627826,Ivica Zubac,ast,12,-0.5516261,-0.33097566,2025-11-12,30
1627884,Derrick Jones Jr.,ast,12,-0.601225715,-0.360735429,2025-11-12,30
1628970,Miles Bridges,ast,12,0.38511934999999986,0.2310716099999999,2025-11-12,30
1628976,Wendell Carter Jr.,ast,12,-0.18063554999999998,-0.10838132999999998,2025-11-12,30
1628978,Donte DiVincenzo,ast,12,0.22231384999999992,0.13338830999999995,2025-11-12,30
1628983,Shai Gilgeous-Alexander,ast,12,-1.5637632091607467,-0.938257925496448,2025-11-12,30
1629004,Svi Mykhailiuk,ast,12,0.020519164236727505,0.012311498542036503,2025-11-12,30
1629018,Gary Trent Jr.,ast,12,-0.14869620000000006,-0.08921772000000003,2025-11-12,30
1629023,P.J. Washington,ast,12,0.18717894999999984,0.1123073699999999,2025-11-12,30
1630183,Jaden McDaniels,ast,12,0.1391800453882398,0.08350802723294388,2025-11-12,30
1630188,Jalen Smith,ast,12,-0.5413866638328152,-0.3248319982996891,2025-11-12,30
1630230,Naji Marshall,ast,12,0.003154749999999984,0.0018928499999999902,2025-11-12,30
1630532,Franz Wagner,ast,12,-0.3235011000000001,-0.19410066000000006,2025-11-12,30
1630596,Evan Mobley,ast,12,0.9809667500000001,0.58858005,2025-11-12,30
1631094,Paolo Banchero,ast,12,-0.6613047679861315,-0.39678286079167885,2025-11-12,30
1631101,Shaedon Sharpe,ast,12,-1.254068772959568,-0.7524412637757408,2025-11-12,30
1631105,Jalen Duren,ast,12,-0.9537650880791433,-0.5722590528474859,2025-11-12,30
1631108,Max Christie,ast,12,0.05968914999999997,0.03581348999999998,2025-11-12,30
1631157,Ryan Rollins,ast,12,0.3712287000000001,0.22273722000000004,2025-11-12,30
1631260,AJ Green,ast,12,-0.12155195237752625,-0.07293117142651574,2025-11-12,30
1641710,Anthony Black,ast,12,-0.20704794999999998,-0.12422876999999999,2025-11-12,30
1641717,Cason Wallace,ast,12,-0.38565039999999984,-0.23139023999999989,2025-11-12,30
1641730,Noah Clowney,ast,12,0.4833595699999999,0.2900157419999999,2025-11-12,30
1641783,Tristan da Silva,ast,12,-1.0203471,-0.61220826,2025-11-12,30
1641824,Matas Buzelis,ast,12,-0.77956057927544,-0.46773634756526394,2025-11-12,30
1642259,Alex Sarr,ast,12,0.6968397,0.41810381999999996,2025-11-12,30
1642276,Kel'el Ware,ast,12,-0.7839467,-0.47036802,2025-11-12,30
201942,DeMar DeRozan,ast,11,-0.7393198000000001,-0.42802725263157904,2025-11-12,30
202710,Jimmy Butler III,ast,11,-0.6458656999999999,-0.373922247368421,2025-11-12,30
203084,Harrison Barnes,ast,11,0.14364409999999994,0.08316237368421049,2025-11-12,30
203110,Draymond Green,ast,11,0.5586609999999999,0.3234353157894736,2025-11-12,30
203468,CJ McCollum,ast,11,-0.27171160000000016,-0.15730671578947378,2025-11-12,30
203952,Andrew Wiggins,ast,11,-0.1710014000000002,-0.0990008105263159,2025-11-12,30
1626220,Royce O'Neale,ast,11,0.3257346000000001,0.18858318947368427,2025-11-12,30
1627742,Brandon Ingram,ast,11,0.4888458,0.2830159894736842,2025-11-12,30
1628374,Lauri Markkanen,ast,11,0.1820867302498952,0.10541863330257091,2025-11-12,30
1628378,Donovan Mitchell,ast,11,-0.05143930000000019,-0.029780647368421162,2025-11-12,30
1628398,Kyle Kuzma,ast,11,-1.2039065,-0.6969985000000001,2025-11-12,30
1628960,Grayson Allen,ast,11,1.372487,0.7945977368421053,2025-11-12,30
1628969,Mikal Bridges,ast,11,1.1764765000000001,0.6811179736842107,2025-11-12,30
1628973,Jalen Brunson,ast,11,0.8821297000000001,0.5107066684210527,2025-11-12,30
1629028,Deandre Ayton,ast,11,-0.9435371955490703,-0.5462583763705144,2025-11-12,30
1629111,Jock Landale,ast,11,-0.2684021000000001,-0.15539068947368426,2025-11-12,30
1629611,Terance Mann,ast,11,0.11541500000000005,0.06681921052631581,2025-11-12,30
1629630,Ja Morant,ast,11,1.3678036000000002,0.7918862947368422,2025-11-12,30
1629640,Keldon Johnson,ast,11,-0.7708002,-0.4462527473684211,2025-11-12,30
