date,game_id,player_id,player_name,team_abbr,pts,reb,ast,threes,stl,blk,tov,pra
2026-05-18,401856918,4898384,Kiki Iriafen,WSH,9.0,10.0,2.0,1.0,1.0,0.0,2.0,21.0
2026-05-18,401856918,4398911,Shakira Austin,WSH,12.0,4.0,1.0,0.0,1.0,0.0,4.0,17.0
2026-05-18,401856918,4433524,Sonia Citron,WSH,7.0,1.0,1.0,1.0,1.0,0.0,5.0,9.0
2026-05-18,401856918,4583144,Cotie McMahon,WSH,7.0,1.0,1.0,1.0,0.0,0.0,4.0,9.0
2026-05-18,401856918,4704180,Georgia Amoore,WSH,3.0,1.0,3.0,1.0,0.0,0.0,2.0,7.0
2026-05-18,401856918,4433411,Angela Dugalic,WSH,2.0,3.0,1.0,0.0,0.0,1.0,0.0,6.0
2026-05-18,401856918,5105737,Lauren Betts,WSH,11.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0
2026-05-18,401856918,4433523,Rori Harmon,WSH,2.0,1.0,2.0,0.0,0.0,0.0,1.0,5.0
2026-05-18,401856918,4433815,Lucy Olsen,WSH,8.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0
2026-05-18,401856918,5122345,Cassandre Prosper,WSH,6.0,0.0,3.0,1.0,0.0,0.0,0.0,9.0
2026-05-18,401856918,5278157,Alex Wilson,WSH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2026-05-18,401856918,3906949,Jessica Shepard,DAL,12.0,16.0,6.0,0.0,0.0,0.0,0.0,34.0
2026-05-18,401856918,3913881,Alanna Smith,DAL,3.0,1.0,1.0,1.0,2.0,0.0,2.0,5.0
2026-05-18,401856918,2529047,Odyssey Sims,DAL,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0
2026-05-18,401856918,3904577,Arike Ogunbowale,DAL,16.0,0.0,3.0,2.0,3.0,0.0,0.0,19.0
2026-05-18,401856918,4433730,Paige Bueckers,DAL,18.0,3.0,7.0,4.0,0.0,0.0,1.0,28.0
2026-05-18,401856918,924,Alysha Clark,DAL,3.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0
2026-05-18,401856918,4399415,Maddy Siegrist,DAL,10.0,0.0,2.0,2.0,0.0,0.0,0.0,12.0
2026-05-18,401856918,4790266,Awak Kuier,DAL,9.0,3.0,4.0,0.0,3.0,1.0,0.0,16.0
2026-05-18,401856918,4336633,Li Yueru,DAL,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0
2026-05-18,401856918,4433790,Azzi Fudd,DAL,12.0,2.0,3.0,0.0,1.0,0.0,1.0,17.0
2026-05-18,401856918,4433807,Aziaha James,DAL,8.0,2.0,0.0,1.0,1.0,0.0,0.0,10.0
2026-05-18,401856919,4433408,Aaliyah Edwards,CON,12.0,2.0,0.0,0.0,2.0,1.0,2.0,14.0
2026-05-18,401856919,4433635,Diamond Miller,CON,3.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0
2026-05-18,401856919,2490553,Brittney Griner,CON,16.0,5.0,4.0,0.0,0.0,2.0,2.0,25.0
2026-05-18,401856919,3922628,Kennedy Burke,CON,0.0,6.0,3.0,0.0,2.0,1.0,1.0,9.0
2026-05-18,401856919,4433412,Hailey Van Lith,CON,12.0,1.0,3.0,1.0,0.0,1.0,2.0,16.0
2026-05-18,401856919,4684384,Aneesah Morrow,CON,12.0,12.0,4.0,1.0,1.0,1.0,4.0,28.0
2026-05-18,401856919,5105732,Raegan Beers,CON,4.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0
2026-05-18,401856919,5345319,Nell Angloma,CON,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-05-18,401856919,4433514,Saniya Rivers,CON,9.0,3.0,6.0,0.0,4.0,0.0,1.0,18.0
2026-05-18,401856919,4703609,Charlisse Leger-Walker,CON,10.0,1.0,2.0,3.0,0.0,0.0,4.0,13.0
2026-05-18,401856919,4898898,Gianna Kneepkens,CON,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
2026-05-18,401856919,3906972,Bridget Carleton,POR,18.0,5.0,3.0,2.0,3.0,1.0,2.0,26.0
2026-05-18,401856919,4398729,Emily Engstler,POR,15.0,3.0,2.0,2.0,2.0,1.0,2.0,20.0
2026-05-18,401856919,5209202,Nyadiew Puoch,POR,10.0,4.0,0.0,0.0,1.0,0.0,1.0,14.0
2026-05-18,401856919,4682797,Luisa Geiselsoder,POR,2.0,2.0,4.0,0.0,0.0,0.0,2.0,8.0
2026-05-18,401856919,4068159,Sug Sutton,POR,12.0,1.0,5.0,1.0,1.0,0.0,2.0,18.0
2026-05-18,401856919,3934218,Megan Gustafson,POR,3.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0
2026-05-18,401856919,5108550,Serah Williams,POR,3.0,5.0,0.0,0.0,0.0,1.0,0.0,8.0
2026-05-18,401856919,4433690,Holly Winterburn,POR,2.0,1.0,4.0,0.0,1.0,0.0,1.0,7.0
2026-05-18,401856919,4595910,Haley Jones,POR,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0
2026-05-18,401856919,4703794,Sarah Ashlee Barker,POR,18.0,4.0,3.0,2.0,2.0,0.0,2.0,25.0
