date,home_tri,away_tri,home_pts,visitor_pts
2025-11-09,MIL,HOU,115,122
2025-11-09,NYK,BKN,134,98
2025-11-09,ORL,BOS,107,111
2025-11-09,MEM,OKC,100,114
2025-11-09,PHI,DET,108,111
2025-11-09,GSW,IND,114,83
2025-11-09,SAC,MIN,117,144
