event_id,commence_time,home_team,away_team,has_odds
2213458a287cb0b1ffa4d46d3ed430b3,2026-03-04T00:10:00Z,Charlotte Hornets,Dallas Mavericks,True
b6df29b0fdf2fd3b00b97b1e81870cca,2026-03-04T00:10:00Z,Cleveland Cavaliers,Detroit Pistons,True
7a292e434c91c398eb8db7bf1008b671,2026-03-04T00:10:00Z,Orlando Magic,Washington Wizards,True
637bb875ffdc47533ca3ed42d7bbcaa7,2026-03-04T00:40:00Z,Miami Heat,Brooklyn Nets,True
6e039621e88bb0b022d5b0d3eafd9596,2026-03-04T00:40:00Z,Toronto Raptors,New York Knicks,True
6178a340912ea77ebb5169a9c65f3ec7,2026-03-04T01:10:00Z,Chicago Bulls,Oklahoma City Thunder,True
5b3a7e855054866a44f6443710ea000b,2026-03-04T01:10:00Z,Minnesota Timberwolves,Memphis Grizzlies,True
fe9fbae6e69b1684995b2fa8f45fb691,2026-03-04T01:10:00Z,Philadelphia 76ers,San Antonio Spurs,True
63d7f24774bdc95465206323a257aa73,2026-03-04T03:40:00Z,Los Angeles Lakers,New Orleans Pelicans,True
1da265a6a1035935a4d2f806af7c3a74,2026-03-04T04:10:00Z,Sacramento Kings,Phoenix Suns,True
