player,team,plays,ladders
Aaron Gordon,DEN,"[{'market': 'pa', 'side': 'UNDER', 'line': 19.5, 'price': -115.0, 'edge': 0.1860765531900921, 'ev': 0.3478822516162589, 'ev_pct': 34.78822516162589, 'book': 'fanatics'}, {'market': 'pa', 'side': 'UNDER', 'line': 19.5, 'price': -118.0, 'edge': 0.1796758704505998, 'ev': 0.331943557273142, 'ev_pct': 33.1943557273142, 'book': 'betmgm'}, {'market': 'pr', 'side': 'UNDER', 'line': 23.5, 'price': 105.0, 'edge': 0.197017107517485, 'ev': 0.4038850704108443, 'ev_pct': 40.38850704108443, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 22.5, 'price': 125.0, 'edge': 0.1951701847033782, 'ev': 0.4391329155826009, 'ev_pct': 43.91329155826009, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 24.5, 'price': -118.0, 'edge': 0.1861336354522337, 'ev': 0.3438740044795503, 'ev_pct': 34.38740044795503, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 24.5, 'price': -120.0, 'edge': 0.181963493667413, 'ev': 0.3335997383902572, 'ev_pct': 33.35997383902572, 'book': 'fanatics'}, {'market': 'pr', 'side': 'UNDER', 'line': 24.5, 'price': -120.0, 'edge': 0.181963493667413, 'ev': 0.3335997383902572, 'ev_pct': 33.35997383902572, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 24.5, 'price': -126.0, 'edge': 0.1698959152281531, 'ev': 0.3047339431870048, 'ev_pct': 30.473394318700482, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 23.5, 'price': -115.0, 'edge': 0.149938264636033, 'ev': 0.2803193643195398, 'ev_pct': 28.03193643195398, 'book': 'betmgm'}, {'market': 'pra', 'side': 'UNDER', 'line': 25.5, 'price': -110.0, 'edge': 0.1480195432106168, 'ev': 0.2825827643111775, 'ev_pct': 28.25827643111775, 'book': 'fanatics'}, {'market': 'pra', 'side': 'UNDER', 'line': 25.5, 'price': -118.0, 'edge': 0.1305446633504159, 'ev': 0.2411757339863615, 'ev_pct': 24.11757339863615, 'book': 'betonlineag'}, {'market': 'pts', 'side': 'UNDER', 'line': 14.5, 'price': 190.0, 'edge': 0.2080042382004255, 'ev': 0.6032122907812342, 'ev_pct': 60.321229078123416, 'book': 'bovada'}, {'market': 'pts', 'side': 'UNDER', 'line': 15.5, 'price': 150.0, 'edge': 0.2049391400174928, 'ev': 0.5123478500437321, 'ev_pct': 51.23478500437321, 'book': 'bovada'}, {'market': 'pts', 'side': 'UNDER', 'line': 17.5, 'price': 100.0, 'edge': 0.2029206371773404, 'ev': 0.4058412743546808, 'ev_pct': 40.58412743546808, 'book': 'fanatics'}, {'market': 'pts', 'side': 'UNDER', 'line': 16.5, 'price': 120.0, 'edge': 0.200686936171661, 'ev': 0.4415112595776542, 'ev_pct': 44.151125957765416, 'book': 'bovada'}, {'market': 'pts', 'side': 'UNDER', 'line': 18.5, 'price': -122.0, 'edge': 0.1977936532875349, 'ev': 0.3599195986051866, 'ev_pct': 35.991959860518655, 'book': 'betrivers'}, {'market': 'pts', 'side': 'UNDER', 'line': 17.5, 'price': -103.0, 'edge': 0.195531474615764, 'ev': 0.3853678577378651, 'ev_pct': 38.536785773786505, 'book': 'draftkings'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 120.0, 'edge': 0.3096821098700786, 'ev': 0.6813006417141729, 'ev_pct': 68.13006417141729, 'book': 'fanatics'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 115.0, 'edge': 0.2991112853457657, 'ev': 0.6430892634933962, 'ev_pct': 64.30892634933963, 'book': 'betmgm'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 114.0, 'edge': 0.2969378447893649, 'ev': 0.6354469878492409, 'ev_pct': 63.544698784924094, 'book': 'fanduel'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 112.0, 'edge': 0.292529451207986, 'ev': 0.6201624365609304, 'ev_pct': 62.01624365609304, 'book': 'betonlineag'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 111.0, 'edge': 0.2902939151264336, 'ev': 0.6125201609167751, 'ev_pct': 61.25201609167751, 'book': 'williamhill_us'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 110.0, 'edge': 0.288037088225057, 'ev': 0.6048778852726198, 'ev_pct': 60.487788527261976, 'book': 'betrivers'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 110.0, 'edge': 0.288037088225057, 'ev': 0.6048778852726198, 'ev_pct': 60.487788527261976, 'book': 'bovada'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 109.0, 'edge': 0.2857586648940021, 'ev': 0.5972356096284644, 'ev_pct': 59.72356096284644, 'book': 'draftkings'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': -290.0, 'edge': 0.1881927020389515, 'ev': 0.2530867372247969, 'ev_pct': 25.30867372247969, 'book': 'bovada'}]",[]
Ajay Mitchell,OKC,"[{'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 125.0, 'edge': 0.1415407033840965, 'ev': 0.3184665826142171, 'ev_pct': 31.846658261421712, 'book': 'betmgm'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 124.0, 'edge': 0.1395565763999695, 'ev': 0.3126067311359317, 'ev_pct': 31.260673113593167, 'book': 'draftkings'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 124.0, 'edge': 0.1395565763999695, 'ev': 0.3126067311359317, 'ev_pct': 31.260673113593167, 'book': 'betonlineag'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 120.0, 'edge': 0.1314396932830864, 'ev': 0.2891673252227901, 'ev_pct': 28.91673252227901, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 120.0, 'edge': 0.1314396932830864, 'ev': 0.2891673252227901, 'ev_pct': 28.91673252227901, 'book': 'fanatics'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': -115.0, 'edge': 0.1491547336641857, 'ev': 0.2788545020678254, 'ev_pct': 27.88545020678254, 'book': 'betonlineag'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': -115.0, 'edge': 0.1491547336641857, 'ev': 0.2788545020678254, 'ev_pct': 27.88545020678254, 'book': 'fanatics'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': -118.0, 'edge': 0.1427540509246935, 'ev': 0.2637320601829083, 'ev_pct': 26.37320601829083, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': -118.0, 'edge': 0.1427540509246935, 'ev': 0.2637320601829083, 'ev_pct': 26.37320601829083, 'book': 'williamhill_us'}]",[]
Alperen Sengun,HOU,"[{'market': 'pr', 'side': 'UNDER', 'line': 32.5, 'price': -110.0, 'edge': 0.1991057304589029, 'ev': 0.3801109399669965, 'ev_pct': 38.01109399669965, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 32.5, 'price': -115.0, 'edge': 0.1880315333381942, 'ev': 0.3515372145018413, 'ev_pct': 35.15372145018413, 'book': 'fanatics'}, {'market': 'pr', 'side': 'UNDER', 'line': 32.5, 'price': -115.0, 'edge': 0.1880315333381942, 'ev': 0.3515372145018413, 'ev_pct': 35.15372145018413, 'book': 'betmgm'}, {'market': 'pr', 'side': 'UNDER', 'line': 31.5, 'price': 100.0, 'edge': 0.1800100635666291, 'ev': 0.3600201271332583, 'ev_pct': 36.00201271332583, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 30.5, 'price': 120.0, 'edge': 0.1800050986796189, 'ev': 0.3960112170951616, 'ev_pct': 39.601121709516164, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 32.5, 'price': -120.0, 'edge': 0.1774607088138813, 'ev': 0.325344632825449, 'ev_pct': 32.5344632825449, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 32.5, 'price': -120.0, 'edge': 0.1774607088138813, 'ev': 0.325344632825449, 'ev_pct': 32.5344632825449, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 16.5, 'price': -105.0, 'edge': 0.184444190777254, 'ev': 0.3601053248508293, 'ev_pct': 36.01053248508293, 'book': 'fanatics'}, {'market': 'ra', 'side': 'UNDER', 'line': 16.5, 'price': -106.0, 'edge': 0.182076205932357, 'ev': 0.3538462115289204, 'ev_pct': 35.38462115289204, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 16.5, 'price': -110.0, 'edge': 0.1728297889189497, 'ev': 0.3299477788452677, 'ev_pct': 32.99477788452677, 'book': 'betmgm'}, {'market': 'ra', 'side': 'UNDER', 'line': 17.5, 'price': -160.0, 'edge': 0.1642123786344712, 'ev': 0.2668451152810158, 'ev_pct': 26.684511528101577, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 16.5, 'price': -114.0, 'edge': 0.1639290323546418, 'ev': 0.3077264291569591, 'ev_pct': 30.772642915695908, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 16.5, 'price': -115.0, 'edge': 0.161755591798241, 'ev': 0.3024126281445375, 'ev_pct': 30.24126281445375, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 15.5, 'price': 125.0, 'edge': 0.1576165368142301, 'ev': 0.3546372078320178, 'ev_pct': 35.46372078320178, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': 170.0, 'edge': 0.264720311493764, 'ev': 0.7147448410331629, 'ev_pct': 71.4744841033163, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': 105.0, 'edge': 0.2635311798028427, 'ev': 0.5402389185958275, 'ev_pct': 54.023891859582754, 'book': 'fanatics'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': 105.0, 'edge': 0.2635311798028427, 'ev': 0.5402389185958275, 'ev_pct': 54.023891859582754, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': 102.0, 'edge': 0.2562865529011281, 'ev': 0.5176988368602788, 'ev_pct': 51.76988368602788, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': 102.0, 'edge': 0.2562865529011281, 'ev': 0.5176988368602788, 'ev_pct': 51.76988368602788, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': 102.0, 'edge': 0.2562865529011281, 'ev': 0.5176988368602788, 'ev_pct': 51.76988368602788, 'book': 'betonlineag'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': 101.0, 'edge': 0.2538236200406779, 'ev': 0.5101854762817626, 'ev_pct': 51.01854762817626, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': 100.0, 'edge': 0.2513360578516231, 'ev': 0.5026721157032463, 'ev_pct': 50.26721157032463, 'book': 'betmgm'}, {'market': 'reb', 'side': 'UNDER', 'line': 10.5, 'price': -150.0, 'edge': 0.2442389729447817, 'ev': 0.4070649549079694, 'ev_pct': 40.70649549079694, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': -103.0, 'edge': 0.2439468952900467, 'ev': 0.4807885412027136, 'ev_pct': 48.07885412027136, 'book': 'betrivers'}, {'market': 'reb', 'side': 'UNDER', 'line': 11.5, 'price': -245.0, 'edge': 0.2006016662028923, 'ev': 0.2824798973061138, 'ev_pct': 28.24798973061138, 'book': 'bovada'}]",[]
Andre Drummond,PHI,"[{'market': 'pa', 'side': 'UNDER', 'line': 12.5, 'price': 100.0, 'edge': 0.1637724999540298, 'ev': 0.3275449999080597, 'ev_pct': 32.75449999080597, 'book': 'fanatics'}, {'market': 'pa', 'side': 'UNDER', 'line': 12.5, 'price': -107.0, 'edge': 0.1468642873936434, 'ev': 0.2841206307521886, 'ev_pct': 28.412063075218857, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 12.5, 'price': -115.0, 'edge': 0.1288887790237973, 'ev': 0.2409659781749253, 'ev_pct': 24.09659781749253, 'book': 'betmgm'}, {'market': 'pr', 'side': 'UNDER', 'line': 24.5, 'price': -105.0, 'edge': 0.3364453273119269, 'ev': 0.6568694485613811, 'ev_pct': 65.68694485613811, 'book': 'fanatics'}, {'market': 'pr', 'side': 'UNDER', 'line': 24.5, 'price': -111.0, 'edge': 0.3225740985522459, 'ev': 0.6131813945452603, 'ev_pct': 61.31813945452603, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 24.5, 'price': -115.0, 'edge': 0.3137567283329139, 'ev': 0.5865886660137085, 'ev_pct': 58.65886660137085, 'book': 'betmgm'}, {'market': 'pr', 'side': 'UNDER', 'line': 24.5, 'price': -120.0, 'edge': 0.303185903808601, 'ev': 0.5558408236491018, 'ev_pct': 55.58408236491018, 'book': 'fanduel'}, {'market': 'pra', 'side': 'UNDER', 'line': 26.5, 'price': -118.0, 'edge': 0.1901321327561582, 'ev': 0.351261058820699, 'ev_pct': 35.1261058820699, 'book': 'betonlineag'}, {'market': 'pra', 'side': 'UNDER', 'line': 26.5, 'price': -120.0, 'edge': 0.1859619909713376, 'ev': 0.3409303167807855, 'ev_pct': 34.09303167807855, 'book': 'fanatics'}, {'market': 'pra', 'side': 'UNDER', 'line': 26.5, 'price': -122.0, 'edge': 0.1818669868763334, 'ev': 0.3309382875946396, 'ev_pct': 33.09382875946396, 'book': 'draftkings'}, {'market': 'pra', 'side': 'UNDER', 'line': 26.5, 'price': -125.0, 'edge': 0.1758609808703274, 'ev': 0.3165497655665894, 'ev_pct': 31.654976556658944, 'book': 'betmgm'}, {'market': 'ra', 'side': 'UNDER', 'line': 14.5, 'price': -105.0, 'edge': 0.366722663530445, 'ev': 0.7159823430832498, 'ev_pct': 71.59823430832498, 'book': 'betmgm'}, {'market': 'ra', 'side': 'UNDER', 'line': 14.5, 'price': -110.0, 'edge': 0.3551082616721407, 'ev': 0.6779339541013596, 'ev_pct': 67.79339541013596, 'book': 'fanatics'}, {'market': 'ra', 'side': 'UNDER', 'line': 14.5, 'price': -111.0, 'edge': 0.3528514347707641, 'ev': 0.6707356102399209, 'ev_pct': 67.07356102399208, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 12.5, 'price': 108.0, 'edge': 0.4293819470074765, 'ev': 0.8931144497755512, 'ev_pct': 89.31144497755513, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 13.5, 'price': -125.0, 'edge': 0.3974792808045134, 'ev': 0.7154627054481243, 'ev_pct': 71.54627054481243, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 13.5, 'price': -125.0, 'edge': 0.3974792808045134, 'ev': 0.7154627054481243, 'ev_pct': 71.54627054481243, 'book': 'betmgm'}, {'market': 'reb', 'side': 'UNDER', 'line': 13.5, 'price': -127.0, 'edge': 0.3935634707213025, 'ev': 0.7034559673522494, 'ev_pct': 70.34559673522493, 'book': 'betonlineag'}, {'market': 'reb', 'side': 'UNDER', 'line': 13.5, 'price': -129.0, 'edge': 0.3897160590674926, 'ev': 0.6918215312128357, 'ev_pct': 69.18215312128358, 'book': 'betrivers'}, {'market': 'reb', 'side': 'UNDER', 'line': 13.5, 'price': -130.0, 'edge': 0.3878174450557212, 'ev': 0.6861385566370453, 'ev_pct': 68.61385566370453, 'book': 'fanatics'}, {'market': 'reb', 'side': 'UNDER', 'line': 13.5, 'price': -132.0, 'edge': 0.3840693191186897, 'ev': 0.6750309245116365, 'ev_pct': 67.50309245116365, 'book': 'draftkings'}]",[]
Ben Sheppard,IND,"[{'market': 'pa', 'side': 'OVER', 'line': 8.5, 'price': 100.0, 'edge': 0.1778127993505525, 'ev': 0.355625598701105, 'ev_pct': 35.5625598701105, 'book': 'fanatics'}, {'market': 'pr', 'side': 'OVER', 'line': 10.5, 'price': 105.0, 'edge': 0.1932888335554755, 'ev': 0.3962421087887249, 'ev_pct': 39.62421087887249, 'book': 'fanatics'}, {'market': 'pra', 'side': 'OVER', 'line': 11.5, 'price': -114.0, 'edge': 0.1727148758863792, 'ev': 0.3242191529796943, 'ev_pct': 32.42191529796943, 'book': 'betonlineag'}, {'market': 'pra', 'side': 'OVER', 'line': 11.5, 'price': -115.0, 'edge': 0.1705414353299784, 'ev': 0.3188383356169161, 'ev_pct': 31.88383356169161, 'book': 'fanatics'}, {'market': 'pra', 'side': 'OVER', 'line': 11.5, 'price': -120.0, 'edge': 0.1599706108056655, 'ev': 0.2932794531437201, 'ev_pct': 29.327945314372013, 'book': 'betmgm'}]",[]
Brandon Ingram,TOR,"[{'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 128.0, 'edge': 0.1747951585437063, 'ev': 0.3985329614796504, 'ev_pct': 39.85329614796504, 'book': 'betonlineag'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 125.0, 'edge': 0.1689472053273321, 'ev': 0.3801312119864971, 'ev_pct': 38.013121198649706, 'book': 'fanatics'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 122.0, 'edge': 0.162941199321326, 'ev': 0.3617294624933438, 'ev_pct': 36.17294624933438, 'book': 'draftkings'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 122.0, 'edge': 0.162941199321326, 'ev': 0.3617294624933438, 'ev_pct': 36.17294624933438, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 117.0, 'edge': 0.1525621566842189, 'ev': 0.3310598800047549, 'ev_pct': 33.10598800047549, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 115.0, 'edge': 0.148275370702009, 'ev': 0.3187920470093194, 'ev_pct': 31.87920470093194, 'book': 'betmgm'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 114.0, 'edge': 0.1461019301456083, 'ev': 0.3126581305116016, 'ev_pct': 31.26581305116016, 'book': 'betrivers'}]",[]
Brandon Williams,DAL,"[{'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': -106.0, 'edge': 0.1521105960060305, 'ev': 0.2956111582758706, 'ev_pct': 29.56111582758706, 'book': 'draftkings'}, {'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': -109.0, 'edge': 0.1451426023236781, 'ev': 0.2783009530793461, 'ev_pct': 27.83009530793461, 'book': 'betonlineag'}, {'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': -110.0, 'edge': 0.1428641789926231, 'ev': 0.2727407053495533, 'ev_pct': 27.27407053495533, 'book': 'fanatics'}, {'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': -113.0, 'edge': 0.1361572708772643, 'ev': 0.2566504309456399, 'ev_pct': 25.665043094563988, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': -114.0, 'edge': 0.1339634224283152, 'ev': 0.2514751964882408, 'ev_pct': 25.14751964882408, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 18.5, 'price': -105.0, 'edge': 0.1320948776601042, 'ev': 0.2578995230506796, 'ev_pct': 25.78995230506796, 'book': 'fanatics'}, {'market': 'pa', 'side': 'UNDER', 'line': 18.5, 'price': -106.0, 'edge': 0.1297268928152072, 'ev': 0.2521107539616291, 'ev_pct': 25.211075396162908, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 18.5, 'price': -111.0, 'edge': 0.1182236489004232, 'ev': 0.2247314407026063, 'ev_pct': 22.47314407026063, 'book': 'draftkings'}, {'market': 'ra', 'side': 'OVER', 'line': 7.5, 'price': 106.0, 'edge': 0.1150037635385456, 'ev': 0.2369077528894041, 'ev_pct': 23.69077528894041, 'book': 'draftkings'}, {'market': 'ra', 'side': 'OVER', 'line': 7.5, 'price': 105.0, 'edge': 0.1126357786936487, 'ev': 0.2309033463219798, 'ev_pct': 23.09033463219798, 'book': 'fanatics'}, {'market': 'ra', 'side': 'OVER', 'line': 7.5, 'price': 102.0, 'edge': 0.1053911517919341, 'ev': 0.2128901266197069, 'ev_pct': 21.28901266197069, 'book': 'fanduel'}, {'market': 'reb', 'side': 'OVER', 'line': 2.5, 'price': -101.0, 'edge': 0.3017599171323517, 'ev': 0.600532112312898, 'ev_pct': 60.05321123128981, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 2.5, 'price': -105.0, 'edge': 0.292052357370187, 'ev': 0.5701974596275079, 'ev_pct': 57.01974596275079, 'book': 'fanatics'}, {'market': 'reb', 'side': 'OVER', 'line': 2.5, 'price': -109.0, 'edge': 0.2827163788429376, 'ev': 0.5420892034694859, 'ev_pct': 54.20892034694859, 'book': 'betonlineag'}, {'market': 'reb', 'side': 'OVER', 'line': 2.5, 'price': -110.0, 'edge': 0.2804379555118826, 'ev': 0.535381551431776, 'ev_pct': 53.538155143177605, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'OVER', 'line': 2.5, 'price': -114.0, 'edge': 0.2715371989475748, 'ev': 0.5097277243401841, 'ev_pct': 50.97277243401841, 'book': 'fanduel'}, {'market': 'reb', 'side': 'OVER', 'line': 2.5, 'price': -114.0, 'edge': 0.2715371989475748, 'ev': 0.5097277243401841, 'ev_pct': 50.97277243401841, 'book': 'betrivers'}]",[]
C.J. McCollum,WAS,"[{'market': 'ra', 'side': 'UNDER', 'line': 6.5, 'price': 105.0, 'edge': 0.1171900981877229, 'ev': 0.240239701284832, 'ev_pct': 24.0239701284832, 'book': 'betmgm'}, {'market': 'ra', 'side': 'UNDER', 'line': 6.5, 'price': 100.0, 'edge': 0.1049949762365034, 'ev': 0.2099899524730069, 'ev_pct': 20.99899524730069, 'book': 'draftkings'}]",[]
Cameron Johnson,DEN,"[{'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': 122.0, 'edge': 0.1491305608321809, 'ev': 0.3310698450474417, 'ev_pct': 33.10698450474417, 'book': 'betonlineag'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': 120.0, 'edge': 0.1450355567371768, 'ev': 0.319078224821789, 'ev_pct': 31.9078224821789, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': 120.0, 'edge': 0.1450355567371768, 'ev': 0.319078224821789, 'ev_pct': 31.9078224821789, 'book': 'fanatics'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': 120.0, 'edge': 0.1450355567371768, 'ev': 0.319078224821789, 'ev_pct': 31.9078224821789, 'book': 'bovada'}]",[]
Cason Wallace,OKC,"[{'market': 'pr', 'side': 'OVER', 'line': 11.5, 'price': -107.0, 'edge': 0.1190616648185084, 'ev': 0.2303342487610395, 'ev_pct': 23.03342487610395, 'book': 'draftkings'}]",[]
