date,home_tri,away_tri,home_pts,visitor_pts
2026-01-17,DAL,UTA,138,120
2026-01-17,ATL,BOS,106,132
2026-01-17,DET,IND,121,78
2026-01-17,NYK,PHX,99,106
2026-01-17,MIA,OKC,122,120
2026-01-17,SAS,MIN,126,123
2026-01-17,GSW,CHA,136,116
2026-01-17,DEN,WAS,121,115
2026-01-17,POR,LAL,132,116
