date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2026-03-21,Atlanta Hawks,Golden State Warriors,ATL,GSW,126,110,-5.734112739562988,246.78009268222743,16,236,-21.73411273956299,10.780092682227433
2026-03-21,Charlotte Hornets,Memphis Grizzlies,CHA,MEM,124,101,-15.28091526031494,243.5923711009501,23,225,-38.28091526031494,18.59237110095009
2026-03-21,Dallas Mavericks,Los Angeles Clippers,DAL,LAC,131,138,-10.126472473144531,246.46326048488768,-7,269,-3.1264724731445312,-22.536739515112316
2026-03-21,Houston Rockets,Miami Heat,HOU,MIA,123,122,2.571368455886841,250.11192509717253,1,245,1.5713684558868408,5.111925097172531
2026-03-21,New Orleans Pelicans,Cleveland Cavaliers,NOP,CLE,106,111,-8.006847381591797,243.47436285627745,-5,217,-3.006847381591797,26.474362856277452
2026-03-21,Orlando Magic,Los Angeles Lakers,ORL,LAL,104,105,2.528798341751098,240.85055398844608,-1,209,3.528798341751098,31.85055398844608
2026-03-21,Phoenix Suns,Milwaukee Bucks,PHX,MIL,105,108,-6.044088363647461,244.8509126977894,-3,213,-3.044088363647461,31.850912697789397
2026-03-21,San Antonio Spurs,Indiana Pacers,SAS,IND,134,119,-10.139257431030272,244.5254534012765,15,253,-25.139257431030273,-8.474546598723492
2026-03-21,Utah Jazz,Philadelphia 76ers,UTA,PHI,116,126,-0.4101302623748779,245.494971469429,-10,242,9.589869737625122,3.4949714694290037
2026-03-21,Washington Wizards,Oklahoma City Thunder,WAS,OKC,111,132,2.961212635040283,247.40202924544568,-21,243,23.961212635040283,4.402029245445675
