date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,books_h2h,books_spreads,books_totals,bookmaker
2026-02-11,2026-02-12T02:10:00Z,Utah Jazz,Sacramento Kings,-182.43037862652628,182.43037862652628,-5.5,5.5,,,230.0,100.62102158049991,-100.62102158049993,11,11,9,7,oddsapi_consensus
2026-02-11,2026-02-12T00:10:00Z,Cleveland Cavaliers,Washington Wizards,-769.6379636654694,769.6379636654685,-17.5,17.5,,,240.0,-100.0,-100.0,11,11,9,7,oddsapi_consensus
2026-02-11,2026-02-12T01:10:00Z,New Orleans Pelicans,Miami Heat,-109.94343273638863,109.94343273638867,-1.5,1.5,,,233.0,100.87051142546245,-100.87051142546247,11,11,11,5,oddsapi_consensus
2026-02-11,2026-02-12T01:10:00Z,Minnesota Timberwolves,Portland Trail Blazers,-233.5403707564527,233.5403707564527,-7.0,7.0,,,236.5,-100.24772096710265,100.24772096710265,11,11,6,7,oddsapi_consensus
2026-02-11,2026-02-12T03:00:00Z,Golden State Warriors,San Antonio Spurs,213.53318285067542,-213.53318285067542,7.5,-7.5,,,220.5,100.44248188931032,-100.44248188931032,11,11,8,9,oddsapi_consensus
2026-02-11,2026-02-12T02:10:00Z,Denver Nuggets,Memphis Grizzlies,-550.0205449255866,550.0205449255864,-14.0,14.0,,,238.5,-100.87028429538258,100.87028429538256,11,11,6,7,oddsapi_consensus
2026-02-11,2026-02-12T00:00:00Z,Orlando Magic,Milwaukee Bucks,-398.7380738172056,398.7380738172056,-10.5,10.5,,,220.5,100.05230180232012,-100.05230180232012,11,11,8,8,oddsapi_consensus
2026-02-11,2026-02-12T00:10:00Z,Charlotte Hornets,Atlanta Hawks,-143.8825735814497,143.88257358144975,-3.5,3.5,,,234.0,-100.72490032620514,100.72490032620514,11,11,10,6,oddsapi_consensus
2026-02-11,2026-02-12T00:40:00Z,Brooklyn Nets,Indiana Pacers,-198.36154072710187,198.36154072710187,-6.5,6.5,,,215.0,-100.0,-100.0,11,11,10,6,oddsapi_consensus
2026-02-11,2026-02-12T02:00:00Z,Phoenix Suns,Oklahoma City Thunder,249.80026375237296,-249.8002637523729,8.0,-8.0,,,214.0,-100.0,-100.0,11,11,7,6,oddsapi_consensus
2026-02-11,2026-02-12T00:30:00Z,Toronto Raptors,Detroit Pistons,-104.11830825588302,104.11830825588304,-1.0,1.0,,,223.0,100.62102158049991,-100.62102158049993,10,10,8,7,oddsapi_consensus
2026-02-11,2026-02-12T01:10:00Z,Houston Rockets,Los Angeles Clippers,-283.827899647398,283.8278996473979,-8.5,8.5,,,211.5,-100.22603978300181,100.22603978300181,11,11,8,8,oddsapi_consensus
2026-02-11,2026-02-12T00:30:00Z,Philadelphia 76ers,New York Knicks,-123.78891236582339,123.7889123658234,-2.0,2.0,,,224.5,-100.87932190216891,100.87932190216893,11,11,6,8,oddsapi_consensus
2026-02-11,2026-02-12T00:40:00Z,Boston Celtics,Chicago Bulls,-509.1610078489915,509.1610078489919,-13.5,13.5,,,226.5,-100.76923337488427,100.7692333748843,11,11,9,9,oddsapi_consensus
