date,game_id,home_team,visitor_team,commence_time,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,bookmaker,home_tri,away_tri,prob_home_tip,early_threes_expected,early_threes_prob_ge_1
2026-05-15,0401856911,Indiana Fever,Washington Mystics,2026-05-15T23:30:00Z,-323.5168198421607,323.51681984216066,-8.5,8.5,,,170.0,-100.50309743516164,100.50309743516164,11,oddsapi_consensus,IND,WSH,0.5,0.0,0.0
2026-05-15,0401856910,Connecticut Sun,Las Vegas Aces,2026-05-15T23:30:00Z,806.2002879712717,-806.2002879712719,15.0,-15.0,,,171.5,-100.2933367928713,100.29333679287132,11,oddsapi_consensus,CON,LVA,0.5,0.0,0.0
2026-05-15,0401856913,Phoenix Mercury,Chicago Sky,2026-05-16T02:00:00Z,-157.87007966679403,157.87007966679406,-4.0,4.0,,,166.5,100.69553121196311,-100.69553121196311,11,oddsapi_consensus,PHX,CHI,0.5,0.0,0.0
2026-05-15,0401856912,Los Angeles Sparks,Toronto Tempo,2026-05-16T02:00:00Z,-279.32841776930564,279.32841776930564,-7.5,7.5,,,170.5,102.52543576720068,-102.52543576720068,11,oddsapi_consensus,LAS,TOR,0.5,0.0,0.0
