market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ATS,Portland Trail Blazers,Portland Trail Blazers,Minnesota Timberwolves,2026-02-24,0.21200117051069522,-105.0,0.5121951219512195,3.690394163131714,6.0,-2.309605836868286,-6.0,,High
TOTAL,Under,Portland Trail Blazers,Minnesota Timberwolves,2026-02-24,0.43825468022209557,-110.0,0.5238095238095238,-10.962203979492188,234.0,,,223.0377960205078,High
ATS,New York Knicks,Cleveland Cavaliers,New York Knicks,2026-02-24,0.5691824554690488,-105.0,0.5121951219512195,-10.260137557983398,16.0,5.739862442016602,16.0,,High
TOTAL,Over,Cleveland Cavaliers,New York Knicks,2026-02-24,0.8176068102493319,-110.0,0.5238095238095238,26.645797729492188,198.0,,,224.6457977294922,High
ATS,Chicago Bulls,Chicago Bulls,Charlotte Hornets,2026-02-24,0.8694677938604429,-115.0,0.5348837209302325,46.56659984588623,32.5,14.06659984588623,-32.5,,High
TOTAL,Under,Chicago Bulls,Charlotte Hornets,2026-02-24,0.40061422741377883,-110.0,0.5238095238095238,-9.982482910156278,233.5,,,223.51751708984372,High
ATS,Golden State Warriors,New Orleans Pelicans,Golden State Warriors,2026-02-24,0.5829321051968734,-115.0,0.5348837209302325,-12.267807006835938,3.5,-8.767807006835938,3.5,,High
TOTAL,Over,New Orleans Pelicans,Golden State Warriors,2026-02-24,0.5559652417421609,-110.0,0.5238095238095238,14.3453369140625,210.0,,,224.3453369140625,High
ATS,Milwaukee Bucks,Milwaukee Bucks,Miami Heat,2026-02-24,0.474557948881583,-120.0,0.5454545454545454,10.285162925720215,4.0,6.285162925720215,-4.0,,High
TOTAL,Under,Milwaukee Bucks,Miami Heat,2026-02-24,0.5928512590552533,-110.0,0.5238095238095238,-15.544021606445312,248.0,,,232.4559783935547,High
ATS,Boston Celtics,Phoenix Suns,Boston Celtics,2026-02-24,-0.013356467629230095,-115.0,0.5348837209302325,-0.8350667953491211,-5.5,-6.335066795349121,-5.5,,Low
TOTAL,Over,Phoenix Suns,Boston Celtics,2026-02-24,0.7281190610522067,-110.0,0.5238095238095238,20.98870849609372,195.5,,,216.48870849609372,High
ATS,Orlando Magic,Los Angeles Lakers,Orlando Magic,2026-02-24,0.2520242426153263,-110.0,0.5238095238095238,-4.813052415847778,6.0,1.1869475841522217,6.0,,High
TOTAL,Under,Los Angeles Lakers,Orlando Magic,2026-02-24,0.277670440150925,-110.0,0.5238095238095238,-7.0057525634765625,228.5,,,221.49424743652344,High
