event_id,commence_time,home_team,away_team,has_odds
e3c70531715a7b1b9ce284c384c8bd0d,2026-01-11T20:10:00Z,Orlando Magic,New Orleans Pelicans,True
7895da09d75f61761b080b8763233dbf,2026-01-11T20:40:00Z,Memphis Grizzlies,Brooklyn Nets,True
ee0ac8f02833830683b95a6d680bf8f5,2026-01-11T23:10:00Z,Portland Trail Blazers,New York Knicks,True
c392141a8f0eb03db56a0f0dca86dd14,2026-01-11T23:10:00Z,Toronto Raptors,Philadelphia 76ers,True
1b53cc188b7e6da183c7ee206c966a12,2026-01-12T00:10:00Z,Oklahoma City Thunder,Miami Heat,True
5b2d4eaa5c0cd6a8c34752502a77927e,2026-01-12T00:10:00Z,Minnesota Timberwolves,San Antonio Spurs,True
230cc244629492f81d1e9b5b482ea05a,2026-01-12T01:10:00Z,Denver Nuggets,Milwaukee Bucks,True
da88ede61ab04b8f3bb31d18bb33b03e,2026-01-12T01:10:00Z,Phoenix Suns,Washington Wizards,True
337fdea46a5e7e784adb5058e364491e,2026-01-12T01:40:00Z,Golden State Warriors,Atlanta Hawks,True
36fcfef1bd63f4ffa34b87ba9251e130,2026-01-12T02:10:00Z,Sacramento Kings,Houston Rockets,True
