date,game_id,team,player_id,player_name,prob_first_basket,fair_decimal,fair_american,rank,cum_prob
2025-12-18,0022500369,LAC,201935,James Harden,0.1177362453541967,8.493561154354877,749,1,0.1177362453541967
2025-12-18,0022500369,OKC,1628983,Shai Gilgeous-Alexander,0.1104275619518481,9.055710207892208,806,2,0.2281638073060448
2025-12-18,0022500369,LAC,1627826,Ivica Zubac,0.1093747026645168,9.142881997743878,814,3,0.3375385099705616
2025-12-18,0022500370,SAS,1641705,Victor Wembanyama,0.1094170743363689,9.139341424226075,814,1,0.1094170743363689
2025-12-18,0022500370,SAS,1628368,De'Aaron Fox,0.1072765622237443,9.321700651763267,832,2,0.2166936365601132
2025-12-18,0022500370,SAS,1630170,Devin Vassell,0.1055724193390451,9.472170916046803,847,3,0.3222660558991583
2025-12-18,0022500371,ATL,1630552,Jalen Johnson,0.1121957232964509,8.912995706242157,791,1,0.1121957232964509
2025-12-18,0022500371,CHA,1628970,Miles Bridges,0.1110504516040336,9.00491610394926,800,2,0.22324617490048448
2025-12-18,0022500371,ATL,1630700,Dyson Daniels,0.1093007309628405,9.149069646569654,815,3,0.33254690586332497
2025-12-18,0022500372,NYK,1628973,Jalen Brunson,0.1097751134827956,9.109532828282834,811,1,0.1097751134827956
2025-12-18,0022500372,NYK,1628969,Mikal Bridges,0.1086175838208236,9.206612454661188,821,2,0.2183926973036192
2025-12-18,0022500372,IND,1627783,Pascal Siakam,0.1063677374355821,9.401346913161662,840,3,0.3247604347392013
2025-12-18,0022500373,MIA,203952,Andrew Wiggins,0.1087991510715498,9.191248186691897,819,1,0.1087991510715498
2025-12-18,0022500373,BKN,1629008,Michael Porter Jr.,0.107955108461534,9.2631095855581,826,2,0.2167542595330838
2025-12-18,0022500373,MIA,1629639,Tyler Herro,0.1044039535779309,9.578181340168921,858,3,0.3211582131110147
2025-12-18,0022500374,TOR,1627742,Brandon Ingram,0.1119772243497914,8.93038745875882,793,1,0.1119772243497914
2025-12-18,0022500374,TOR,1630567,Scottie Barnes,0.1110066741929134,9.008467349108631,801,2,0.22298389854270478
2025-12-18,0022500374,TOR,1630193,Immanuel Quickley,0.1059532808280154,9.438122087254774,844,3,0.3289371793707202
2025-12-18,0022500375,HOU,1641708,Amen Thompson,0.1135948569858181,8.803215449488583,780,1,0.1135948569858181
2025-12-18,0022500375,HOU,1630578,Alperen Sengun,0.1128469709871601,8.861558190283915,786,2,0.22644182797297818
2025-12-18,0022500375,HOU,201142,Kevin Durant,0.1115123813171411,8.967614072880401,797,3,0.33795420929011927
2025-12-18,0022500376,DET,1630595,Cade Cunningham,0.1176180078373649,8.502099452175212,750,1,0.1176180078373649
2025-12-18,0022500376,DAL,1642843,Cooper Flagg,0.1116137319128001,8.959471051297388,796,2,0.22923173975016498
2025-12-18,0022500376,DAL,1629023,P.J. Washington,0.1043333292662024,9.584664910371442,858,3,0.3335650690163674
2025-12-18,0022500377,DEN,203999,Nikola Jokić,0.1109695671227954,9.01147968697969,801,1,0.1109695671227954
2025-12-18,0022500377,DEN,1627750,Jamal Murray,0.1109695671227954,9.01147968697969,801,2,0.2219391342455908
2025-12-18,0022500377,ORL,1630217,Desmond Bane,0.105847894794051,9.447519026672255,845,3,0.3277870290396418
2025-12-18,0022500378,PHX,1626164,Devin Booker,0.1160411356983189,8.617633686383225,762,1,0.1160411356983189
2025-12-18,0022500378,GSW,201939,Stephen Curry,0.1053776770370128,9.48967587934929,849,2,0.2214188127353317
2025-12-18,0022500378,GSW,202710,Jimmy Butler III,0.104947895052945,9.528537942523874,853,3,0.3263667077882767
2025-12-18,0022500379,LAL,1629029,Luka Dončić,0.1163150613458427,8.597338886549466,760,1,0.1163150613458427
2025-12-18,0022500379,LAL,1630559,Austin Reaves,0.1150477059558759,8.692046414063473,769,2,0.23136276730171862
2025-12-18,0022500379,UTA,1628374,Lauri Markkanen,0.1104212720438906,9.0562260467577,806,3,0.3417840393456092
2025-12-18,0022500380,SAC,1631099,Keegan Murray,0.1139084361738612,8.778981027126699,778,1,0.1139084361738612
2025-12-18,0022500380,POR,1630166,Deni Avdija,0.1055239292671646,9.476523542524733,848,2,0.2194323654410258
2025-12-18,0022500380,POR,201950,Jrue Holiday,0.1028729719139962,9.720726264582103,872,3,0.322305337355022
