date,game_id,team,player_id,player_name,prob_first_basket,fair_decimal,fair_american,rank,cum_prob
2025-12-05,0022500338,LAL,1629029,Luka Dončić,0.1168198208177184,8.560191181600642,756,1,0.1168198208177184
2025-12-05,0022500338,LAL,1630559,Austin Reaves,0.1165118212901387,8.582820085781611,758,2,0.23333164210785712
2025-12-05,0022500338,BOS,1627759,Jaylen Brown,0.1057506949387837,9.456202633740363,846,3,0.3390823370466408
2025-12-05,0022500339,ORL,1630532,Franz Wagner,0.110276216856862,9.068138430047844,807,1,0.110276216856862
2025-12-05,0022500339,MIA,203952,Andrew Wiggins,0.1056498309475352,9.465230479134334,847,2,0.2159260478043972
2025-12-05,0022500339,ORL,1630217,Desmond Bane,0.1054815987326506,9.480326540504564,848,3,0.3214076465370478
2025-12-05,0022500340,DEN,203999,Nikola Jokić,0.1100295771604466,9.088465354563589,809,1,0.1100295771604466
2025-12-05,0022500340,ATL,1630552,Jalen Johnson,0.1100145663040809,9.089705423516321,809,2,0.2200441434645275
2025-12-05,0022500340,DEN,1627750,Jamal Murray,0.1100145663040809,9.089705423516321,809,3,0.3300587097686084
2025-12-05,0022500341,SAS,1641705,Victor Wembanyama,0.1096091495287409,9.123325965938522,812,1,0.1096091495287409
2025-12-05,0022500341,CLE,1628378,Donovan Mitchell,0.1086658694123145,9.2025215038373,820,2,0.2182750189410554
2025-12-05,0022500341,CLE,1630596,Evan Mobley,0.1083365788989439,9.230492693818563,823,3,0.32661159783999927
2025-12-05,0022500342,DET,1630595,Cade Cunningham,0.1166156053822323,8.575181655339254,758,1,0.1166156053822323
2025-12-05,0022500342,POR,1630166,Deni Avdija,0.1089379303990703,9.179539177371174,818,2,0.2255535357813026
2025-12-05,0022500342,POR,1641739,Toumani Camara,0.1080721985018591,9.253073536602455,825,3,0.3336257342831617
2025-12-05,0022500343,UTA,1628374,Lauri Markkanen,0.1129682235581687,8.852046783625733,785,1,0.1129682235581687
2025-12-05,0022500343,NYK,1628969,Mikal Bridges,0.1113047021938583,8.98434639588101,798,2,0.224272925752027
2025-12-05,0022500343,NYK,1628973,Jalen Brunson,0.1104848806602508,9.051012174915353,805,3,0.3347578064122778
2025-12-05,0022500344,CHA,1628970,Miles Bridges,0.1125658421299654,8.88368959071463,788,1,0.1125658421299654
2025-12-05,0022500344,TOR,1627742,Brandon Ingram,0.110352883241434,9.061838446143398,806,2,0.2229187253713994
2025-12-05,0022500344,TOR,1630567,Scottie Barnes,0.1097884183655187,9.108428875172415,811,3,0.3327071437369181
2025-12-05,0022500345,IND,1627783,Pascal Siakam,0.1116490088856018,8.956640188580836,796,1,0.1116490088856018
2025-12-05,0022500345,CHI,1630581,Josh Giddey,0.1107537332639794,9.029041013150493,803,2,0.2224027421495812
2025-12-05,0022500345,IND,1631097,Bennedict Mathurin,0.1042123020484722,9.59579608494658,860,3,0.32661504419805343
2025-12-05,0022500346,HOU,1641708,Amen Thompson,0.1128090143045524,8.864539825694099,786,1,0.1128090143045524
2025-12-05,0022500346,HOU,1630578,Alperen Sengun,0.1118266426270091,8.942412796344415,794,2,0.2246356569315615
2025-12-05,0022500346,HOU,201142,Kevin Durant,0.1112584080292144,8.98808474535622,799,3,0.3358940649607759
2025-12-05,0022500347,LAC,201935,James Harden,0.1212729789202533,8.245859950859954,725,1,0.1212729789202533
2025-12-05,0022500347,LAC,1627826,Ivica Zubac,0.1118497406933417,8.940566100566105,794,2,0.233122719613595
2025-12-05,0022500347,LAC,202695,Kawhi Leonard,0.1084082102104697,9.224393595822168,822,3,0.3415309298240647
2025-12-05,0022500348,PHI,1630178,Tyrese Maxey,0.1260295801476369,7.9346451747958975,693,1,0.1260295801476369
2025-12-05,0022500348,PHI,1642845,VJ Edgecombe,0.1098834417657332,9.10055222088836,810,2,0.2359130219133701
2025-12-05,0022500348,PHI,1626162,Kelly Oubre Jr.,0.1096218145234338,9.122271915926282,812,3,0.3455348364368039
2025-12-05,0022500349,DAL,1642843,Cooper Flagg,0.1109571516600854,9.012488019370542,801,1,0.1109571516600854
2025-12-05,0022500349,OKC,1628983,Shai Gilgeous-Alexander,0.1100623359208912,9.085760279690627,809,2,0.22101948758097661
2025-12-05,0022500349,OKC,1631114,Jalen Williams,0.1049917133987905,9.524561202289322,852,3,0.3260112009797671
