market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ATS,Washington Wizards,Washington Wizards,Toronto Raptors,2026-02-28,0.5372043508635549,-110.0,0.5238095238095238,10.324215173721313,13.0,-2.6757848262786865,-13.0,,High
TOTAL,Under,Washington Wizards,Toronto Raptors,2026-02-28,0.23085873878335583,101.3421940052676,0.4966668834322117,-4.5244598388671875,227.0,,,222.4755401611328,High
ATS,Miami Heat,Miami Heat,Houston Rockets,2026-02-28,0.16323376224899078,-110.0,0.5238095238095238,3.3303446769714355,2.5,0.8303446769714355,-2.5,,High
TOTAL,Over,Miami Heat,Houston Rockets,2026-02-28,0.20321779988464506,100.39390521940912,0.4990171726555809,4.0712127685546875,225.5,,,229.5712127685547,High
ATS,Portland Trail Blazers,Charlotte Hornets,Portland Trail Blazers,2026-02-28,0.7474993215431511,-110.0,0.5238095238095238,-16.494003295898438,7.5,-8.994003295898438,7.5,,High
TOTAL,Under,Charlotte Hornets,Portland Trail Blazers,2026-02-28,0.3967784451476093,-100.34716195105015,0.500866400970369,-8.371978759765597,228.5,,,220.1280212402344,High
ATS,Utah Jazz,Utah Jazz,New Orleans Pelicans,2026-02-28,0.4140931801135306,-110.0,0.5238095238095238,7.746632933616638,6.5,1.2466329336166382,-6.5,,High
TOTAL,Under,Utah Jazz,New Orleans Pelicans,2026-02-28,0.5215983568371632,-100.0,0.5,-11.342010498046875,245.5,,,234.15798950195312,High
ATS,Golden State Warriors,Golden State Warriors,Los Angeles Lakers,2026-02-28,0.4115572563281059,-110.0,0.5238095238095238,7.697485446929932,4.5,3.197485446929932,-4.5,,High
TOTAL,Under,Golden State Warriors,Los Angeles Lakers,2026-02-28,0.37294091638860194,-100.0,0.5,-7.77392578125,230.0,,,222.22607421875,High
