date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,books_h2h,books_spreads,books_totals,bookmaker
2026-02-19,2026-02-20T00:40:00Z,New York Knicks,Detroit Pistons,-161.04196743242173,161.04196743242176,-4.5,4.5,-105,-115,222.0,100.72490032620514,-100.72490032620514,11,11,10,6,oddsapi_consensus
2026-02-19,2026-02-20T03:40:00Z,Los Angeles Clippers,Denver Nuggets,156.35638771655374,-156.3563877165537,4.0,-4.0,-105,-115,226.0,-100.0,-100.0,11,11,8,6,oddsapi_consensus
2026-02-19,2026-02-20T00:10:00Z,Cleveland Cavaliers,Brooklyn Nets,-742.2234160806188,742.2234160806191,-16.5,16.5,-110,-110,229.5,-101.30540892032221,101.30540892032222,11,11,11,8,oddsapi_consensus
2026-02-19,2026-02-20T01:10:00Z,Chicago Bulls,Toronto Raptors,192.6058013546582,-192.6058013546581,5.5,-5.5,-110,-110,231.5,-100.0,-100.0,11,11,6,5,oddsapi_consensus
2026-02-19,2026-02-20T03:10:00Z,Golden State Warriors,Boston Celtics,192.27889941208701,-192.27889941208701,5.5,-5.5,-115,-105,212.5,101.22052241651811,-101.22052241651811,11,11,10,5,oddsapi_consensus
2026-02-19,2026-02-20T00:10:00Z,Charlotte Hornets,Houston Rockets,166.17280453626847,-166.1728045362685,4.5,-4.5,240,-340,216.5,100.27347946799837,-100.2734794679984,11,11,10,11,oddsapi_consensus
2026-02-19,2026-02-20T00:00:00Z,Washington Wizards,Indiana Pacers,121.79482449758419,-121.79482449758419,2.5,-2.5,-110,-110,232.5,-100.0,-100.0,11,11,8,10,oddsapi_consensus
2026-02-19,2026-02-20T01:40:00Z,San Antonio Spurs,Phoenix Suns,-253.58540373507716,253.58540373507725,-7.5,7.5,-105,-115,229.5,-100.24772096710265,100.24772096710265,11,11,9,7,oddsapi_consensus
2026-02-19,2026-02-20T00:10:00Z,Philadelphia 76ers,Atlanta Hawks,-106.73894138643136,106.73894138643134,-1.0,1.0,-110,-110,238.0,100.1819174094961,-100.1819174094961,11,11,7,7,oddsapi_consensus
2026-02-19,2026-02-20T03:10:00Z,Sacramento Kings,Orlando Magic,314.27270324804016,-314.27270324804033,8.5,-8.5,-105,-115,224.0,-101.87170282895816,101.87170282895816,11,11,9,5,oddsapi_consensus
