date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,books_h2h,books_spreads,books_totals,bookmaker
2026-01-02,2026-01-03T00:10:00Z,Washington Wizards,Brooklyn Nets,-82.5,-112.875,1.0,-1.0,-110.75,-135,225.5,-114.16666666666667,-105.0,8,8,4,6,oddsapi_consensus
2026-01-02,2026-01-03T00:10:00Z,Indiana Pacers,San Antonio Spurs,196.54545454545453,-240.0,6.0,-6.0,-109.22222222222223,-110,238.5,-110.0,-110.0,11,11,9,5,oddsapi_consensus
2026-01-02,2026-01-03T00:40:00Z,Cleveland Cavaliers,Denver Nuggets,-830.0909090909091,557.3636363636364,-13.5,13.5,-110.54545454545455,-110,240.5,-109.22222222222223,-110.11111111111111,11,11,11,9,oddsapi_consensus
2026-01-02,2026-01-03T02:10:00Z,Phoenix Suns,Sacramento Kings,-743.8181818181819,513.0909090909091,-12.5,12.5,-112.16666666666667,-110,226.5,-79.85714285714286,-110.71428571428571,11,11,6,7,oddsapi_consensus
2026-01-02,2026-01-03T03:10:00Z,Golden State Warriors,Oklahoma City Thunder,283.0,-360.0,9.0,-9.0,-112.57142857142857,-105,229.0,-109.4,-109.4,11,11,7,5,oddsapi_consensus
2026-01-02,2026-01-03T01:10:00Z,New Orleans Pelicans,Portland Trail Blazers,-88.27272727272727,-113.36363636363636,1.0,-1.0,-111.66666666666667,-110,245.0,-109.5,-109.5,11,11,9,6,oddsapi_consensus
2026-01-02,2026-01-03T00:40:00Z,New York Knicks,Atlanta Hawks,-315.0,252.1818181818182,-7.5,7.5,-111.0,-110,246.0,-109.57142857142857,-109.57142857142857,11,11,8,7,oddsapi_consensus
2026-01-02,2026-01-03T01:10:00Z,Milwaukee Bucks,Charlotte Hornets,-236.36363636363637,193.54545454545453,-6.0,6.0,-106.33333333333333,-110,232.5,-106.66666666666667,-112.5,11,11,6,6,oddsapi_consensus
2026-01-02,2026-01-03T03:40:00Z,Los Angeles Lakers,Memphis Grizzlies,-166.8181818181818,139.63636363636363,-3.5,3.5,-110.125,-110,240.5,-109.71428571428571,-110.28571428571429,11,11,8,7,oddsapi_consensus
2026-01-02,2026-01-03T01:10:00Z,Chicago Bulls,Orlando Magic,167.1818181818182,-200.27272727272728,5.0,-5.0,-107.75,-110,233.5,-110.0,-109.14285714285714,11,11,8,7,oddsapi_consensus
