date,game_id,home_team,visitor_team,tip_prob_home,tip_outcome_home,tip_brier,tip_logloss,first_basket_top1_name,first_basket_top1_prob,first_basket_actual_name,first_basket_hit_top1,first_basket_hit_top5,first_basket_prob_actual,early_threes_expected,early_threes_prob_ge_1,early_threes_actual,early_threes_error,early_threes_brier_ge1
2025-12-26,0022500423,ATL,MIA,0.5299640517645717,0.0,0.28086189616272167,0.7549461015956135,Jalen Johnson,0.1111407280864063,Powell,False,False,0.0989276094530083,1.183704627559652,0.6938575086963462,3,1.816295372440348,0.09372322498160773
2025-12-26,0022500424,ORL,CHA,0.4850044983805899,1.0,0.26522036668822785,0.7235971130761409,Miles Bridges,0.1106562989226379,Jones,False,False,,1.2037662341245317,0.6999380225384507,6,4.796233765875469,0.09003719031813531
2025-12-26,0022500425,WAS,TOR,0.5,1.0,0.25,0.6931471805599453,Brandon Ingram,0.1125349753637588,Middleton,False,False,,1.1301022497057078,0.6769997719445509,5,3.8698977502942924,0.10432914732387216
2025-12-26,0022500426,IND,BOS,0.51499550161941,1.0,0.23522936344940773,0.663597113076141,Pascal Siakam,0.1121361186356852,Nembhard,False,False,0.1039189815676157,1.2914133166637405,0.7251179869027621,5,3.7085866833362595,0.07556012112439008
2025-12-26,0022500427,CHI,PHI,0.4551211076264199,0.0,0.20713522260709927,0.6071917248407818,Tyrese Maxey,0.1253767817108561,Maxey,True,True,0.1253767817108561,1.230857320220286,0.7079579032696921,5,3.769142679779714,0.08528858626263451
2025-12-26,0022500428,MEM,MIL,0.5597136492671929,1.0,0.19385207064161242,0.5803299666264259,Kevin Porter Jr.,0.1099440841354738,Porter Jr.,True,True,0.1099440841354738,1.2329943711041744,0.7085813456892842,6,4.767005628895825,0.08492483208026846
2025-12-26,0022500429,NOP,PHX,0.5,0.0,0.25,0.6931471805599453,Trey Murphy III,0.1161894593951352,Murphy III,True,True,0.1161894593951352,1.140063513791898,0.6802012904574312,6,4.8599364862081025,0.10227121462509231
2025-12-26,0022500430,UTA,DET,0.5448788923735801,0.0,0.2968930073542595,0.787191724840782,Cade Cunningham,0.1192527403977188,Cunningham,True,True,0.1192527403977188,1.158150929668436,0.6859336248763004,4,2.841849070331564,0.09863768798334041
2025-12-26,0022500431,POR,LAC,0.65,0.0,0.42250000000000004,1.0498221244986778,James Harden,0.1127052109316359,Sharpe,False,False,0.0924640543865812,1.2469738567987798,0.7126268854324491,5,3.75302614320122,0.08258330697625473
2025-12-26,0022500423,ATL,MIA,0.5299640517645717,0.0,0.28086189616272167,0.7549461015956135,Jalen Johnson,0.1111407280864063,Powell,False,False,0.0989276094530083,1.183704627559652,0.6938575086963462,3,1.816295372440348,0.09372322498160773
2025-12-26,0022500424,ORL,CHA,0.4850044983805899,1.0,0.26522036668822785,0.7235971130761409,Miles Bridges,0.1106562989226379,Jones,False,False,,1.2037662341245317,0.6999380225384507,6,4.796233765875469,0.09003719031813531
2025-12-26,0022500425,WAS,TOR,0.5,1.0,0.25,0.6931471805599453,Brandon Ingram,0.1125349753637588,Middleton,False,False,,1.1301022497057078,0.6769997719445509,5,3.8698977502942924,0.10432914732387216
2025-12-26,0022500426,IND,BOS,0.51499550161941,1.0,0.23522936344940773,0.663597113076141,Pascal Siakam,0.1121361186356852,Nembhard,False,False,0.1039189815676157,1.2914133166637405,0.7251179869027621,5,3.7085866833362595,0.07556012112439008
2025-12-26,0022500427,CHI,PHI,0.4551211076264199,0.0,0.20713522260709927,0.6071917248407818,Tyrese Maxey,0.1253767817108561,Maxey,True,True,0.1253767817108561,1.230857320220286,0.7079579032696921,5,3.769142679779714,0.08528858626263451
2025-12-26,0022500428,MEM,MIL,0.5597136492671929,1.0,0.19385207064161242,0.5803299666264259,Kevin Porter Jr.,0.1099440841354738,Porter Jr.,True,True,0.1099440841354738,1.2329943711041744,0.7085813456892842,6,4.767005628895825,0.08492483208026846
2025-12-26,0022500429,NOP,PHX,0.5,0.0,0.25,0.6931471805599453,Trey Murphy III,0.1161894593951352,Murphy III,True,True,0.1161894593951352,1.140063513791898,0.6802012904574312,6,4.8599364862081025,0.10227121462509231
2025-12-26,0022500430,UTA,DET,0.5448788923735801,0.0,0.2968930073542595,0.787191724840782,Cade Cunningham,0.1192527403977188,Cunningham,True,True,0.1192527403977188,1.158150929668436,0.6859336248763004,4,2.841849070331564,0.09863768798334041
2025-12-26,0022500431,POR,LAC,0.65,0.0,0.42250000000000004,1.0498221244986778,James Harden,0.1127052109316359,Sharpe,False,False,0.0924640543865812,1.2469738567987798,0.7126268854324491,5,3.75302614320122,0.08258330697625473
