date,home_tri,away_tri,home_pts,visitor_pts
2025-12-27,SAC,DAL,113,107
2025-12-27,ORL,DEN,127,126
2025-12-27,NOP,PHX,114,123
2025-12-27,ATL,NYK,125,128
2025-12-27,MIA,IND,142,116
2025-12-27,CHI,MIL,103,112
2025-12-27,HOU,CLE,117,100
2025-12-27,MIN,BKN,107,123
2025-12-27,SAS,UTA,114,127
