date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2026-02-09,Brooklyn Nets,Chicago Bulls,BKN,CHI,123,115,-9.340786933898926,223.53570073486156,8,238,-17.340786933898926,-14.464299265138436
2026-02-09,Charlotte Hornets,Detroit Pistons,CHA,DET,104,110,-4.055763244628906,229.22131855980183,-6,214,1.9442367553710938,15.22131855980183
2026-02-09,Denver Nuggets,Cleveland Cavaliers,DEN,CLE,117,119,5.311868667602539,226.14067726995648,-2,236,7.311868667602539,-9.859322730043516
2026-02-09,Golden State Warriors,Memphis Grizzlies,GSW,MEM,114,113,-0.4026029109954834,224.9813370211681,1,227,-1.4026029109954834,-2.0186629788319124
2026-02-09,Los Angeles Lakers,Oklahoma City Thunder,LAL,OKC,110,119,6.244321823120117,230.7016030867668,-9,229,15.244321823120117,1.701603086766795
2026-02-09,Miami Heat,Utah Jazz,MIA,UTA,111,115,9.097115516662598,235.4328552768421,-4,226,13.097115516662598,9.432855276842105
2026-02-09,Minnesota Timberwolves,Atlanta Hawks,MIN,ATL,138,116,-0.1306512355804443,229.6992123424074,22,254,-22.130651235580444,-24.300787657592593
2026-02-09,New Orleans Pelicans,Sacramento Kings,NOP,SAC,120,94,-5.454790115356445,226.37679266254895,26,214,-31.454790115356445,12.37679266254895
2026-02-09,Orlando Magic,Milwaukee Bucks,ORL,MIL,118,99,-8.35297679901123,227.0547745852144,19,217,-27.35297679901123,10.054774585214403
2026-02-09,Portland Trail Blazers,Philadelphia 76ers,POR,PHI,135,118,10.721299171447754,224.11397450336835,17,253,-6.278700828552246,-28.886025496631646
